ligand	receptor
BMP6	BMPR1B_BMPR2
BMP7	ACVR1_ACVR2A
BMP7	ACVR1_ACVR2B
BMP7	BMPR2_ACVR1
BMP7	ACVR2A_BMPR1A
BMP7	ACVR2B_BMPR1A
BMP7	BMPR2_BMPR1A
BMP7	BMPR1B_ACVR2A
BMP7	BMPR1B_ACVR2B
BMP7	BMPR1B_BMPR2
BMP8A	ACVR1_ACVR2A
BMP8A	ACVR1_ACVR2B
BMP8A	BMPR2_ACVR1
BMP8A	ACVR2A_BMPR1A
BMP8A	ACVR2B_BMPR1A
BMP8A	BMPR2_BMPR1A
BMP8A	BMPR1B_ACVR2A
BMP8A	BMPR1B_ACVR2B
BMP8A	BMPR1B_BMPR2
BMP8B	ACVR1_ACVR2A
BMP8B	ACVR1_ACVR2B
BMP8B	BMPR2_ACVR1
BMP8B	ACVR2A_BMPR1A
BMP8B	ACVR2B_BMPR1A
BMP8B	BMPR2_BMPR1A
BMP8B	BMPR1B_ACVR2A
BMP8B	BMPR1B_ACVR2B
BMP8B	BMPR1B_BMPR2
BMP10	BMPR2_ACVRL1
BMP10	ACVR2A_ACVRL1
GDF2	BMPR2_ACVRL1
GDF2	ACVR2A_ACVRL1
GDF9	BMPR2_ACVR1B
GDF10	ACVR1B_ACVR2A
GDF11	ACVR2A_TGFBR1
GDF11	ACVR2B_TGFBR1
GDF11	ACVR1B_ACVR2B
GDF15	TGFBR2
MSTN	ACVR2B_TGFBR1
MSTN	ACVR1B_ACVR2B
MSTN	ACVR1B_ACVR2A
MSTN	ACVR2A_TGFBR1
AMH	ACVR1_AMHR2
AMH	AMHR2_BMPR1A
GDNF	GFRA1_RET
NRTN	GFRA2_RET
ARTN	GFRA3_RET
PSPN	GFRA4_RET
ARTN	GFRA1_RET
NODAL	ACVR1B_ACVR2A_CFC1
NODAL	ACVR1C_ACVR2A_CFC1
NODAL	ACVR1B_ACVR2B_CFC1
NODAL	ACVR1C_ACVR2B_CFC1
GDF1	ACVR1B_ACVR2A_CFC1
GDF1	ACVR1B_ACVR2B_CFC1
GDF1	ACVR1C_ACVR2A_CFC1
GDF1	ACVR1C_ACVR2B_CFC1
GDF3	ACVR1B_ACVR2A_CFC1
GDF3	ACVR1B_ACVR2B_CFC1
GDF3	ACVR1C_ACVR2A_CFC1
GDF3	ACVR1C_ACVR2B_CFC1
INHBA	ACVR1B_ACVR2A
INHBA	ACVR1B_ACVR2B
INHBB	ACVR1B_ACVR2A
INHBB	ACVR1B_ACVR2B
INHBB	ACVR1C_ACVR2A
INHBB	ACVR1C_ACVR2B
INHBC	ACVR1B_ACVR2A
INHBC	ACVR1B_ACVR2B
INHBC	ACVR1C_ACVR2A
INHBC	ACVR1C_ACVR2B
INHBE	ACVR1B_ACVR2A
INHBE	ACVR1B_ACVR2B
INHBE	ACVR1C_ACVR2A
INHBE	ACVR1C_ACVR2B
INHBA_INHBB	ACVR1B_ACVR2A
INHBA_INHBB	ACVR1B_ACVR2B
INHBA_INHBB	ACVR1C_ACVR2A
INHBA_INHBB	ACVR1C_ACVR2B
INHBA_INHA	ACVR2A
INHA_INHBB	ACVR2B
WNT1	FZD1_LRP5
WNT1	FZD10_LRP5
WNT1	FZD2_LRP5
WNT1	LRP5_FZD3
WNT1	FZD4_LRP5
WNT1	FZD5_LRP5
WNT1	FZD6_LRP5
WNT1	LRP5_FZD7
WNT1	FZD8_LRP5
WNT1	FZD9_LRP5
WNT10A	FZD1_LRP5
WNT10A	FZD10_LRP5
WNT10A	FZD2_LRP5
WNT10A	LRP5_FZD3
WNT10A	FZD4_LRP5
WNT10A	FZD5_LRP5
WNT10A	FZD6_LRP5
WNT10A	LRP5_FZD7
WNT10A	FZD8_LRP5
WNT10A	FZD9_LRP5
WNT10B	FZD1_LRP5
WNT10B	FZD10_LRP5
WNT10B	FZD2_LRP5
WNT10B	LRP5_FZD3
WNT10B	FZD4_LRP5
WNT10B	FZD5_LRP5
WNT10B	FZD6_LRP5
WNT10B	LRP5_FZD7
WNT10B	FZD8_LRP5
WNT10B	FZD9_LRP5
WNT16	FZD1_LRP5
WNT16	FZD10_LRP5
WNT16	FZD2_LRP5
WNT16	LRP5_FZD3
WNT16	FZD4_LRP5
WNT16	FZD5_LRP5
WNT16	FZD6_LRP5
WNT16	LRP5_FZD7
WNT16	FZD8_LRP5
WNT16	FZD9_LRP5
WNT2	FZD1_LRP5
WNT2	FZD10_LRP5
WNT2	FZD2_LRP5
WNT2	LRP5_FZD3
WNT2	FZD4_LRP5
WNT2	FZD5_LRP5
WNT2	FZD6_LRP5
WNT2	LRP5_FZD7
WNT2	FZD8_LRP5
WNT2	FZD9_LRP5
WNT2B	FZD1_LRP5
WNT2B	FZD10_LRP5
WNT2B	FZD2_LRP5
WNT2B	LRP5_FZD3
WNT2B	FZD4_LRP5
WNT2B	FZD5_LRP5
WNT2B	FZD6_LRP5
WNT2B	LRP5_FZD7
WNT2B	FZD8_LRP5
WNT2B	FZD9_LRP5
WNT3	FZD1_LRP5
WNT3	FZD10_LRP5
WNT3	FZD2_LRP5
WNT3	LRP5_FZD3
WNT3	FZD4_LRP5
WNT3	FZD5_LRP5
WNT3	FZD6_LRP5
WNT3	LRP5_FZD7
WNT3	FZD8_LRP5
WNT3	FZD9_LRP5
WNT3A	FZD1_LRP5
WNT3A	FZD10_LRP5
WNT3A	FZD2_LRP5
WNT3A	LRP5_FZD3
WNT3A	FZD4_LRP5
WNT3A	FZD5_LRP5
WNT3A	FZD6_LRP5
WNT3A	LRP5_FZD7
WNT3A	FZD8_LRP5
WNT3A	FZD9_LRP5
WNT4	FZD1_LRP5
WNT4	FZD10_LRP5
WNT4	FZD2_LRP5
WNT4	LRP5_FZD3
WNT4	FZD4_LRP5
WNT4	FZD5_LRP5
WNT4	FZD6_LRP5
WNT4	LRP5_FZD7
WNT4	FZD8_LRP5
WNT4	FZD9_LRP5
WNT6	FZD1_LRP5
WNT6	FZD10_LRP5
WNT6	FZD2_LRP5
WNT6	LRP5_FZD3
WNT6	FZD4_LRP5
WNT6	FZD5_LRP5
WNT6	FZD6_LRP5
WNT6	LRP5_FZD7
WNT6	FZD8_LRP5
WNT6	FZD9_LRP5
WNT7A	FZD1_LRP5
WNT7A	FZD10_LRP5
WNT7A	FZD2_LRP5
WNT7A	LRP5_FZD3
WNT7A	FZD4_LRP5
WNT7A	FZD5_LRP5
WNT7A	FZD6_LRP5
WNT7A	LRP5_FZD7
WNT7A	FZD8_LRP5
WNT7A	FZD9_LRP5
WNT7B	FZD1_LRP5
WNT7B	FZD10_LRP5
WNT7B	FZD2_LRP5
WNT7B	LRP5_FZD3
WNT7B	FZD4_LRP5
WNT7B	FZD5_LRP5
WNT7B	FZD6_LRP5
WNT7B	LRP5_FZD7
WNT7B	FZD8_LRP5
WNT7B	FZD9_LRP5
WNT8A	FZD1_LRP5
WNT8A	FZD10_LRP5
WNT8A	FZD2_LRP5
WNT8A	LRP5_FZD3
WNT8A	FZD4_LRP5
WNT8A	FZD5_LRP5
WNT8A	FZD6_LRP5
WNT8A	LRP5_FZD7
WNT8A	FZD8_LRP5
WNT8A	FZD9_LRP5
WNT8B	FZD1_LRP5
WNT8B	FZD10_LRP5
WNT8B	FZD2_LRP5
WNT8B	LRP5_FZD3
WNT8B	FZD4_LRP5
WNT8B	FZD5_LRP5
WNT8B	FZD6_LRP5
WNT8B	LRP5_FZD7
WNT8B	FZD8_LRP5
WNT8B	FZD9_LRP5
WNT9A	FZD1_LRP5
WNT9A	FZD10_LRP5
WNT9A	FZD2_LRP5
WNT9A	LRP5_FZD3
WNT9A	FZD4_LRP5
WNT9A	FZD5_LRP5
WNT9A	FZD6_LRP5
WNT9A	LRP5_FZD7
WNT9A	FZD8_LRP5
WNT9A	FZD9_LRP5
WNT9B	FZD1_LRP5
WNT9B	FZD10_LRP5
WNT9B	FZD2_LRP5
WNT9B	LRP5_FZD3
WNT9B	FZD4_LRP5
WNT9B	FZD5_LRP5
WNT9B	FZD6_LRP5
WNT9B	LRP5_FZD7
WNT9B	FZD8_LRP5
WNT9B	FZD9_LRP5
WNT1	FZD1_LRP6
WNT1	FZD10_LRP6
WNT1	FZD2_LRP6
WNT1	FZD3_LRP6
WNT1	FZD4_LRP6
WNT1	FZD5_LRP6
WNT1	FZD6_LRP6
WNT1	FZD7_LRP6
WNT1	FZD8_LRP6
WNT1	FZD9_LRP6
WNT10A	FZD1_LRP6
WNT10A	FZD10_LRP6
WNT10A	FZD2_LRP6
WNT10A	FZD3_LRP6
WNT10A	FZD4_LRP6
WNT10A	FZD5_LRP6
WNT10A	FZD6_LRP6
WNT10A	FZD7_LRP6
WNT10A	FZD8_LRP6
WNT10A	FZD9_LRP6
WNT10B	FZD1_LRP6
WNT10B	FZD10_LRP6
WNT10B	FZD2_LRP6
WNT10B	FZD3_LRP6
WNT10B	FZD4_LRP6
WNT10B	FZD5_LRP6
WNT10B	FZD6_LRP6
WNT10B	FZD7_LRP6
WNT10B	FZD8_LRP6
WNT10B	FZD9_LRP6
WNT16	FZD1_LRP6
WNT16	FZD10_LRP6
WNT16	FZD2_LRP6
WNT16	FZD3_LRP6
WNT16	FZD4_LRP6
WNT16	FZD5_LRP6
WNT16	FZD6_LRP6
WNT16	FZD7_LRP6
WNT16	FZD8_LRP6
WNT16	FZD9_LRP6
WNT2	FZD1_LRP6
WNT2	FZD10_LRP6
WNT2	FZD2_LRP6
WNT2	FZD3_LRP6
WNT2	FZD4_LRP6
WNT2	FZD5_LRP6
WNT2	FZD6_LRP6
WNT2	FZD7_LRP6
WNT2	FZD8_LRP6
WNT2	FZD9_LRP6
WNT2B	FZD1_LRP6
WNT2B	FZD10_LRP6
WNT2B	FZD2_LRP6
WNT2B	FZD3_LRP6
WNT2B	FZD4_LRP6
WNT2B	FZD5_LRP6
WNT2B	FZD6_LRP6
WNT2B	FZD7_LRP6
WNT2B	FZD8_LRP6
WNT2B	FZD9_LRP6
WNT3	FZD1_LRP6
WNT3	FZD10_LRP6
WNT3	FZD2_LRP6
WNT3	FZD3_LRP6
WNT3	FZD4_LRP6
WNT3	FZD5_LRP6
WNT3	FZD6_LRP6
WNT3	FZD7_LRP6
WNT3	FZD8_LRP6
WNT3	FZD9_LRP6
WNT3A	FZD1_LRP6
WNT3A	FZD10_LRP6
WNT3A	FZD2_LRP6
WNT3A	FZD3_LRP6
WNT3A	FZD4_LRP6
WNT3A	FZD5_LRP6
WNT3A	FZD6_LRP6
WNT3A	FZD7_LRP6
WNT3A	FZD8_LRP6
WNT3A	FZD9_LRP6
WNT4	FZD1_LRP6
WNT4	FZD10_LRP6
WNT4	FZD2_LRP6
WNT4	FZD3_LRP6
WNT4	FZD4_LRP6
WNT4	FZD5_LRP6
WNT4	FZD6_LRP6
WNT4	FZD7_LRP6
WNT4	FZD8_LRP6
WNT4	FZD9_LRP6
WNT6	FZD1_LRP6
WNT6	FZD10_LRP6
WNT6	FZD2_LRP6
WNT6	FZD3_LRP6
WNT6	FZD4_LRP6
WNT6	FZD5_LRP6
WNT6	FZD6_LRP6
WNT6	FZD7_LRP6
WNT6	FZD8_LRP6
WNT6	FZD9_LRP6
WNT7A	FZD1_LRP6
WNT7A	FZD10_LRP6
WNT7A	FZD2_LRP6
WNT7A	FZD3_LRP6
WNT7A	FZD4_LRP6
WNT7A	FZD5_LRP6
WNT7A	FZD6_LRP6
WNT7A	FZD7_LRP6
WNT7A	FZD8_LRP6
WNT7A	FZD9_LRP6
WNT7B	FZD1_LRP6
WNT7B	FZD10_LRP6
WNT7B	FZD2_LRP6
WNT7B	FZD3_LRP6
WNT7B	FZD4_LRP6
WNT7B	FZD5_LRP6
WNT7B	FZD6_LRP6
WNT7B	FZD7_LRP6
WNT7B	FZD8_LRP6
WNT7B	FZD9_LRP6
WNT8A	FZD1_LRP6
WNT8A	FZD10_LRP6
WNT8A	FZD2_LRP6
WNT8A	FZD3_LRP6
WNT8A	FZD4_LRP6
WNT8A	FZD5_LRP6
WNT8A	FZD6_LRP6
WNT8A	FZD7_LRP6
WNT8A	FZD8_LRP6
WNT8A	FZD9_LRP6
WNT8B	FZD1_LRP6
WNT8B	FZD10_LRP6
WNT8B	FZD2_LRP6
WNT8B	FZD3_LRP6
WNT8B	FZD4_LRP6
WNT8B	FZD5_LRP6
WNT8B	FZD6_LRP6
WNT8B	FZD7_LRP6
WNT8B	FZD8_LRP6
WNT8B	FZD9_LRP6
WNT9A	FZD1_LRP6
WNT9A	FZD10_LRP6
WNT9A	FZD2_LRP6
WNT9A	FZD3_LRP6
WNT9A	FZD4_LRP6
WNT9A	FZD5_LRP6
WNT9A	FZD6_LRP6
WNT9A	FZD7_LRP6
WNT9A	FZD8_LRP6
WNT9A	FZD9_LRP6
WNT9B	FZD1_LRP6
WNT9B	FZD10_LRP6
WNT9B	FZD2_LRP6
WNT9B	FZD3_LRP6
WNT9B	FZD4_LRP6
WNT9B	FZD5_LRP6
WNT9B	FZD6_LRP6
WNT9B	FZD7_LRP6
WNT9B	FZD8_LRP6
WNT9B	FZD9_LRP6
WNT5A	FZD1
WNT5A	FZD10
WNT5A	FZD2
WNT5A	FZD3
WNT5A	FZD4
WNT5A	FZD5
WNT5A	FZD6
WNT5A	FZD7
WNT5A	FZD8
WNT5A	FZD9
WNT5A	MCAM
WNT5B	FZD1
WNT5B	FZD10
WNT5B	FZD2
WNT5B	FZD3
WNT5B	FZD4
WNT5B	FZD5
WNT5B	FZD6
WNT5B	FZD7
WNT5B	FZD8
WNT5B	FZD9
WNT11	FZD1
WNT11	FZD10
WNT11	FZD2
WNT11	FZD3
WNT11	FZD4
WNT11	FZD5
WNT11	FZD6
WNT11	FZD7
WNT11	FZD8
WNT11	FZD9
EGF	EGFR
EGF	ERBB2_EGFR
TGFA	EGFR
TGFA	ERBB2_EGFR
AREG	EGFR
AREG	ERBB2_EGFR
BTC	EGFR
BTC	ERBB2_EGFR
BTC	ERBB4
BTC	ERBB2_ERBB4
HBEGF	EGFR
HBEGF	ERBB2_EGFR
HBEGF	ERBB4
HBEGF	ERBB2_ERBB4
EREG	EGFR
EREG	ERBB2_EGFR
EREG	ERBB4
EREG	ERBB2_ERBB4
NRG1	ERBB3
NRG1	ERBB3_ERBB2
NRG1	ERBB4
NRG1	ERBB2_ERBB4
NRG2	ERBB3
NRG2	ERBB3_ERBB2
NRG2	ERBB4
NRG2	ERBB2_ERBB4
NRG3	ERBB4
NRG3	ERBB2_ERBB4
NRG4	ERBB4
NRG4	ERBB2_ERBB4
NRG1	ITGAV_ITGB3
FGF1	FGFR1
FGF1	FGFR2
FGF1	FGFR3
FGF1	FGFR4
FGF2	FGFR1
FGF2	FGFR2
FGF2	FGFR3
FGF2	FGFR4
FGF4	FGFR1
FGF4	FGFR2
FGF4	FGFR3
FGF4	FGFR4
FGF5	FGFR1
FGF5	FGFR2
FGF5	FGFR3
FGF5	FGFR4
FGF6	FGFR1
FGF6	FGFR2
FGF6	FGFR3
FGF6	FGFR4
FGF7	FGFR1
FGF7	FGFR2
FGF3	FGFR1
FGF3	FGFR2
FGF10	FGFR1
FGF10	FGFR2
FGF22	FGFR2
FGF8	FGFR1
FGF8	FGFR2
FGF8	FGFR3
FGF8	FGFR4
FGF17	FGFR1
FGF17	FGFR2
FGF17	FGFR3
FGF17	FGFR4
FGF18	FGFR1
FGF18	FGFR2
FGF18	FGFR3
FGF18	FGFR4
FGF9	FGFR1
FGF9	FGFR2
FGF9	FGFR3
FGF9	FGFR4
FGF20	FGFR1
FGF20	FGFR2
FGF20	FGFR3
FGF20	FGFR4
FGF16	FGFR1
FGF16	FGFR2
FGF16	FGFR3
FGF16	FGFR4
FGF19	FGFR1
FGF19	FGFR2
FGF19	FGFR3
FGF19	FGFR4
FGF21	FGFR1
FGF21	FGFR3
FGF23	FGFR1
FGF23	FGFR3
FGF23	FGFR4
PDGFA	PDGFRA
PDGFA	PDGFRB
PDGFB	PDGFRA
PDGFB	PDGFRB
PDGFC	PDGFRA
PDGFD	PDGFRB
VEGFA	FLT1
VEGFA	KDR
VEGFB	FLT1
VEGFC	FLT4
VEGFC	KDR
VEGFD	FLT4
VEGFD	KDR
PGF	FLT1
VEGFA	FLT1_KDR
VEGFC	FLT4_KDR
VEGFD	FLT4_KDR
IGF1	IGF1R
IGF2	IGF1R
IGF2	IGF2R
IGF1	ITGAV_ITGB3
IGF1	ITGA6_ITGB4
IGF2	ITGAV_ITGB3
IGF2	ITGA6_ITGB4
IGFL3	IGFLR1
INS	INSR
APLN	APLNR
DHH	PTCH1_SMO
IHH	PTCH1_SMO
SHH	PTCH1_SMO
DHH	PTCH2_SMO
IHH	PTCH2_SMO
SHH	PTCH2_SMO
CCL5	CCR1
CCL3	CCR1
CCL3L1	CCR1
CCL3L3	CCR1
CCL8	CCR1
CCL7	CCR1
CCL13	CCR1
CCL14	CCR1
CCL15	CCR1
CCL16	CCR1
CCL23	CCR1
CCL8	CCR2
CCL7	CCR2
CCL2	CCR2
CCL27	CCR2
CCL5	CCR3
CCL7	CCR3
CCL11	CCR3
CCL24	CCR3
CCL26	CCR3
CCL28	CCR3
CCL27	CCR3
CCL17	CCR4
CCL22	CCR4
CCL5	CCR4
CCL4	CCR5
CCL5	CCR5
CCL3	CCR5
CCL20	CCR6
CCL19	CCR7
CCL21	CCR7
CCL19	ACKR4
CCL21	ACKR4
CCL1	CCR8
CCL25	CCR9
CCL25	ACKR4
CCL28	CCR10
CCL27	CCR10
CCL1	ACKR4
CCL13	ACKR4
CCL8	ACKR4
CCL1	ACKR1
CCL2	ACKR1
CCL5	ACKR1
CCL8	ACKR1
CCL13	ACKR1
CCL14	ACKR1
CCL16	ACKR1
CCL18	ACKR1
CXCL1	ACKR1
CXCL2	ACKR1
CXCL3	ACKR1
CXCL5	ACKR1
CXCL6	ACKR1
CXCL8	ACKR1
CXCL9	ACKR1
CXCL10	ACKR1
CXCL11	ACKR1
CXCL13	ACKR1
CCL2	ACKR2
CCL3	ACKR2
CCL3L1	ACKR2
CCL4	ACKR2
CCL5	ACKR2
CCL7	ACKR2
CCL8	ACKR2
CCL7	ACKR1
CCL11	ACKR1
CCL11	ACKR2
CCL13	ACKR2
CCL22	ACKR2
CCL24	ACKR2
CCL26	ACKR2
CCL17	ACKR1
CCL14	ACKR2
CCL17	ACKR2
CXCL1	CXCR1
CXCL2	CXCR1
CXCL3	CXCR1
CXCL5	CXCR1
CXCL6	CXCR1
CXCL1	CXCR1
CXCL1	CXCR2
CXCL2	CXCR2
CXCL3	CXCR2
CXCL5	CXCR2
CXCL6	CXCR2
CXCL8	CXCR2
PPBP	CXCR2
PF4V1	CXCR3
CXCL9	CXCR3
CXCL10	CXCR3
CXCL11	CXCR3
CXCL13	CXCR3
PF4	CXCR3
CXCL12	CXCR4
CXCL11	ACKR3
CXCL12	ACKR3
CXCL13	CXCR5
CXCL16	CXCR6
MIF	CD74_CXCR4
MIF	CD44_CD74
MIF	CXCR2_CD74
MIF	ACKR3
CX3CL1	CX3CR1
XCL1	XCR1
XCL2	XCR1
IL2	IL2RA_IL2RB_IL2RG
IL2	IL2RB_IL2RG
IL4	IL2RG_IL4R
IL7	IL2RG_IL7R
IL9	IL2RG_IL9R
IL15	IL15RA_IL2RB_IL2RG
IL21	IL2RG_IL21R
TSLP	CRLF2_IL7R
IL3	IL3RA_CSF2RB
IL5	CSF2RB_IL5RA
CSF2	CSF2RB_CSF2RA
IL4	IL4R
IL4	IL13RA1_IL4R
IL4	IL13RA2_IL4R
IL13	IL13RA1_IL4R
IL13	IL13RA2_IL4R
IL13	IL13RA1
IL13	IL13RA2
IL6	IL6ST_IL6R
IL11	IL11RA_IL6ST
IL12B_IL12A	IL12RB1_IL12RB2
IL12B_IL23A	IL12RB1_IL23R
IL27_EBI3	IL27RA_IL6ST
IL31	IL31RA_OSMR
CNTF	IL6ST_LIFR_CNTFR
CLCF1	IL6ST_LIFR_CNTFR
CTF1	IL6ST_LIFR
LIF	IL6ST_LIFR
OSM	IL6ST_LIFR
OSM	IL6ST_OSMR
IL10	IL10RA_IL10RB
IL19	IL20RA_IL20RB
IL20	IL20RA_IL20RB
IL24	IL20RA_IL20RB
IL20	IL20RB_IL22RA1
IL24	IL20RB_IL22RA1
IL22	IL10RB_IL22RA1
IL26	IL10RB_IL20RA
IL1A	IL1RAP_IL1R1
IL1B	IL1RAP_IL1R1
IL1A	IL1R2
IL1B	IL1R2
IL36A	IL1RAP_IL1RL2
IL36B	IL1RAP_IL1RL2
IL36G	IL1RAP_IL1RL2
IL1F10	IL1RAP_IL1RL2
IL37	IL18RAP_IL18R1
IL18	IL18RAP_IL18R1
IL33	IL1RAP_IL1RL1
IL17A	IL17RA_IL17RC
IL17F	IL17RA_IL17RC
IL17A_IL17F	IL17RA_IL17RC
IL17B	IL17RB
IL17C	IL17RA_IL17RE
IL25	IL17RA_IL17RB
IL34	CSF1R
CSF1	CSF1R
IL16	CD4
EPO	EPOR
GH1	GHR
PRL	PRLR
THPO	MPL
CSF3	CSF3R
IFNB1	IFNAR1_IFNAR2
IFNW1	IFNAR1_IFNAR2
IFNK	IFNAR1_IFNAR2
IFNE	IFNAR1_IFNAR2
IFNA1	IFNAR1_IFNAR2
IFNA2	IFNAR1_IFNAR2
IFNA4	IFNAR1_IFNAR2
IFNA5	IFNAR1_IFNAR2
IFNA6	IFNAR1_IFNAR2
IFNA7	IFNAR1_IFNAR2
IFNA8	IFNAR1_IFNAR2
IFNA10	IFNAR1_IFNAR2
IFNA13	IFNAR1_IFNAR2
IFNA14	IFNAR1_IFNAR2
IFNA16	IFNAR1_IFNAR2
IFNA17	IFNAR1_IFNAR2
IFNA21	IFNAR1_IFNAR2
IFNG	IFNGR1_IFNGR2
TNF	TNFRSF1A
TNF	TNFRSF1B
LTA	TNFRSF1A
LTA	TNFRSF1B
LTA	TNFRSF14
LTB_LTA	LTBR
TNFSF14	LTBR
TNFSF14	TNFRSF14
FASLG	FAS
TNFSF15	TNFRSF25
TNFSF10	TNFRSF10A
EDA	EDAR
EDA	EDA2R
NGF	NGFR
KLK3	NGFR
TNFSF11	TNFRSF11A
TNFSF11	TNFRSF11B
TNFSF12	TNFRSF12A
CD70	CD27
TNFSF8	TNFRSF8
TNFSF9	TNFRSF9
TNFSF4	TNFRSF4
TNFSF18	TNFRSF18
TNFSF13	TNFRSF17
TNFSF13	TNFRSF13B
TNFSF13B	TNFRSF17
TNFSF13B	TNFRSF13B
TNFSF13B	TNFRSF13C
CD40LG	ITGA2B_ITGB3
CD40LG	ITGA5_ITGB1
CD40LG	ITGAM_ITGB2
SPP1	CD44
SPP1	ITGAV_ITGB3
SPP1	ITGAV_ITGB1
SPP1	ITGAV_ITGB5
SPP1	ITGAV_ITGB6
SPP1	ITGA4_ITGB1
SPP1	ITGA9_ITGB1
SPP1	ITGA8_ITGB1
SPP1	ITGA5_ITGB1
ADIPOQ	ADIPOR1
ADIPOQ	ADIPOR2
RETN	TLR4
RETN	CAP1
NAMPT	ITGA5_ITGB1
ANGPTL1	ITGB1_ITGA1
ANGPTL2	ITGA5_ITGB1
ANGPTL2	TLR4
ANGPTL2	LILRB3
ANGPTL1	LILRB3
ANGPTL7	LILRB3
ANGPTL4	ITGA5_ITGB1
ANGPTL4	ITGAV_ITGB3
ANGPTL4	CDH5
ANGPTL4	CDH11
ANGPTL4	SDC1
ANGPTL4	SDC2
ANGPTL4	SDC3
ANGPTL4	SDC4
ANGPTL3	ITGAV_ITGB3
ANGPT1	TEK
ANGPT2	TEK
ANGPT2	ITGA5_ITGB1
MDK	SDC1
MDK	SDC2
MDK	SDC4
MDK	PTPRZ1
MDK	ITGA4_ITGB1
MDK	ITGA6_ITGB1
MDK	LRP1
MDK	NCL
MDK	ALK
PTN	PTPRZ1
PTN	SDC1
PTN	SDC2
PTN	SDC3
PTN	SDC4
PTN	ITGAV_ITGB3
PTN	NCL
PTN	ALK
POSTN	ITGAV_ITGB3
POSTN	ITGAV_ITGB5
AGT	AGTR1
GRP	GRPR
NMB	NMBR
KNG1	BDKRB1
KNG1	BDKRB2
C3	C3AR1
C3	CR2
C3	ITGAM_ITGB2
C3	ITGAX_ITGB2
C4A	C3AR1
C4A	CR2
C5	C5AR1
CCK	CCKAR
CCK	CCKBR
EDN1	EDNRA
EDN2	EDNRA
EDN3	EDNRA
EDN1	EDNRB
EDN2	EDNRB
EDN3	EDNRB
GAL	GALR1
GAL	GALR2
GAL	GALR3
GALP	GALR1
GALP	GALR2
GHRL	GHSR
KISS1	KISS1R
POMC	MC1R
POMC	MC2R
POMC	MC3R
POMC	MC4R
POMC	MC5R
NMU	NMUR1
NMU	NMUR2
NMS	NMUR1
NMS	NMUR2
NPFF	NPFFR1
NPFF	NPFFR2
NPY	NPY1R
NPY	NPY2R
NPY	NPY4R
NPY	NPY5R
NPY	NPY6R
NPY	GPR83
PPY	NPY1R
PPY	NPY2R
PPY	NPY4R
PPY	NPY5R
PPY	NPY6R
PPY	GPR83
PYY	NPY1R
PYY	NPY2R
PYY	NPY4R
PYY	NPY5R
PYY	NPY6R
PYY	GPR83
NPB	NPBWR1
NPW	NPBWR1
NTS	NTSR1
NTS	NTSR2
PDYN	OPRD1
PDYN	OPRK1
PDYN	OPRL1
PDYN	OPRM1
PENK	OPRD1
PENK	OPRK1
PENK	OPRL1
PENK	OPRM1
POMC	OPRD1
POMC	OPRK1
POMC	OPRL1
POMC	OPRM1
HCRT	HCRTR1
HCRT	HCRTR2
OXT	OXTR
