"tf"	"confidence"	"target"	"mor"
"182"	"4932411N23Rik"	"E"	"Fgfr1op"	1
"183"	"4932411N23Rik"	"E"	"Fgfr1op2"	1
"184"	"4932411N23Rik"	"E"	"Fmnl2"	1
"185"	"4932411N23Rik"	"E"	"Fmnl3"	1
"186"	"4932411N23Rik"	"E"	"Fmr1"	1
"187"	"4932411N23Rik"	"E"	"Fra10ac1"	1
"188"	"4932411N23Rik"	"E"	"Fubp1"	1
"189"	"4932411N23Rik"	"E"	"Gabbr1"	1
"190"	"4932411N23Rik"	"E"	"Gabpb2"	1
"191"	"4932411N23Rik"	"E"	"Gabre"	1
"192"	"4932411N23Rik"	"E"	"Ganc"	1
"193"	"4932411N23Rik"	"E"	"Gatad1"	1
"194"	"4932411N23Rik"	"E"	"Gdi1"	1
"195"	"4932411N23Rik"	"E"	"Ggt7"	1
"196"	"4932411N23Rik"	"E"	"Glcci1"	1
"197"	"4932411N23Rik"	"E"	"Gls"	1
"198"	"4932411N23Rik"	"E"	"Gnrh1"	1
"199"	"4932411N23Rik"	"E"	"Gopc"	1
"200"	"4932411N23Rik"	"E"	"Gpatch2l"	1
"201"	"4932411N23Rik"	"E"	"Gpatch8"	1
"202"	"4932411N23Rik"	"E"	"Gpbp1l1"	1
"203"	"4932411N23Rik"	"E"	"Gpcpd1"	1
"204"	"4932411N23Rik"	"E"	"Gpr135"	1
"205"	"4932411N23Rik"	"E"	"Gpr173"	1
"206"	"4932411N23Rik"	"E"	"Gsap"	1
"207"	"4932411N23Rik"	"E"	"Gsg1"	1
"208"	"4932411N23Rik"	"E"	"Gstm7"	1
"209"	"4932411N23Rik"	"E"	"Hace1"	1
"210"	"4932411N23Rik"	"E"	"Hars2"	1
"211"	"4932411N23Rik"	"E"	"Haus3"	1
"212"	"4932411N23Rik"	"E"	"Hdac6"	1
"213"	"4932411N23Rik"	"E"	"Hectd2"	1
"214"	"4932411N23Rik"	"E"	"Hectd4"	1
"215"	"4932411N23Rik"	"E"	"Helz"	1
"216"	"4932411N23Rik"	"E"	"Herc4"	1
"217"	"4932411N23Rik"	"E"	"Hmbox1"	1
"218"	"4932411N23Rik"	"E"	"Hmgn1"	1
"219"	"4932411N23Rik"	"E"	"Hnrnpa2b1"	1
"220"	"4932411N23Rik"	"E"	"Hnrnpdl"	1
"221"	"4932411N23Rik"	"E"	"Hnrnph1"	1
"222"	"4932411N23Rik"	"E"	"Hnrnph3"	1
"223"	"4932411N23Rik"	"E"	"Hp1bp3"	1
"224"	"4932411N23Rik"	"E"	"Hypk"	1
"225"	"4932411N23Rik"	"E"	"Ift172"	1
"226"	"4932411N23Rik"	"E"	"Ift20"	1
"227"	"4932411N23Rik"	"E"	"Ift80"	1
"228"	"4932411N23Rik"	"E"	"Ift81"	1
"229"	"4932411N23Rik"	"E"	"Igip"	1
"230"	"4932411N23Rik"	"E"	"Ikbkb"	1
"231"	"4932411N23Rik"	"E"	"Ikzf5"	1
"232"	"4932411N23Rik"	"E"	"Il15"	1
"233"	"4932411N23Rik"	"E"	"Ilkap"	1
"234"	"4932411N23Rik"	"E"	"Ing5"	1
"235"	"4932411N23Rik"	"E"	"Ino80d"	1
"236"	"4932411N23Rik"	"E"	"Ino80e"	1
"237"	"4932411N23Rik"	"E"	"Inpp4a"	1
"238"	"4932411N23Rik"	"E"	"Ints3"	1
"239"	"4932411N23Rik"	"E"	"Ints6l"	1
"240"	"4932411N23Rik"	"E"	"Intu"	1
"241"	"4932411N23Rik"	"E"	"Itsn2"	1
"242"	"4932411N23Rik"	"E"	"Kansl1l"	1
"243"	"4932411N23Rik"	"E"	"Kansl3"	1
"244"	"4932411N23Rik"	"E"	"Katnbl1"	1
"245"	"4932411N23Rik"	"E"	"Kctd7"	1
"246"	"4932411N23Rik"	"E"	"Kdm4c"	1
"247"	"4932411N23Rik"	"E"	"Khdc4"	1
"248"	"4932411N23Rik"	"E"	"Kidins220"	1
"249"	"4932411N23Rik"	"E"	"Kif27"	1
"250"	"4932411N23Rik"	"E"	"Kin"	1
"251"	"4932411N23Rik"	"E"	"Klc1"	1
"252"	"4932411N23Rik"	"E"	"Klf8"	1
"253"	"4932411N23Rik"	"E"	"Klhdc1"	1
"254"	"4932411N23Rik"	"E"	"Klhl3"	1
"255"	"4932411N23Rik"	"E"	"Kmt2a"	1
"256"	"4932411N23Rik"	"E"	"Kmt2e"	1
"257"	"4932411N23Rik"	"E"	"Kntc1"	1
"258"	"4932411N23Rik"	"E"	"Krit1"	1
"259"	"4932411N23Rik"	"E"	"L3mbtl1"	1
"260"	"4932411N23Rik"	"E"	"Las1l"	1
"261"	"4932411N23Rik"	"E"	"Lats1"	1
"262"	"4932411N23Rik"	"E"	"Leng8"	1
"263"	"4932411N23Rik"	"E"	"Lmln"	1
"264"	"4932411N23Rik"	"E"	"Lrch3"	1
"265"	"4932411N23Rik"	"E"	"Lrig2"	1
"266"	"4932411N23Rik"	"E"	"Lrrc37a"	1
"267"	"4932411N23Rik"	"E"	"Lrrk2"	1
"268"	"4932411N23Rik"	"E"	"Ltbp3"	1
"269"	"4932411N23Rik"	"E"	"Luc7l"	1
"270"	"4932411N23Rik"	"E"	"Luc7l2"	1
"271"	"4932411N23Rik"	"E"	"Luc7l3"	1
"272"	"4932411N23Rik"	"E"	"Lyst"	1
"273"	"4932411N23Rik"	"E"	"Maats1"	1
"274"	"4932411N23Rik"	"E"	"Mak"	1
"275"	"4932411N23Rik"	"E"	"Map3k7"	1
"276"	"4932411N23Rik"	"E"	"Mbtd1"	1
"277"	"4932411N23Rik"	"E"	"Mdm4"	1
"278"	"4932411N23Rik"	"E"	"Med12"	1
"279"	"4932411N23Rik"	"E"	"Med23"	1
"280"	"4932411N23Rik"	"E"	"Med28"	1
"281"	"4932411N23Rik"	"E"	"Mettl17"	1
"282"	"4932411N23Rik"	"E"	"Mettl3"	1
"283"	"4932411N23Rik"	"E"	"Mgat4c"	1
"284"	"4932411N23Rik"	"E"	"Mindy2"	1
"285"	"4932411N23Rik"	"E"	"Mipol1"	1
"286"	"4932411N23Rik"	"E"	"Mitd1"	1
"287"	"4932411N23Rik"	"E"	"Mknk1"	1
"288"	"4932411N23Rik"	"E"	"Mlh3"	1
"289"	"4932411N23Rik"	"E"	"Mllt10"	1
"290"	"4932411N23Rik"	"E"	"Mllt6"	1
"291"	"4932411N23Rik"	"E"	"Mon2"	1
"292"	"4932411N23Rik"	"E"	"Morc3"	1
"293"	"4932411N23Rik"	"E"	"Mphosph8"	1
"294"	"4932411N23Rik"	"E"	"Mrnip"	1
"295"	"4932411N23Rik"	"E"	"Msantd2"	1
"296"	"4932411N23Rik"	"E"	"Msl1"	1
"297"	"4932411N23Rik"	"E"	"Mss51"	1
"298"	"4932411N23Rik"	"E"	"Mterf2"	1
"299"	"4932411N23Rik"	"E"	"Mtf2"	1
"300"	"4932411N23Rik"	"E"	"Mtr"	1
"301"	"4932411N23Rik"	"E"	"Mtx3"	1
"302"	"4932411N23Rik"	"E"	"Myh7b"	1
"303"	"4932411N23Rik"	"E"	"Myo15b"	1
"304"	"4932411N23Rik"	"E"	"Mzf1"	1
"305"	"4932411N23Rik"	"E"	"N4bp2l1"	1
"306"	"4932411N23Rik"	"E"	"N4bp2l2"	1
"307"	"4932411N23Rik"	"E"	"N6amt1"	1
"308"	"4932411N23Rik"	"E"	"Naa16"	1
"309"	"4932411N23Rik"	"E"	"Nab1"	1
"310"	"4932411N23Rik"	"E"	"Nagk"	1
"311"	"4932411N23Rik"	"E"	"Napb"	1
"312"	"4932411N23Rik"	"E"	"Ncbp3"	1
"313"	"4932411N23Rik"	"E"	"Nemp1"	1
"314"	"4932411N23Rik"	"E"	"Nfe2l3"	1
"315"	"4932411N23Rik"	"E"	"Nfrkb"	1
"316"	"4932411N23Rik"	"E"	"Nhlrc2"	1
"317"	"4932411N23Rik"	"E"	"Nhlrc3"	1
"318"	"4932411N23Rik"	"E"	"Nhs"	1
"319"	"4932411N23Rik"	"E"	"Nicn1"	1
"320"	"4932411N23Rik"	"E"	"Nisch"	1
"321"	"4932411N23Rik"	"E"	"Nktr"	1
"322"	"4932411N23Rik"	"E"	"Nlrp1a"	1
"323"	"4932411N23Rik"	"E"	"Nlrp1b"	1
"324"	"4932411N23Rik"	"E"	"Nphp1"	1
"325"	"4932411N23Rik"	"E"	"Nphp3"	1
"326"	"4932411N23Rik"	"E"	"Nr2c1"	1
"327"	"4932411N23Rik"	"E"	"Nr2c2"	1
"328"	"4932411N23Rik"	"E"	"Nrbp2"	1
"329"	"4932411N23Rik"	"E"	"Nsd3"	1
"330"	"4932411N23Rik"	"E"	"Nsun6"	1
"331"	"4932411N23Rik"	"E"	"Nudt6"	1
"332"	"4932411N23Rik"	"E"	"Nxf1"	1
"333"	"4932411N23Rik"	"E"	"Odf2l"	1
"334"	"4932411N23Rik"	"E"	"Ofd1"	1
"335"	"4932411N23Rik"	"E"	"Oga"	1
"336"	"4932411N23Rik"	"E"	"Ogg1"	1
"337"	"4932411N23Rik"	"E"	"Ogt"	1
"338"	"4932411N23Rik"	"E"	"Ophn1"	1
"339"	"4932411N23Rik"	"E"	"Orc4"	1
"340"	"4932411N23Rik"	"E"	"Osgepl1"	1
"341"	"4932411N23Rik"	"E"	"Otud3"	1
"342"	"4932411N23Rik"	"E"	"Pabpc1l"	1
"343"	"4932411N23Rik"	"E"	"Pagr1a"	1
"344"	"4932411N23Rik"	"E"	"Pagr1b"	1
"345"	"4932411N23Rik"	"E"	"Pan2"	1
"346"	"4932411N23Rik"	"E"	"Pan3"	1
"347"	"4932411N23Rik"	"E"	"Parp6"	1
"348"	"4932411N23Rik"	"E"	"Parp8"	1
"349"	"4932411N23Rik"	"E"	"Paxbp1"	1
"350"	"4932411N23Rik"	"E"	"Pcf11"	1
"351"	"4932411N23Rik"	"E"	"Pcgf3"	1
"352"	"4932411N23Rik"	"E"	"Pcid2"	1
"353"	"4932411N23Rik"	"E"	"Pcmtd1"	1
"354"	"4932411N23Rik"	"E"	"Pcmtd2"	1
"355"	"4932411N23Rik"	"E"	"Pcnx4"	1
"356"	"4932411N23Rik"	"E"	"Pde6c"	1
"357"	"4932411N23Rik"	"E"	"Pde7a"	1
"358"	"4932411N23Rik"	"E"	"Peak1"	1
"359"	"4932411N23Rik"	"E"	"Pex1"	1
"360"	"4932411N23Rik"	"E"	"Phc1"	1
"361"	"4932411N23Rik"	"E"	"Phf11a"	1
"362"	"4932411N23Rik"	"E"	"Phf11b"	1
"363"	"4932411N23Rik"	"E"	"Phf11c"	1
"364"	"4932411N23Rik"	"E"	"Phf11d"	1
"365"	"4932411N23Rik"	"E"	"Phf20l1"	1
"366"	"4932411N23Rik"	"E"	"Phip"	1
"367"	"4932411N23Rik"	"E"	"Phka2"	1
"368"	"4932411N23Rik"	"E"	"Phykpl"	1
"369"	"4932411N23Rik"	"E"	"Pigg"	1
"370"	"4932411N23Rik"	"E"	"Pik3c2a"	1
"371"	"4932411N23Rik"	"E"	"Pjvk"	1
"372"	"4932411N23Rik"	"E"	"Pla2g4b"	1
"373"	"4932411N23Rik"	"E"	"Plcg1"	1
"374"	"4932411N23Rik"	"E"	"Plekhh2"	1
"375"	"4932411N23Rik"	"E"	"Pms1"	1
"376"	"4932411N23Rik"	"E"	"Pnisr"	1
"377"	"4932411N23Rik"	"E"	"Pnn"	1
"378"	"4932411N23Rik"	"E"	"Pofut2"	1
"379"	"4932411N23Rik"	"E"	"Pogz"	1
"380"	"4932411N23Rik"	"E"	"Polg2"	1
"381"	"4932411N23Rik"	"E"	"Poli"	1
"382"	"4932411N23Rik"	"E"	"Polk"	1
"383"	"4932411N23Rik"	"E"	"Pon3"	1
"384"	"4932411N23Rik"	"E"	"Ppip5k2"	1
"385"	"4932411N23Rik"	"E"	"Ppp1r3e"	1
"386"	"4932411N23Rik"	"E"	"Ppp6r3"	1
"387"	"4932411N23Rik"	"E"	"Ppt2"	1
"388"	"4932411N23Rik"	"E"	"Ppwd1"	1
"389"	"4932411N23Rik"	"E"	"Prcd"	1
"390"	"4932411N23Rik"	"E"	"Prelid3a"	1
"391"	"4932411N23Rik"	"E"	"Prox2"	1
"392"	"4932411N23Rik"	"E"	"Prpf3"	1
"393"	"4932411N23Rik"	"E"	"Prpf39"	1
"394"	"4932411N23Rik"	"E"	"Prpf4b"	1
"395"	"4932411N23Rik"	"E"	"Prr3"	1
"396"	"4932411N23Rik"	"E"	"Prrt2"	1
"397"	"4932411N23Rik"	"E"	"Prss53"	1
"398"	"4932411N23Rik"	"E"	"Psmd8"	1
"399"	"4932411N23Rik"	"E"	"Ptar1"	1
"400"	"4932411N23Rik"	"E"	"Ptbp2"	1
"401"	"4932411N23Rik"	"E"	"Ptcd3"	1
"402"	"4932411N23Rik"	"E"	"Pus10"	1
"403"	"4932411N23Rik"	"E"	"Pvrig"	1
"404"	"4932411N23Rik"	"E"	"Pwwp2a"	1
"405"	"4932411N23Rik"	"E"	"R3hdm2"	1
"406"	"4932411N23Rik"	"E"	"Rab28"	1
"407"	"4932411N23Rik"	"E"	"Rab2b"	1
"408"	"4932411N23Rik"	"E"	"Rabl2"	1
"409"	"4932411N23Rik"	"E"	"Rad52"	1
"410"	"4932411N23Rik"	"E"	"Ralgapa1"	1
"411"	"4932411N23Rik"	"E"	"Rapgef6"	1
"412"	"4932411N23Rik"	"E"	"Rasa1"	1
"413"	"4932411N23Rik"	"E"	"Rasa2"	1
"414"	"4932411N23Rik"	"E"	"Rbak"	1
"415"	"4932411N23Rik"	"E"	"Rbbp6"	1
"416"	"4932411N23Rik"	"E"	"Rbm25"	1
"417"	"4932411N23Rik"	"E"	"Rbm26"	1
"418"	"4932411N23Rik"	"E"	"Rbm39"	1
"419"	"4932411N23Rik"	"E"	"Rbm41"	1
"420"	"4932411N23Rik"	"E"	"Rbm5"	1
"421"	"4932411N23Rik"	"E"	"Rbm6"	1
"422"	"4932411N23Rik"	"E"	"Rbmx"	1
"423"	"4932411N23Rik"	"E"	"Rbmxl1"	1
"424"	"4932411N23Rik"	"E"	"Rc3h1"	1
"425"	"4932411N23Rik"	"E"	"Rcor3"	1
"426"	"4932411N23Rik"	"E"	"Rdh1"	1
"427"	"4932411N23Rik"	"E"	"Rdh16"	1
"428"	"4932411N23Rik"	"E"	"Rdh16f1"	1
"429"	"4932411N23Rik"	"E"	"Rdh16f2"	1
"430"	"4932411N23Rik"	"E"	"Rdh19"	1
"431"	"4932411N23Rik"	"E"	"Rdh7"	1
"432"	"4932411N23Rik"	"E"	"Rdh9"	1
"433"	"4932411N23Rik"	"E"	"Rev1"	1
"434"	"4932411N23Rik"	"E"	"Rfx3"	1
"435"	"4932411N23Rik"	"E"	"Rhd"	1
"436"	"4932411N23Rik"	"E"	"Ric3"	1
"437"	"4932411N23Rik"	"E"	"Rimklb"	1
"438"	"4932411N23Rik"	"E"	"Rnf217"	1
"439"	"4932411N23Rik"	"E"	"Rnpc3"	1
"440"	"4932411N23Rik"	"E"	"Rpap2"	1
"441"	"4932411N23Rik"	"E"	"Rsrc2"	1
"442"	"4932411N23Rik"	"E"	"Rsrp1"	1
"443"	"4932411N23Rik"	"E"	"Rufy2"	1
"444"	"4932411N23Rik"	"E"	"Rufy3"	1
"445"	"4932411N23Rik"	"E"	"Rwdd3"	1
"446"	"4932411N23Rik"	"E"	"S100pbp"	1
"447"	"4932411N23Rik"	"E"	"Safb2"	1
"448"	"4932411N23Rik"	"E"	"Scai"	1
"449"	"4932411N23Rik"	"E"	"Sdr39u1"	1
"450"	"4932411N23Rik"	"E"	"Sec31b"	1
"451"	"4932411N23Rik"	"E"	"Sec61a2"	1
"452"	"4932411N23Rik"	"E"	"Senp6"	1
"453"	"4932411N23Rik"	"E"	"Senp7"	1
"454"	"4932411N23Rik"	"E"	"Serpina10"	1
"455"	"4932411N23Rik"	"E"	"Setd5"	1
"456"	"4932411N23Rik"	"E"	"Setdb1"	1
"457"	"4932411N23Rik"	"E"	"Setdb2"	1
"458"	"4932411N23Rik"	"E"	"Sf3b1"	1
"459"	"4932411N23Rik"	"E"	"Sfi1"	1
"460"	"4932411N23Rik"	"E"	"Sfswap"	1
"461"	"4932411N23Rik"	"E"	"Sgip1"	1
"462"	"4932411N23Rik"	"E"	"Sh3yl1"	1
"463"	"4932411N23Rik"	"E"	"Shisa9"	1
"464"	"4932411N23Rik"	"E"	"Sin3b"	1
"465"	"4932411N23Rik"	"E"	"Slc25a27"	1
"466"	"4932411N23Rik"	"E"	"Slc25a36"	1
"467"	"4932411N23Rik"	"E"	"Slc26a11"	1
"468"	"4932411N23Rik"	"E"	"Slc35a1"	1
"469"	"4932411N23Rik"	"E"	"Slc35b3"	1
"470"	"4932411N23Rik"	"E"	"Slc35e2"	1
"471"	"4932411N23Rik"	"E"	"Slc38a6"	1
"472"	"4932411N23Rik"	"E"	"Slc39a10"	1
"473"	"4932411N23Rik"	"E"	"Slf2"	1
"474"	"4932411N23Rik"	"E"	"Sltm"	1
"475"	"4932411N23Rik"	"E"	"Smad5"	1
"476"	"4932411N23Rik"	"E"	"Smchd1"	1
"477"	"4932411N23Rik"	"E"	"Smg1"	1
"478"	"4932411N23Rik"	"E"	"Smurf2"	1
"479"	"4932411N23Rik"	"E"	"Snhg4"	1
"480"	"4932411N23Rik"	"E"	"Snrnp48"	1
