symbol	gene_id	transcript_id	length
LAPTM5	ENSG00000162511	ENST00000294507	2177
FCN3	ENSG00000142748	ENST00000270879	1032
SPATA6	ENSG00000132122	ENST00000371847	5003
TMEM88B	ENSG00000205116	ENST00000378821	3217
TDRD5	ENSG00000162782	ENST00000444136	3745
PRDX1	ENSG00000117450	ENST00000262746	1234
PRDX1	ENSG00000117450	ENST00000676549	1082
PRDX1	ENSG00000117450	ENST00000319248	945
PRDX1	ENSG00000117450	ENST00000447184	1107
PRDX1	ENSG00000117450	ENST00000424390	1296
AJAP1	ENSG00000196581	ENST00000378190	2383
AJAP1	ENSG00000196581	ENST00000378191	12102
PHC2	ENSG00000134686	ENST00000373418	2550
OR10X1	ENSG00000279111	ENST00000623167	981
LCE3C	ENSG00000244057	ENST00000684028	431
LCE3C	ENSG00000244057	ENST00000333881	425
TMEM201	ENSG00000188807	ENST00000340381	3815
HAPLN2	ENSG00000132702	ENST00000255039	1650
SYT2	ENSG00000143858	ENST00000367267	7614
SYT2	ENSG00000143858	ENST00000367268	7635
FMO3	ENSG00000007933	ENST00000367755	2059
ST3GAL3	ENSG00000126091	ENST00000361400	2212
INKA2	ENSG00000197852	ENST00000357260	5951
LCE5A	ENSG00000186207	ENST00000334269	860
ZNF672	ENSG00000171161	ENST00000306562	3045
TOR1AIP1	ENSG00000143337	ENST00000606911	3807
RERE	ENSG00000142599	ENST00000337907	8026
RERE	ENSG00000142599	ENST00000400908	8009
OR2B11	ENSG00000177535	ENST00000641527	4545
OR2B11	ENSG00000177535	ENST00000641149	6349
GPN2	ENSG00000142751	ENST00000374135	4665
FAM167B	ENSG00000183615	ENST00000373582	947
SH2D1B	ENSG00000198574	ENST00000367929	2531
DDX20	ENSG00000064703	ENST00000679724	4658
DDX20	ENSG00000064703	ENST00000369702	3600
PEX19	ENSG00000162735	ENST00000368072	3653
KIF1B	ENSG00000054523	ENST00000676179	10855
KIF1B	ENSG00000054523	ENST00000377086	10669
PRAMEF1	ENSG00000116721	ENST00000332296	2160
ENSG00000285839	ENSG00000285839	ENST00000648686	1986
ZNF670-ZNF695	ENSG00000135747	ENST00000465049	1042
DVL1	ENSG00000107404	ENST00000378888	3305
TFAP2E	ENSG00000116819	ENST00000373235	2245
COL11A1	ENSG00000060718	ENST00000370096	7311
TAF5L	ENSG00000135801	ENST00000258281	3174
SLC9C2	ENSG00000162753	ENST00000367714	4410
NRAS	ENSG00000213281	ENST00000369535	4326
ATXN7L2	ENSG00000162650	ENST00000683729	2448
ANKRD34A	ENSG00000272031	ENST00000606888	3607
TOR3A	ENSG00000186283	ENST00000367627	2031
ATG4C	ENSG00000125703	ENST00000371120	2890
ATG4C	ENSG00000125703	ENST00000317868	2944
GUCA2A	ENSG00000197273	ENST00000357001	597
FCRL6	ENSG00000181036	ENST00000321935	1997
ICMT	ENSG00000116237	ENST00000343813	4795
RAB4A	ENSG00000168118	ENST00000366690	2987
AP4B1	ENSG00000134262	ENST00000713590	2743
AP4B1	ENSG00000134262	ENST00000369569	3173
AP4B1	ENSG00000134262	ENST00000256658	2742
AP4B1	ENSG00000134262	ENST00000369571	2730
OSCP1	ENSG00000116885	ENST00000235532	1455
PRUNE1	ENSG00000143363	ENST00000271620	3025
DDR2	ENSG00000162733	ENST00000446985	2998
DDR2	ENSG00000162733	ENST00000367922	10160
DDR2	ENSG00000162733	ENST00000367921	10086
TNNT2	ENSG00000118194	ENST00000367318	1135
TNNT2	ENSG00000118194	ENST00000660295	1302
TNNT2	ENSG00000118194	ENST00000509001	1330
BCL10	ENSG00000142867	ENST00000648566	2833
RAB29	ENSG00000117280	ENST00000367139	3308
RAB29	ENSG00000117280	ENST00000235932	1723
RAB29	ENSG00000117280	ENST00000414729	1157
C1QTNF12	ENSG00000184163	ENST00000330388	1036
NME7	ENSG00000143156	ENST00000367811	1472
PRAMEF12	ENSG00000116726	ENST00000357726	2889
FCRLB	ENSG00000162746	ENST00000367948	1996
ABCA4	ENSG00000198691	ENST00000370225	7328
S100A2	ENSG00000196754	ENST00000487430	752
S100A2	ENSG00000196754	ENST00000368709	457
S100A2	ENSG00000196754	ENST00000368710	453
S100A2	ENSG00000196754	ENST00000368708	977
C1orf53	ENSG00000203724	ENST00000367393	600
ZP4	ENSG00000116996	ENST00000366570	1928
ZP4	ENSG00000116996	ENST00000611898	2474
ADAMTSL4	ENSG00000143382	ENST00000369038	4167
ADAMTSL4	ENSG00000143382	ENST00000271643	4212
RHEX	ENSG00000263961	ENST00000582070	1145
RHEX	ENSG00000263961	ENST00000603488	727
RHEX	ENSG00000263961	ENST00000331555	1205
MYSM1	ENSG00000162601	ENST00000472487	7751
DNAJC8	ENSG00000126698	ENST00000263697	1763
PGM1	ENSG00000079739	ENST00000371084	2337
HES2	ENSG00000069812	ENST00000377834	4262
SELENON	ENSG00000162430	ENST00000374315	4212
ATP1B1	ENSG00000143153	ENST00000689522	4435
ATP1B1	ENSG00000143153	ENST00000690184	1330
ATP1B1	ENSG00000143153	ENST00000367816	2608
ATP1B1	ENSG00000143153	ENST00000367815	2216
CLCC1	ENSG00000121940	ENST00000675508	2008
CLCC1	ENSG00000121940	ENST00000675654	2494
CLCC1	ENSG00000121940	ENST00000690781	6981
CLCC1	ENSG00000121940	ENST00000693336	9466
CLCC1	ENSG00000121940	ENST00000686821	8539
CLCC1	ENSG00000121940	ENST00000685540	8419
CLCC1	ENSG00000121940	ENST00000693673	3343
CLCC1	ENSG00000121940	ENST00000690874	3295
CLCC1	ENSG00000121940	ENST00000675956	1896
CLCC1	ENSG00000121940	ENST00000692404	3182
CLCC1	ENSG00000121940	ENST00000688285	7045
CLCC1	ENSG00000121940	ENST00000686078	3135
CLCC1	ENSG00000121940	ENST00000692511	8384
CLCC1	ENSG00000121940	ENST00000674849	1937
CLCC1	ENSG00000121940	ENST00000369969	4994
CLCC1	ENSG00000121940	ENST00000688778	8377
CLCC1	ENSG00000121940	ENST00000690509	2332
CLCC1	ENSG00000121940	ENST00000691513	8525
CLCC1	ENSG00000121940	ENST00000689189	6905
CLCC1	ENSG00000121940	ENST00000690756	8546
CLCC1	ENSG00000121940	ENST00000691556	7129
CLCC1	ENSG00000121940	ENST00000685104	8576
CLCC1	ENSG00000121940	ENST00000686776	8545
CLCC1	ENSG00000121940	ENST00000687328	8590
CLCC1	ENSG00000121940	ENST00000687591	8359
CLCC1	ENSG00000121940	ENST00000689991	8556
CLCC1	ENSG00000121940	ENST00000356970	4803
CLCC1	ENSG00000121940	ENST00000685497	8536
CLCC1	ENSG00000121940	ENST00000693089	4613
CLCC1	ENSG00000121940	ENST00000689351	8357
CLCC1	ENSG00000121940	ENST00000687865	7066
CLCC1	ENSG00000121940	ENST00000687449	6896
CLCC1	ENSG00000121940	ENST00000685014	8394
ATAD3C	ENSG00000215915	ENST00000378785	3864
UAP1	ENSG00000117143	ENST00000367925	3559
IL20	ENSG00000162891	ENST00000367098	1284
IL20	ENSG00000162891	ENST00000367096	925
TNFSF18	ENSG00000120337	ENST00000404377	2744
SYCP1	ENSG00000198765	ENST00000618516	3109
SYCP1	ENSG00000198765	ENST00000369522	3462
SYCP1	ENSG00000198765	ENST00000369518	3452
ELAVL4	ENSG00000162374	ENST00000371824	3965
ITLN2	ENSG00000158764	ENST00000368029	1161
PNRC2	ENSG00000189266	ENST00000374468	814
PNRC2	ENSG00000189266	ENST00000647887	2428
PNRC2	ENSG00000189266	ENST00000334351	2400
NUF2	ENSG00000143228	ENST00000271452	1964
NUF2	ENSG00000143228	ENST00000367900	1842
MPC2	ENSG00000143158	ENST00000271373	2223
MPC2	ENSG00000143158	ENST00000367846	2177
PTGS2	ENSG00000073756	ENST00000680451	4709
PTGS2	ENSG00000073756	ENST00000367468	4510
HAO2	ENSG00000116882	ENST00000622548	1696
HAO2	ENSG00000116882	ENST00000325945	1472
OR2G3	ENSG00000177476	ENST00000320002	930
CFAP107	ENSG00000157330	ENST00000614859	3564
TRIM17	ENSG00000162931	ENST00000295033	1730
TRIM17	ENSG00000162931	ENST00000366698	2064
TRIM17	ENSG00000162931	ENST00000366697	2652
TNNI3K	ENSG00000116783	ENST00000326637	3019
KLHL12	ENSG00000117153	ENST00000367261	3311
GBP4	ENSG00000162654	ENST00000355754	6141
CD58	ENSG00000116815	ENST00000457047	1328
TRIM11	ENSG00000154370	ENST00000284551	2710
MFSD4A	ENSG00000174514	ENST00000367147	4058
GPR89B	ENSG00000188092	ENST00000314163	2160
OPTC	ENSG00000188770	ENST00000367222	1434
ENSG00000289697	ENSG00000289697	ENST00000696032	6661
LRRC8B	ENSG00000197147	ENST00000640258	8034
LRRC8B	ENSG00000197147	ENST00000330947	7664
AHCYL1	ENSG00000168710	ENST00000369799	3943
OAZ3	ENSG00000143450	ENST00000400999	890
AMPD2	ENSG00000116337	ENST00000528667	4081
AMPD2	ENSG00000116337	ENST00000256578	3899
CEP350	ENSG00000135837	ENST00000367607	13414
PHTF1	ENSG00000116793	ENST00000369604	3657
PHTF1	ENSG00000116793	ENST00000393357	3244
HNRNPCL4	ENSG00000179412	ENST00000323770	1718
SPRR1B	ENSG00000169469	ENST00000307098	619
ZBTB7B	ENSG00000160685	ENST00000292176	2129
ZBTB7B	ENSG00000160685	ENST00000535420	3606
ZBTB7B	ENSG00000160685	ENST00000368426	3594
GJA5	ENSG00000265107	ENST00000621517	3183
GJA5	ENSG00000265107	ENST00000579774	3177
HMGCS2	ENSG00000134240	ENST00000369406	2433
PITHD1	ENSG00000057757	ENST00000246151	1590
MDM4	ENSG00000198625	ENST00000367182	10050
TCEANC2	ENSG00000116205	ENST00000234827	10429
KDM4A	ENSG00000066135	ENST00000372396	4486
PTPRC	ENSG00000081237	ENST00000442510	5357
ERO1B	ENSG00000086619	ENST00000354619	4994
LRRC52	ENSG00000162763	ENST00000294818	1372
DNALI1	ENSG00000163879	ENST00000652629	2628
SUCO	ENSG00000094975	ENST00000263688	5625
B3GALT6	ENSG00000176022	ENST00000379198	2805
TSSK3	ENSG00000162526	ENST00000373534	1026
RGS2	ENSG00000116741	ENST00000235382	1348
SMG7	ENSG00000116698	ENST00000688051	5946
HMGN2	ENSG00000198830	ENST00000361427	1940
NTMT2	ENSG00000203740	ENST00000439373	2110
RHD	ENSG00000187010	ENST00000328664	2814
KCTD3	ENSG00000136636	ENST00000259154	4019
PMF1	ENSG00000160783	ENST00000368277	1068
IL12RB2	ENSG00000081985	ENST00000674203	5443
IL12RB2	ENSG00000081985	ENST00000262345	4040
IL12RB2	ENSG00000081985	ENST00000648487	3773
CAPN8	ENSG00000203697	ENST00000366872	2387
ARPC5	ENSG00000162704	ENST00000359856	7266
CFHR5	ENSG00000134389	ENST00000256785	2814
RNF187	ENSG00000168159	ENST00000305943	3118
OR14K1	ENSG00000153230	ENST00000283225	945
GBA1	ENSG00000177628	ENST00000368373	2291
GBA1	ENSG00000177628	ENST00000327247	2387
SYF2	ENSG00000117614	ENST00000236273	1757
ACTL8	ENSG00000117148	ENST00000375406	1841
ACTL8	ENSG00000117148	ENST00000617065	1670
MASP2	ENSG00000009724	ENST00000400897	2455
UTP25	ENSG00000117597	ENST00000491415	8481
NBPF26	ENSG00000273136	ENST00000620612	6891
AKR1A1	ENSG00000117448	ENST00000621846	1360
AKR1A1	ENSG00000117448	ENST00000372070	1818
AKR1A1	ENSG00000117448	ENST00000351829	1407
GSTM5	ENSG00000134201	ENST00000256593	1561
DIO1	ENSG00000211452	ENST00000361921	1861
PARS2	ENSG00000162396	ENST00000371279	2356
BEST4	ENSG00000142959	ENST00000372207	2512
FLG2	ENSG00000143520	ENST00000388718	9124
FAM131C	ENSG00000185519	ENST00000375662	1720
GBP6	ENSG00000183347	ENST00000370456	4685
PROX1	ENSG00000117707	ENST00000435016	3075
PROX1	ENSG00000117707	ENST00000366958	8468
MTF2	ENSG00000143033	ENST00000370298	4075
EFHD2	ENSG00000142634	ENST00000375980	2422
UBL4B	ENSG00000186150	ENST00000334179	1505
TNFRSF14	ENSG00000157873	ENST00000355716	1702
ERRFI1	ENSG00000116285	ENST00000377482	3097
H6PD	ENSG00000049239	ENST00000377403	9147
TAFA3	ENSG00000184599	ENST00000361886	1451
KIAA1614	ENSG00000135835	ENST00000367588	9946
OR2L13	ENSG00000196071	ENST00000358120	2002
OR2L13	ENSG00000196071	ENST00000641714	1948
OR2L13	ENSG00000196071	ENST00000641893	1817
JUN	ENSG00000177606	ENST00000371222	3257
HFM1	ENSG00000162669	ENST00000370425	4899
TSHB	ENSG00000134200	ENST00000256592	528
INAVA	ENSG00000163362	ENST00000413687	4132
CDKN2C	ENSG00000123080	ENST00000371761	995
CDKN2C	ENSG00000123080	ENST00000396148	2076
CDKN2C	ENSG00000123080	ENST00000262662	2904
NSUN4	ENSG00000117481	ENST00000474844	4347
CYP4Z1	ENSG00000186160	ENST00000334194	2162
BMP8B	ENSG00000116985	ENST00000372827	4826
DUSP10	ENSG00000143507	ENST00000366899	2589
DCAF8	ENSG00000132716	ENST00000368073	4106
DCAF8	ENSG00000132716	ENST00000326837	3972
DCAF8	ENSG00000132716	ENST00000368074	3867
OVGP1	ENSG00000085465	ENST00000369732	2196
CYP4A22	ENSG00000162365	ENST00000371891	2535
ACTA1	ENSG00000143632	ENST00000366684	1491
P3H1	ENSG00000117385	ENST00000296388	2591
SRSF11	ENSG00000116754	ENST00000370950	3784
SRSF11	ENSG00000116754	ENST00000370949	3959
SGIP1	ENSG00000118473	ENST00000682707	8108
SGIP1	ENSG00000118473	ENST00000684178	8231
FMO1	ENSG00000010932	ENST00000617670	2152
