	source	target	weight	p_value
43	Androgen	SGK1	12.816842	2.0550632e-18
44	Androgen	STK39	6.9341245	2.0842888e-18
45	Androgen	PMEPA1	10.998912	2.1276132e-18
46	Androgen	MALT1	6.669782	2.3631977e-18
47	Androgen	CDK8	-4.2908683	2.5141321e-18
48	Androgen	CROT	4.358307	2.7247762e-18
49	Androgen	PGC	4.7496333	4.111454e-18
50	Androgen	STEAP4	9.19434	6.5170392e-18
51	Androgen	NSMAF	3.2845445	6.959565e-18
52	Androgen	GPR63	-3.2275932	1.3055475e-17
53	Androgen	TLL1	-2.463918	1.5940659e-17
54	Androgen	MAF	5.8638716	1.8056603e-17
55	Androgen	DHCR24	6.8430085	2.6801969e-17
56	Androgen	FRK	4.7002487	2.993022e-17
57	Androgen	CENPN	8.491016	3.502872e-17
58	Androgen	SORD	5.777566	3.587296e-17
59	Androgen	IQGAP2	5.1244836	5.286369e-17
60	Androgen	MPHOSPH9	5.106199	5.472691e-17
61	Androgen	HOXC13	-3.634256	8.3011055e-17
62	Androgen	CHRNA2	3.3317015	8.7228975e-17
63	Androgen	CTBP1	-2.8921719	9.908482e-17
64	Androgen	KLF15	2.832534	1.1234677e-16
65	Androgen	ACSL3	8.258214	1.1906092e-16
66	Androgen	TPD52	4.5457115	3.18136e-16
67	Androgen	SPDEF	3.7509513	3.4528427e-16
68	Androgen	FZD5	4.6866198	3.9533484e-16
69	Androgen	GRIK1	-1.6465135	6.5751377e-16
70	Androgen	CSGALNACT1	6.8460345	6.872221e-16
71	Androgen	DNASE2B	3.0113287	6.8904415e-16
72	Androgen	PHF8	1.8696449	1.2008573e-15
73	Androgen	ARHGEF26	5.31108	1.5748758e-15
74	Androgen	UAP1	7.6223593	1.8448894e-15
75	Androgen	ECI2	4.268102	2.0814583e-15
76	Androgen	ADPRM	4.1334887	2.4499952e-15
77	Androgen	GRHL2	4.295725	3.2368742e-15
78	Androgen	ENDOD1	6.5161524	3.3774988e-15
79	Androgen	NCAPD3	8.440902	7.147745e-15
80	Androgen	AZGP1	5.8183503	8.182884e-15
81	Androgen	ACP3	-3.014728	9.002913e-15
82	Androgen	TSPAN3	-3.0469482	1.1254765e-14
83	Androgen	IGF1	2.6801176	1.2751416e-14
84	Androgen	PDE9A	2.9002094	1.5912171e-14
85	Androgen	SYTL2	-5.3895364	1.7075361e-14
86	Androgen	PPP2CB	2.352618	2.7706334e-14
87	Androgen	MYNN	-2.9188044	2.8020414e-14
88	Androgen	RAB3B	4.3931	3.3149864e-14
89	Androgen	SEC14L2	4.3885274	3.44313e-14
90	Androgen	PSMD8	3.6573284	3.631305e-14
91	Androgen	UBE2J1	3.760021	3.795808e-14
92	Androgen	FUT8	-4.4059534	7.248718e-14
93	Androgen	PAK1IP1	7.6919317	9.4615965e-14
94	Androgen	MANEA	-4.0041466	1.1670115e-13
95	Androgen	GCG	-2.171336	1.2516297e-13
96	Androgen	SELENOP	6.3367805	1.2801464e-13
97	Androgen	TRPM8	3.8354187	1.4750217e-13
98	Androgen	SCAP	2.929211	1.5947097e-13
99	Androgen	MCCC2	2.8080049	2.008381e-13
100	Androgen	NNMT	6.090327	2.1658196e-13
101	Androgen	GREB1	5.5649567	2.4603277e-13
102	Androgen	ABHD2	5.2295184	2.7121122e-13
103	Androgen	PNLIP	2.4413633	3.39165e-13
104	Androgen	MAPK6	3.246535	3.751989e-13
105	Androgen	TNFAIP8	6.830594	4.6382716e-13
106	Androgen	TMEM38B	-4.1328363	6.1110817e-13
107	Androgen	KALRN	-1.1891885	6.4616194e-13
108	Androgen	MPZL1	2.503404	7.3986775e-13
109	Androgen	ZBTB10	4.66306	1.0825429e-12
110	Androgen	COLEC12	-3.875356	1.1393267e-12
111	Androgen	DENND1B	-3.51973	1.3468853e-12
112	Androgen	TRIM45	-2.4815292	1.4771178e-12
113	Androgen	RAB27A	4.1886587	1.6075943e-12
114	Androgen	GRB10	-4.8907585	1.6273016e-12
115	Androgen	AKAP5	2.3686802	1.7517208e-12
116	Androgen	SNRK	-2.2858937	2.5925308e-12
117	Androgen	KLK15	1.2827646	2.680513e-12
118	Androgen	SAYSD1	-1.6102953	2.9157178e-12
119	Androgen	TRIM36	3.3379312	3.1026e-12
120	Androgen	ORC5	3.2846985	3.6124194e-12
121	Androgen	PLA2G5	1.6027378	3.7274524e-12
122	Androgen	CHKA	3.7443159	3.7302735e-12
123	Androgen	ABCC1	3.4497247	6.5604328e-12
124	Androgen	PPP1CB	3.3583555	7.7994364e-12
125	Androgen	BARD1	-4.809691	8.868711e-12
126	Androgen	HEBP2	2.8169453	9.404728e-12
127	Androgen	OLA1	2.337639	1.0033243e-11
128	Androgen	TENM1	2.3795295	1.1422282e-11
129	Androgen	GALNT10	-2.9719958	1.3077163e-11
130	Androgen	CREBZF	-1.8409792	1.71054e-11
131	Androgen	INPP4B	4.804519	1.7349115e-11
132	Androgen	MAN1A1	-6.214564	1.8846348e-11
133	Androgen	RARB	2.7037332	2.4173117e-11
134	Androgen	SLC43A1	4.035577	2.6367596e-11
135	Androgen	PPFIBP2	2.9443617	2.8668562e-11
136	Androgen	ST6GALNAC5	-2.3987193	3.083813e-11
137	Androgen	PCTP	3.4109511	3.1463727e-11
138	Androgen	PITX1	-2.6804025	3.208198e-11
139	Androgen	IRS2	6.853663	3.6871374e-11
140	Androgen	MYRIP	-3.0154507	4.1478765e-11
141	Androgen	FECH	2.5699794	5.094838e-11
142	Androgen	SOCS2	4.6614933	6.48113e-11
143	Androgen	MYCBP2	2.5376332	6.530272e-11
144	Androgen	SLC35F2	4.5373507	6.7532584e-11
145	Androgen	MAPRE2	-1.9248115	6.9242265e-11
146	Androgen	TULP4	-3.1907995	8.634125e-11
147	Androgen	ATP1A1	2.7792637	8.6498635e-11
148	Androgen	SEC24D	2.9580724	8.9442655e-11
149	Androgen	PTPN21	2.0626051	8.9873824e-11
150	Androgen	KCND2	2.7690914	9.170716e-11
151	Androgen	TRPS1	-3.761351	9.529266e-11
152	Androgen	FICD	3.2175245	1.2187633e-10
153	Androgen	ZNF613	1.7407224	1.4234458e-10
154	Androgen	PFKFB2	1.8919566	1.4733752e-10
155	Androgen	TIPARP	8.332359	1.5252635e-10
156	Androgen	EFCAB11	-1.6872497	1.7071033e-10
157	Androgen	CNGB3	1.0782435	1.838497e-10
158	Androgen	ZBTB43	-3.1467733	2.3633132e-10
159	Androgen	SLC16A6	6.4719386	2.4294972e-10
160	Androgen	ATMIN	2.7445757	2.5532715e-10
161	Androgen	SPRYD7	2.2790816	2.5944535e-10
162	Androgen	NEDD4L	3.6475406	2.7839986e-10
163	Androgen	INSL5	-1.3848815	3.4251046e-10
164	Androgen	DBI	5.254296	3.5247716e-10
165	Androgen	MAP9	3.2198632	4.2383358e-10
166	Androgen	DNAJB9	4.901283	4.6276447e-10
167	Androgen	LIN7B	2.016175	4.719361e-10
168	Androgen	MID1	-3.303559	4.8641585e-10
169	Androgen	PRKCH	3.085523	5.6254756e-10
170	Androgen	LONRF1	2.3126962	6.20524e-10
171	Androgen	NT5DC3	3.0050728	7.390523e-10
172	Androgen	INTS8	-2.7727072	7.424426e-10
173	Androgen	DIO1	-3.058123	7.5888856e-10
174	Androgen	WNT7B	2.7215416	8.4774027e-10
175	Androgen	FAM110B	2.6925762	8.5396246e-10
176	Androgen	TUT7	2.484553	8.886159e-10
177	Androgen	HPGD	7.5389743	9.359649e-10
178	Androgen	AMIGO2	-8.630805	9.777932e-10
179	Androgen	CPEB3	2.4057221	1.0841048e-09
180	Androgen	TAPT1	-1.4202766	1.2588457e-09
181	Androgen	CARTPT	1.1844867	1.2622534e-09
182	Androgen	TGM3	-1.8027165	1.2895552e-09
183	Androgen	ZBBX	-1.6741104	1.3066126e-09
184	Androgen	EFHC2	-1.706121	1.312819e-09
185	Androgen	TEX2	3.2995381	1.4702797e-09
186	Androgen	MTOR	1.5902666	1.5400148e-09
187	Androgen	ACSM1	1.1669407	1.5453404e-09
188	Androgen	ABCG2	-4.016547	1.7880051e-09
189	Androgen	DCAF6	2.6639667	1.9780284e-09
190	Androgen	APOF	-1.3079275	2.150787e-09
191	Androgen	SPTLC3	-2.8092163	2.2213968e-09
192	Androgen	BBX	2.9698348	2.436339e-09
193	Androgen	LCP1	3.6925628	3.970173e-09
194	Androgen	SLC19A2	5.2802634	4.4019965e-09
195	Androgen	DEGS1	5.0940986	4.613992e-09
196	Androgen	LTN1	-2.45146	4.9419433e-09
197	Androgen	STK17B	3.6938622	7.36007e-09
198	Androgen	SEC24B	2.814524	8.738069e-09
199	Androgen	ACACA	2.2956004	1.1081368e-08
200	Androgen	SSR1	2.219516	1.1204699e-08
201	Androgen	PARVA	2.0519125	1.1221109e-08
202	Androgen	GNAI1	3.3350632	1.1395099e-08
203	Androgen	PNMA1	3.4647794	1.4531598e-08
204	Androgen	GCFC2	3.1099865	1.5460763e-08
205	Androgen	GUCY1A1	2.6846805	1.6318975e-08
206	Androgen	SLC12A6	-2.6936479	1.8201687e-08
207	Androgen	CNGA1	-1.6209354	1.9130649e-08
208	Androgen	BMERB1	-2.089859	2.0222593e-08
209	Androgen	ARHGAP6	1.7856895	2.0249013e-08
210	Androgen	APPBP2	2.9838881	2.1144322e-08
211	Androgen	MYLK	-3.093419	2.135815e-08
212	Androgen	FZD3	-2.983795	2.1647658e-08
213	Androgen	MICU1	-2.341111	2.5932458e-08
214	Androgen	TNFRSF10B	2.904762	2.6082963e-08
215	Androgen	BCAP29	2.1245904	2.967161e-08
216	Androgen	SERP1	2.079451	3.5322433e-08
217	Androgen	SERPINI1	-3.4972742	4.1709832e-08
218	Androgen	EHF	3.1774063	4.1985704e-08
219	Androgen	ZNF350	1.9330655	4.2536815e-08
220	Androgen	LUZP2	-1.7283345	4.421802e-08
221	Androgen	HOXB13	-2.196143	4.4316756e-08
222	Androgen	CNKSR2	1.8155291	4.911298e-08
223	Androgen	CHPT1	2.7074742	5.4853874e-08
224	Androgen	CYTH1	2.0523565	5.6930464e-08
225	Androgen	ADGRV1	-1.0444449	5.700302e-08
226	Androgen	BCHE	-3.774738	5.7177584e-08
227	Androgen	PTBP2	-2.0173743	5.7582586e-08
228	Androgen	MTMR2	2.1364675	5.9054162e-08
229	Androgen	HSD17B11	3.3898127	6.313472e-08
230	Androgen	SPOCK1	4.066598	6.449882e-08
231	Androgen	PRR15L	3.8148997	6.6542846e-08
232	Androgen	GMPPA	1.8142358	7.143957e-08
233	Androgen	ANKH	2.8727763	7.882765e-08
234	Androgen	WDR44	1.6593353	7.90563e-08
235	Androgen	RALB	-2.7136056	8.082484e-08
236	Androgen	DGKH	-1.9898661	8.394152e-08
237	Androgen	MAP7D1	2.5372524	8.64868e-08
238	Androgen	ERP44	1.2806253	8.890374e-08
239	Androgen	RNF43	-2.7115324	9.612986e-08
240	Androgen	CCDC93	-1.70367	1.067536e-07
241	Androgen	RBFOX2	-1.413645	1.13280734e-07
242	Androgen	KDELR2	2.306635	1.1726793e-07
243	Androgen	LYVE1	5.5120015	1.2333521e-07
244	Androgen	ADAM22	-1.0260388	1.2654148e-07
245	Androgen	PKP4	-2.0471506	1.424196e-07
246	Androgen	KLF5	5.1602354	1.5065388e-07
247	Androgen	ERN1	2.629805	1.5636361e-07
248	Androgen	LPCAT4	-1.818006	1.5714832e-07
249	Androgen	NDRG1	10.621981	1.778766e-07
250	Androgen	ATP11B	1.8264208	1.9167727e-07
251	Androgen	CREB3L2	2.1923342	1.9841214e-07
252	Androgen	HERPUD1	3.3513677	2.0130881e-07
253	Androgen	NAT1	4.3676615	2.135004e-07
254	Androgen	SRP19	2.678465	2.1729795e-07
255	Androgen	PLPPR1	-1.4643493	2.196248e-07
256	Androgen	SYNJ1	2.0766	2.269037e-07
257	Androgen	GHR	4.7767825	2.2691056e-07
258	Androgen	HIPK2	2.872293	2.3374166e-07
259	Androgen	TAOK3	2.0829341	2.499114e-07
260	Androgen	NOVA1	-1.2730491	2.739655e-07
261	Androgen	BMPR1A	2.3661907	2.8370368e-07
262	Androgen	DDX42	-1.7999277	2.9817744e-07
263	Androgen	ABCG1	-2.792402	3.1000795e-07
264	Androgen	PRKCA	2.0500371	3.2872381e-07
265	Androgen	ZFHX3	1.5932019	3.3147597e-07
266	Androgen	NPC1	2.1684098	3.336497e-07
267	Androgen	PRDX6	2.2240067	3.5570844e-07
268	Androgen	GPER1	-2.0719187	3.7007513e-07
269	Androgen	IL1R1	3.3964343	3.7064092e-07
270	Androgen	PDSS2	-0.97803086	4.2396914e-07
271	Androgen	EPB41L4B	1.3465683	4.3185446e-07
272	Androgen	GORASP2	1.9264821	4.3530716e-07
273	Androgen	GASK1B	-5.3010287	4.3969845e-07
274	Androgen	MYH10	-2.5981317	4.577706e-07
275	Androgen	PLPP2	-2.1713345	5.7278476e-07
276	Androgen	SLC20A2	-2.318736	5.7391344e-07
277	Androgen	COBL	-2.2870455	5.923891e-07
278	Androgen	PAK1	-1.9354379	6.9384674e-07
279	Androgen	TMEM47	3.590323	7.169061e-07
280	Androgen	CDC42EP3	4.797844	7.172722e-07
281	Androgen	ERGIC2	1.8432499	7.357091e-07
282	Androgen	NDUFV1	-1.2954984	7.38466e-07
283	Androgen	RNFT2	-1.8674252	7.441669e-07
284	Androgen	TSPAN5	-2.3840487	7.513396e-07
285	Androgen	SEMA6A	-2.6114736	7.5258464e-07
286	Androgen	SC5D	2.3750763	7.950218e-07
287	Androgen	CAMK1D	-1.8526742	8.027234e-07
288	Androgen	SLC44A1	-2.283236	8.245199e-07
289	Androgen	SAP30	1.9199684	8.651703e-07
290	Androgen	REPS2	2.4455855	8.767108e-07
291	Androgen	RREB1	0.9101651	8.834798e-07
292	Androgen	LRCH1	1.9541787	9.156526e-07
293	Androgen	THRB	2.0465398	9.1579847e-07
294	Androgen	STK3	-1.7472544	9.755004e-07
295	Androgen	PTPRR	-3.497998	9.9705e-07
296	Androgen	SMPD2	2.0089614	1.0083951e-06
297	Androgen	UQCC1	-1.3936336	1.0446875e-06
298	Androgen	CLGN	3.6295445	1.0942923e-06
299	Androgen	PGM3	2.424128	1.1173753e-06
300	Androgen	ACAD8	3.0277185	1.1668319e-06
301	Androgen	NKX3-2	1.7640364	1.2201152e-06
302	Androgen	SASH1	3.6682029	1.222239e-06
303	Androgen	IFT57	1.9470038	1.2288855e-06
304	Androgen	PKNOX2	-1.3258104	1.2918659e-06
305	Androgen	ABCA12	-3.3448958	1.2956099e-06
306	Androgen	KCTD3	2.7547095	1.313325e-06
307	Androgen	MANBA	-3.1423285	1.3139377e-06
308	Androgen	PTRH2	2.5817456	1.4021582e-06
309	Androgen	PPFIBP1	1.7948039	1.489196e-06
310	Androgen	SLCO2A1	5.0161095	1.513298e-06
311	Androgen	MYT1	-0.8525773	1.5322574e-06
312	Androgen	CYP11A1	1.3625941	1.6588189e-06
313	Androgen	COL5A2	-3.2604806	1.6969802e-06
314	Androgen	SLC5A1	-1.1172699	1.7178622e-06
315	Androgen	SH3D21	1.6012014	1.8361834e-06
316	Androgen	SH3BGRL	2.9809952	1.9134502e-06
317	Androgen	PATZ1	-1.3223495	1.9303143e-06
318	Androgen	CMC2	3.9173088	1.9510326e-06
319	Androgen	NFKBIA	5.741803	2.0414632e-06
320	Androgen	GLRX2	3.392302	2.0569107e-06
321	Androgen	RLN1	1.5634017	2.1744054e-06
322	Androgen	TMEM39A	1.5647758	2.2050667e-06
323	Androgen	MCTP1	-2.8360457	2.2978581e-06
324	Androgen	VCL	2.2936122	2.3422708e-06
325	Androgen	RNF2	1.2664723	2.4010294e-06
326	Androgen	ELOVL2	3.2576632	2.4079318e-06
327	Androgen	MACIR	-3.2453775	2.4082624e-06
328	Androgen	GARNL3	-0.8882748	2.4162662e-06
329	Androgen	ATXN2	1.701483	2.4245564e-06
330	Androgen	UBE2E1	1.6745703	2.485876e-06
331	Androgen	ALDH1A3	4.4311433	2.510056e-06
332	Androgen	UBE2D1	1.9050342	2.5570105e-06
333	Androgen	CNTNAP2	1.2636182	2.6590274e-06
334	Androgen	RNF34	-1.678681	2.7034266e-06
335	Androgen	HSPA1L	-1.2612516	2.9231162e-06
336	Androgen	SPATA2	1.5131812	3.085577e-06
337	Androgen	OSR2	-4.5682793	3.0888586e-06
338	Androgen	FADS2	2.0687218	3.1029515e-06
339	Androgen	NFIB	2.3009455	3.1570648e-06
340	Androgen	HTATSF1	-1.7934942	3.2427145e-06
341	Androgen	ABCA1	-2.1765978	3.2540086e-06
342	Androgen	LAT2	1.3139793	3.4584455e-06
343	Androgen	GOLGA5	2.096354	3.4653149e-06
344	Androgen	CRISP3	2.1994812	3.573466e-06
345	Androgen	MTREX	-1.6185575	3.882675e-06
346	Androgen	ADRA2A	2.148151	3.897042e-06
347	Androgen	FRYL	1.945577	3.9868087e-06
348	Androgen	EDEM3	3.2136908	4.2276497e-06
349	Androgen	POU2F3	-1.2046397	4.324706e-06
350	Androgen	ST3GAL1	-3.0719652	4.418713e-06
351	Androgen	RADX	-1.2951341	4.4750377e-06
352	Androgen	RAP1B	-2.166532	4.4891854e-06
353	Androgen	SSR3	2.7378488	4.570441e-06
354	Androgen	LAMC1	2.4704509	4.931628e-06
355	Androgen	GBF1	1.5391362	5.0540075e-06
356	Androgen	STYK1	2.1628985	5.0658455e-06
357	Androgen	DMRT1	-1.2150981	5.1988677e-06
358	Androgen	ARHGAP1	1.1107888	5.243989e-06
359	Androgen	SLC25A37	2.2795348	5.4010916e-06
360	Androgen	COQ7	-1.3524213	5.4866427e-06
361	Androgen	USO1	1.9186249	5.5401047e-06
362	Androgen	OSBP	1.1720234	5.800311e-06
363	Androgen	DSC1	1.819176	6.0938937e-06
364	Androgen	PRPF6	-1.6368879	6.251013e-06
365	Androgen	EXTL2	2.6385858	6.410147e-06
366	Androgen	KIF5B	-2.0280046	6.5365844e-06
367	Androgen	FKBP11	2.0097015	6.7547653e-06
368	Androgen	SPCS3	2.3742542	6.7863357e-06
369	Androgen	PIK3R3	-2.7986174	6.8021354e-06
370	Androgen	AFG3L2	-1.294939	7.4823465e-06
371	Androgen	PIK3C2A	1.7735885	7.636836e-06
372	Androgen	MECOM	-1.0776079	7.644363e-06
373	Androgen	NANS	1.7482604	7.685148e-06
374	Androgen	GLE1	-1.0550445	7.721462e-06
375	Androgen	DYM	1.3976364	8.059272e-06
376	Androgen	OSGEP	-1.284703	8.151831e-06
377	Androgen	SART3	-1.3701739	8.164033e-06
378	Androgen	ZNF532	2.2692134	8.544249e-06
379	Androgen	RNF14	1.8407134	9.0618405e-06
380	Androgen	WDR41	1.2957268	9.285469e-06
381	Androgen	ANP32E	-2.9700556	9.346049e-06
382	Androgen	ABI3BP	2.8220062	9.355036e-06
383	Androgen	DNAAF11	-1.3437947	9.358642e-06
384	Androgen	KLHL36	1.3534133	9.4048755e-06
385	Androgen	CAND1	-1.1862606	9.5325395e-06
386	Androgen	MEAF6	1.5292594	9.5575615e-06
387	Androgen	SCYL3	-2.2339249	9.687641e-06
388	Androgen	CAB39L	1.8207515	1.0032618e-05
389	Androgen	DLG2	1.222397	1.0352921e-05
390	Androgen	HUS1	1.2915702	1.0510341e-05
391	Androgen	KLHL29	1.0116307	1.0637099e-05
392	Androgen	LGALS8	-1.9144018	1.0696032e-05
393	Androgen	ENC1	-4.185109	1.0754661e-05
394	Androgen	SWAP70	-1.8317858	1.0763026e-05
395	Androgen	POLR1F	2.0483603	1.0810724e-05
396	Androgen	WLS	-2.9595833	1.1010669e-05
397	Androgen	DERL1	1.2935003	1.1206922e-05
398	Androgen	RNF41	1.670792	1.1336843e-05
399	Androgen	ANGPT2	2.111561	1.1715338e-05
400	Androgen	ZNF652	2.9051573	1.17298705e-05
401	Androgen	ATP2B1	-3.8598268	1.1868829e-05
402	Androgen	ZNF589	1.2668198	1.2266825e-05
403	Androgen	SEC24A	2.5085788	1.2527475e-05
404	Androgen	TRIM33	1.5891473	1.2943228e-05
405	Androgen	MAOA	3.4302032	1.2999821e-05
406	Androgen	NEK1	-1.5357494	1.3020285e-05
407	Androgen	NSDHL	2.1706777	1.4226448e-05
408	Androgen	HNRNPH1	-1.5652968	1.4518766e-05
409	Androgen	REEP1	-2.6417553	1.4552857e-05
410	Androgen	MOGAT2	0.8718032	1.45887125e-05
411	Androgen	SSR2	1.6862595	1.4657548e-05
412	Androgen	ADPGK	1.3211408	1.4671585e-05
413	Androgen	PELI2	-1.7268678	1.4677611e-05
414	Androgen	COQ6	-1.2920396	1.4754598e-05
415	Androgen	CD2AP	1.6193471	1.5258717e-05
416	Androgen	CAP2	2.1207063	1.5279766e-05
417	Androgen	PDS5B	1.2527244	1.5471194e-05
418	Androgen	ADGRB2	-1.3678726	1.5777681e-05
419	Androgen	EXTL3	-1.1296986	1.5849193e-05
420	Androgen	LASP1	-2.185298	1.650299e-05
421	Androgen	MICAL2	2.4040658	1.6582444e-05
422	Androgen	OSBPL8	2.0479062	1.6763111e-05
423	Androgen	FLOT2	-1.5301536	1.7030503e-05
424	Androgen	TBC1D4	3.0870721	1.7451095e-05
425	Androgen	ITGAV	2.942991	1.7618073e-05
426	Androgen	NCBP2	-1.4286747	1.7624092e-05
427	Androgen	CSNK1G3	1.467933	1.838193e-05
428	Androgen	FBXW2	1.1680337	1.840453e-05
429	Androgen	DNAJC10	1.9629048	1.8661764e-05
430	Androgen	ATP8A1	-1.6713903	1.8794482e-05
431	Androgen	RGS10	-1.6670709	1.8934305e-05
432	Androgen	FFAR2	-2.3756468	1.9178464e-05
433	Androgen	HFE	-1.0403962	1.9230938e-05
434	Androgen	TBC1D8	3.7620187	1.9718527e-05
435	Androgen	BBS4	1.8932494	2.002009e-05
436	Androgen	ZBTB1	1.9529985	2.1331794e-05
437	Androgen	ABITRAM	1.558156	2.16901e-05
438	Androgen	LIMCH1	2.606168	2.2178832e-05
439	Androgen	EVC	-0.9194009	2.2723902e-05
440	Androgen	REXO2	-1.7913564	2.2788556e-05
441	Androgen	PLA2G2A	-2.630342	2.326463e-05
442	Androgen	TMEM131L	-2.0129933	2.5488778e-05
443	Androgen	CALU	2.2689023	2.5911271e-05
444	Androgen	WWP1	2.3533766	2.6095453e-05
445	Androgen	TXLNGY	1.053989	2.6221296e-05
446	Androgen	TDP1	-1.5596429	2.6728732e-05
447	Androgen	COPB1	1.3725905	2.9645757e-05
448	Androgen	MCPH1	1.0215952	2.991529e-05
449	Androgen	IL20RA	1.2555939	3.0263374e-05
450	Androgen	M6PR	-1.9436189	3.0644213e-05
451	Androgen	PCNX2	1.0671029	3.148146e-05
452	Androgen	ZFYVE16	1.6842297	3.190241e-05
453	Androgen	BAMBI	-5.310862	3.202169e-05
454	Androgen	PIGH	1.5960752	3.2153308e-05
455	Androgen	FDFT1	2.5299194	3.2245414e-05
456	Androgen	TMEM106C	-2.0675967	3.3779943e-05
457	Androgen	KCNS3	-2.808475	3.441148e-05
458	Androgen	KMT5A	1.8094118	3.481444e-05
459	Androgen	KCNJ3	-1.1802434	3.655293e-05
460	Androgen	C1orf115	-1.5373198	3.6634618e-05
461	Androgen	SRGAP3	-1.0282762	3.6915808e-05
462	Androgen	FAM107A	0.9650378	3.7244423e-05
463	Androgen	HERC1	-1.2759697	3.7757247e-05
464	Androgen	TRIM24	1.0804913	3.8174643e-05
465	Androgen	RGS17	-2.460739	3.9852617e-05
466	Androgen	THUMPD1	1.8355827	4.1049767e-05
467	Androgen	MARCHF5	1.5887327	4.1422285e-05
468	Androgen	RAP2B	-1.9442843	4.2509713e-05
469	Androgen	BAZ1B	-0.9792907	4.2617958e-05
470	Androgen	CTC1	-0.9971457	4.299812e-05
471	Androgen	CCNK	1.3733832	4.3316748e-05
472	Androgen	TEK	0.97800297	4.4126675e-05
473	Androgen	DPP4	2.0141373	4.4208835e-05
474	Androgen	FASN	1.8743562	4.551333e-05
475	Androgen	MAGI1	-0.8451748	4.6733323e-05
476	Androgen	HDAC1	-1.8162618	4.7193418e-05
477	Androgen	NET1	-3.0258284	4.8014277e-05
478	Androgen	TMEM132A	-1.1977042	5.0339684e-05
479	Androgen	ACADL	0.8750789	5.173539e-05
480	Androgen	DEPTOR	-2.706065	5.1799343e-05
481	Androgen	TSPAN15	-1.889441	5.1802905e-05
482	Androgen	HMGCR	3.8436224	5.2624513e-05
483	Androgen	KDM5A	-1.514546	5.3057607e-05
484	Androgen	ATP6V1H	-1.086034	5.4123422e-05
485	Androgen	DCTN1	-1.2739602	5.4210854e-05
486	Androgen	TSPAN9	-0.9318323	5.6590634e-05
487	Androgen	SPINT2	-1.5735809	5.6650053e-05
488	Androgen	CDC42BPA	1.0983768	5.7526428e-05
489	Androgen	TG	1.0074775	5.8394486e-05
490	Androgen	NTAQ1	2.021957	5.949784e-05
491	Androgen	TNFRSF21	-4.0996118	6.062201e-05
492	Androgen	NAB1	-1.7757307	6.154405e-05
493	Androgen	CRYM	1.5167749	6.288465e-05
494	Androgen	EHMT2	-1.0218639	6.302847e-05
495	Androgen	TMED10	1.5726068	6.4468324e-05
496	Androgen	NONO	-1.4126083	7.023208e-05
497	Androgen	HNRNPM	-1.2671179	7.09447e-05
498	Androgen	R3HCC1L	-1.2434331	7.1169634e-05
499	Androgen	SSX2IP	1.7380137	7.174975e-05
500	Androgen	TLE1	-1.779896	7.299252e-05
501	Androgen	CEBPD	3.5005994	7.3514515e-05
502	Androgen	EPS8	-2.6057813	7.461022e-05
503	Androgen	THRAP3	1.3305843	7.513479e-05
504	Androgen	MAP3K6	1.0805204	7.565843e-05
