Target_genes	Patz1|Average	SRX20088451|ES_cells	SRX20088452|ES_cells	SRX20088453|ES_cells	SRX20088454|ES_cells	STRING
Btbd19	91.250000	174	191	0	0	0
Zfp24	91.000000	138	226	0	0	0
Shank3	91.000000	241	123	0	0	0
Ppm1d	91.000000	170	194	0	0	0
Pdia3	91.000000	160	204	0	0	0
Mindy4	91.000000	169	195	0	0	0
Dlg1	91.000000	146	218	0	0	0
D630039A03Rik	91.000000	159	205	0	0	0
Cyrib	91.000000	150	214	0	0	0
Clstn3	91.000000	152	212	0	0	0
Clcf1	91.000000	181	183	0	0	0
Cep63	91.000000	152	212	0	0	0
Catsper2	91.000000	160	204	0	0	0
Bcl7a	91.000000	200	164	0	0	0
Anapc13	91.000000	152	212	0	0	0
Ube2q2	90.750000	129	234	0	0	0
Trabd	90.750000	192	171	0	0	0
Slc24a2	90.750000	129	234	0	0	0
She	90.750000	181	182	0	0	0
Pfn1	90.750000	172	191	0	0	0
Itm2b	90.750000	202	161	0	0	0
Eno3	90.750000	172	191	0	0	0
Suclg2	90.500000	159	203	0	0	0
Setd1a	90.500000	146	216	0	0	0
Rom1	90.500000	177	185	0	0	0
Fkbp4	90.500000	191	171	0	0	0
Eml3	90.500000	177	185	0	0	0
Wnt2	90.250000	233	128	0	0	0
Rabep2	90.250000	203	158	0	0	0
Mesd	90.250000	214	147	0	0	0
Map3k12	90.250000	134	227	0	0	0
Jph4	90.250000	121	240	0	0	0
Coil	90.250000	162	199	0	0	0
Wapl	90.000000	221	139	0	0	0
Tnfrsf12a	90.000000	191	169	0	0	0
Thoc6	90.000000	191	169	0	0	0
Reep1	90.000000	175	185	0	0	0
Prdm1	90.000000	210	150	0	0	0
Nr1d2	90.000000	198	162	0	0	0
Ncs1	90.000000	171	189	0	0	0
Mfhas1	90.000000	154	206	0	0	0
Hcfc1r1	90.000000	191	169	0	0	0
Dnmt1	90.000000	193	167	0	0	0
Cldn6	90.000000	191	169	0	0	0
Chd9	90.000000	129	231	0	0	0
Ccdc88a	90.000000	130	230	0	0	0
Vat1	89.750000	203	156	0	0	0
Tut4	89.750000	155	204	0	0	0
Timm10b	89.750000	211	148	0	0	0
Rnd2	89.750000	203	156	0	0	0
Prmt8	89.750000	198	161	0	0	0
Maco1	89.750000	183	176	0	0	0
Glis1	89.750000	126	233	0	0	0
Arfip2	89.750000	211	148	0	0	0
Upf2	89.500000	138	220	0	0	0
Raver1	89.500000	180	178	0	0	0
Pum2	89.500000	181	177	0	0	0
Kdm5b	89.500000	136	222	0	0	0
Crmp1	89.500000	212	146	0	0	0
Atxn1l	89.500000	139	219	0	0	0
Ptprz1	89.250000	156	201	0	0	0
Necap1	89.250000	232	125	0	0	0
Marchf9	89.250000	146	211	0	0	0
Efcab2	89.250000	153	204	0	0	0
Cdk4	89.250000	146	211	0	0	0
Zdhhc6	89.000000	192	164	0	0	0
Vti1a	89.000000	192	164	0	0	0
Rpl11	89.000000	170	186	0	0	0
Pakap	89.000000	146	210	0	0	0
Fignl1	89.000000	195	161	0	0	0
Cacna1a	89.000000	173	183	0	0	0
Ubn2	88.750000	161	194	0	0	0
Sntb2	88.750000	166	189	0	0	0
Rnf2	88.750000	167	188	0	0	0
Neo1	88.750000	113	242	0	0	0
Grin1	88.750000	174	181	0	0	0
Unk	88.500000	207	147	0	0	0
Pdpr	88.500000	141	213	0	0	0
P2rx4	88.500000	199	155	0	0	0
Map7d2	88.500000	150	204	0	0	0
Gpr27	88.500000	157	197	0	0	0
Erbb2	88.500000	157	197	0	0	0
Cxxc5	88.500000	235	119	0	0	0
Appl2	88.500000	89	265	0	0	0
Vps37d	88.250000	176	177	0	0	0
Tmie	88.250000	152	201	0	0	0
Snx12	88.250000	146	207	0	0	0
Shisa5	88.250000	219	134	0	0	0
Hnrnpa0	88.250000	215	138	0	0	0
Als2cl	88.250000	152	201	0	0	0
Alg10b	88.250000	146	207	0	0	0
Unc13a	88.000000	154	198	0	0	0
Thbs2	88.000000	155	197	0	0	0
Socs2	88.000000	163	189	0	0	0
Sh3glb1	88.000000	169	183	0	0	0
Rai1	88.000000	163	189	0	0	0
Jak3	88.000000	154	198	0	0	0
Egfl7	88.000000	153	199	0	0	0
Efna4	88.000000	200	152	0	0	0
Shroom3	87.750000	210	141	0	0	0
Prrc2c	87.750000	173	178	0	0	0
Pomc	87.750000	161	190	0	0	0
Nedd4	87.750000	192	159	0	0	0
Mboat2	87.750000	182	169	0	0	0
Mapk8ip1	87.750000	113	238	0	0	0
Hoxa1	87.750000	162	189	0	0	0
Gpr1	87.750000	176	175	0	0	0
Galnt2	87.750000	165	186	0	0	0
Dgkz	87.750000	233	118	0	0	0
Ddost	87.750000	105	246	0	0	0
Usp27x	87.500000	173	177	0	0	0
Stk32a	87.500000	211	139	0	0	0
Pias1	87.500000	149	201	0	0	0
Ogfr	87.500000	138	212	0	0	0
Hspa9	87.500000	116	234	0	0	0
Gm5784	87.500000	154	196	0	0	0
Upf3a	87.250000	127	222	0	0	0
Shf	87.250000	135	214	0	0	0
Pgpep1	87.250000	105	244	0	0	0
Brpf3	87.250000	192	157	0	0	0
Sfxn2	87.000000	161	187	0	0	0
Evc2	87.000000	180	168	0	0	0
Evc	87.000000	180	168	0	0	0
Arl3	87.000000	161	187	0	0	0
Vipr1	86.750000	199	148	0	0	0
Lyzl4	86.750000	199	148	0	0	0
Bend4	86.750000	199	148	0	0	0
Zfp513	86.500000	133	213	0	0	0
Scube3	86.500000	195	151	0	0	0
N4bp2	86.500000	176	170	0	0	0
Mtap	86.500000	191	155	0	0	0
Gm527	86.500000	113	233	0	0	0
Tbc1d13	86.250000	192	153	0	0	0
Slc38a2	86.250000	113	232	0	0	0
Ror2	86.250000	219	126	0	0	0
Dnmbp	86.250000	134	211	0	0	0
Tent2	86.000000	177	167	0	0	0
Spry1	86.000000	202	142	0	0	0
Rapgef3	86.000000	246	98	0	0	0
Pde5a	86.000000	121	223	0	0	0
Fbxw7	85.750000	174	169	0	0	0
Esyt2	85.750000	137	206	0	0	0
Dusp15	85.750000	200	143	0	0	0
Clpsl2	85.750000	186	157	0	0	0
Zfp523	85.500000	170	172	0	0	0
Ube2d1	85.500000	107	235	0	0	0
Rusc1	85.500000	139	203	0	0	0
Hspbp1	85.500000	176	166	0	0	0
Zmynd8	85.250000	144	197	0	0	0
Skil	85.250000	182	159	0	0	0
Ptprs	85.250000	166	175	0	0	0
Pitpnc1	85.250000	189	152	0	0	0
Pgam5	85.250000	151	190	0	0	0
Pabpc4l	85.250000	180	161	0	0	0
Nxph3	85.250000	0	341	0	0	0
Gadd45b	85.250000	164	177	0	0	0
Eefsec	85.250000	152	189	0	0	0
Cnn3	85.250000	138	203	0	0	0
Cmip	85.250000	152	189	0	0	0
Blvra	85.250000	142	199	0	0	0
Zfp580	85.000000	210	130	0	0	0
Rara	85.000000	154	186	0	0	0
Ctnnb1	85.000000	158	182	0	0	0
Ccdc106	85.000000	210	130	0	0	0
6330403K07Rik	85.000000	201	139	0	0	0
Sppl2a	84.750000	176	163	0	0	0
Rheb	84.750000	113	226	0	0	0
Rasa1	84.750000	176	163	0	0	0
Epb41l1	84.750000	115	224	0	0	0
Zcchc24	84.500000	160	178	0	0	0
Phf7	84.500000	138	200	0	0	0
Lrrc4	84.500000	187	151	0	0	0
Gde1	84.500000	158	180	0	0	0
Chsy1	84.500000	136	202	0	0	0
Bap1	84.500000	138	200	0	0	0
Avpi1	84.500000	135	203	0	0	0
Prkar2b	84.250000	192	145	0	0	0
Pla2g4e	84.250000	143	194	0	0	0
Nr2c1	84.250000	200	137	0	0	0
Fbxl17	84.250000	219	118	0	0	0
E2f3	84.250000	186	151	0	0	0
Col13a1	84.250000	195	142	0	0	0
Ccdc85c	84.250000	118	219	0	0	0
Carnmt1	84.250000	175	162	0	0	0
Bcor	84.250000	215	122	0	0	0
Zfp787	84.000000	192	144	0	0	0
Vps37a	84.000000	134	202	0	0	0
Tsr1	84.000000	212	124	0	0	0
Sgsm2	84.000000	212	124	0	0	0
Rcor2	84.000000	192	144	0	0	0
Notch2	84.000000	97	239	0	0	0
Nadk2	84.000000	134	202	0	0	0
Cnpy1	84.000000	103	233	0	0	0
Cnot7	84.000000	134	202	0	0	0
Vangl2	83.750000	169	166	0	0	0
Tssk6	83.750000	148	187	0	0	0
Sema4b	83.750000	155	180	0	0	0
Ptpn9	83.750000	203	132	0	0	0
Pnpla6	83.750000	228	107	0	0	0
Pkn2	83.750000	196	139	0	0	0
Ndufa13	83.750000	148	187	0	0	0
Slc12a2	83.500000	182	152	0	0	0
Mcc	83.500000	130	0	204	0	0
Gadd45a	83.500000	111	223	0	0	0
Cpne5	83.500000	225	109	0	0	0
Cep164	83.500000	199	135	0	0	0
Pdgfb	83.250000	119	214	0	0	0
Mov10	83.250000	178	155	0	0	0
Klhl2	83.250000	222	111	0	0	0
Psmb3	83.000000	226	106	0	0	0
Ppp1r9a	83.000000	158	174	0	0	0
Pcgf2	83.000000	226	106	0	0	0
Npr1	83.000000	210	122	0	0	0
Galc	83.000000	98	234	0	0	0
Fzd6	83.000000	112	220	0	0	0
Cacng8	83.000000	193	139	0	0	0
Apbb2	83.000000	105	227	0	0	0
Wfdc3	82.750000	138	193	0	0	0
Trim71	82.750000	188	143	0	0	0
Mob1a	82.750000	106	225	0	0	0
Mecp2	82.750000	192	139	0	0	0
Kmt2c	82.750000	111	220	0	0	0
Hpca	82.750000	181	150	0	0	0
Eif4b	82.750000	207	124	0	0	0
Dpf1	82.750000	150	181	0	0	0
Dnttip1	82.750000	138	193	0	0	0
Zfp839	82.500000	120	210	0	0	0
Vegfc	82.500000	133	197	0	0	0
Upk3b	82.500000	212	118	0	0	0
Tgif2	82.500000	221	109	0	0	0
Pura	82.500000	140	190	0	0	0
Ninl	82.500000	170	160	0	0	0
Ndufa2	82.500000	172	158	0	0	0
Itpka	82.500000	149	181	0	0	0
Ik	82.500000	172	158	0	0	0
Rbpms	82.250000	175	154	0	0	0
Rai14	82.250000	103	226	0	0	0
Ppia	82.250000	115	214	0	0	0
Lbr	82.250000	160	169	0	0	0
Klk1	82.250000	250	79	0	0	0
Gskip	82.250000	189	140	0	0	0
Cds1	82.250000	150	179	0	0	0
Atg2b	82.250000	189	140	0	0	0
2610507B11Rik	82.250000	176	153	0	0	0
Tubb2a	82.000000	172	156	0	0	0
Slc4a3	82.000000	167	161	0	0	0
Mybpc3	82.000000	138	190	0	0	0
Ldha	82.000000	193	135	0	0	0
Utp14b	81.750000	163	164	0	0	0
Trex1	81.750000	193	134	0	0	0
Rbm45	81.750000	145	182	0	0	0
Prkacb	81.750000	165	162	0	0	0
Lamc2	81.750000	145	182	0	0	0
Cdip1	81.750000	143	184	0	0	0
Baz2a	81.750000	199	128	0	0	0
Acsl3	81.750000	163	164	0	0	0
Sil1	81.500000	172	154	0	0	0
Sdk1	81.500000	0	326	0	0	0
Pkia	81.500000	129	197	0	0	0
Insig2	81.500000	129	197	0	0	0
Cetn4	81.500000	146	180	0	0	0
Bbs12	81.500000	146	180	0	0	0
Adamts10	81.500000	221	105	0	0	0
Zfp36l1	81.250000	159	166	0	0	0
Slc7a6	81.250000	142	183	0	0	0
Slc12a8	81.250000	141	184	0	0	0
Setd5	81.250000	87	238	0	0	0
Ogdhl	81.250000	182	143	0	0	0
Jrk	81.250000	121	204	0	0	0
Dguok	81.250000	119	206	0	0	0
Vegfb	81.000000	143	181	0	0	0
Spice1	81.000000	171	153	0	0	0
Skor1	81.000000	138	186	0	0	0
Rreb1	81.000000	254	70	0	0	0
Pbld2	81.000000	131	193	0	0	0
Hnrnph3	81.000000	131	193	0	0	0
Gtf2ird2	81.000000	218	106	0	0	0
Erlin1	81.000000	106	218	0	0	0
Dnajc4	81.000000	143	181	0	0	0
Capzb	81.000000	195	129	0	0	0
Zbed4	80.750000	113	210	0	0	0
Tpt1	80.750000	123	200	0	0	0
Tmtc1	80.750000	161	162	0	0	0
Taf12	80.750000	124	199	0	0	0
Setx	80.750000	127	196	0	0	0
Pkd2	80.750000	180	143	0	0	0
Per1	80.750000	194	129	0	0	0
Nipsnap2	80.750000	100	223	0	0	0
Atxn2l	80.750000	202	121	0	0	0
Atxn2	80.750000	198	125	0	0	0
Zbtb39	80.500000	166	156	0	0	0
Tbl1xr1	80.500000	170	152	0	0	0
Nfkbil1	80.500000	174	148	0	0	0
Mybpc2	80.500000	145	177	0	0	0
Kcng3	80.500000	188	134	0	0	0
Gm3448	80.500000	143	179	0	0	0
Gm3417	80.500000	143	179	0	0	0
Bend3	80.500000	176	146	0	0	0
Atp6v1g2	80.500000	174	148	0	0	0
9030025P20Rik	80.500000	143	179	0	0	0
Tmem237	80.250000	137	184	0	0	0
Tm2d3	80.250000	0	321	0	0	0
Man2a2	80.250000	0	321	0	0	0
Crabp1	80.250000	100	221	0	0	0
Asrgl1	80.250000	123	198	0	0	0
Ackr3	80.250000	148	173	0	0	0
Tubb2b	80.000000	121	199	0	0	0
Trap1a	80.000000	193	127	0	0	0
Tex38	80.000000	138	182	0	0	0
Tex14	80.000000	130	190	0	0	0
Mnat1	80.000000	125	195	0	0	0
Lrp1	80.000000	214	106	0	0	0
Ldlrad4	80.000000	142	178	0	0	0
Ino80	80.000000	155	165	0	0	0
Cd47	80.000000	158	162	0	0	0
Atpaf1	80.000000	138	182	0	0	0
Arl14epl	80.000000	212	108	0	0	0
Tsen34	79.750000	169	150	0	0	0
Tor1aip2	79.750000	100	219	0	0	0
Tor1aip1	79.750000	100	219	0	0	0
Mboat7	79.750000	169	150	0	0	0
Khdrbs1	79.750000	143	176	0	0	0
Dst	79.750000	131	188	0	0	0
Decr1	79.750000	129	190	0	0	0
Arhgef17	79.750000	112	207	0	0	0
Slc16a6	79.500000	137	181	0	0	0
Prkag2	79.500000	113	205	0	0	0
Plekha3	79.500000	202	116	0	0	0
Myadm	79.500000	128	190	0	0	0
Mc5r	79.500000	210	108	0	0	0
Ier3	79.500000	146	172	0	0	0
Flot1	79.500000	146	172	0	0	0
Fkbp7	79.500000	202	116	0	0	0
Etv5	79.500000	167	151	0	0	0
Dstyk	79.500000	137	181	0	0	0
Cluh	79.500000	150	168	0	0	0
Arsg	79.500000	137	181	0	0	0
Plod2	79.250000	173	144	0	0	0
Pcolce	79.250000	164	153	0	0	0
Calm1	79.250000	113	204	0	0	0
Tlnrd1	79.000000	214	102	0	0	0
Tbc1d2b	79.000000	141	175	0	0	0
Sema6a	79.000000	174	142	0	0	0
Actr3	79.000000	98	218	0	0	0
Zfp623	78.750000	113	202	0	0	0
Vmn1r2	78.750000	141	174	0	0	0
Tpm4	78.750000	162	153	0	0	0
Prrt2	78.750000	0	315	0	0	0
Ltbp4	78.750000	203	112	0	0	0
Klf14	78.750000	191	124	0	0	0
Hsd17b10	78.750000	111	204	0	0	0
Zbtb12	78.500000	156	158	0	0	0
Xrcc1	78.500000	183	131	0	0	0
Vcan	78.500000	138	176	0	0	0
Pld2	78.500000	129	185	0	0	0
Pinlyp	78.500000	183	131	0	0	0
Nes	78.500000	167	147	0	0	0
Ehmt2	78.500000	156	158	0	0	0
Dennd5a	78.500000	171	143	0	0	0
Cdh22	78.500000	155	159	0	0	0
Arhgef10	78.500000	157	157	0	0	0
Ypel4	78.250000	201	112	0	0	0
Usf3	78.250000	129	184	0	0	0
Tia1	78.250000	166	147	0	0	0
Sbno1	78.250000	196	117	0	0	0
Ryk	78.250000	150	163	0	0	0
Pim3	78.250000	177	136	0	0	0
Mgat3	78.250000	195	118	0	0	0
Hpcal4	78.250000	180	133	0	0	0
Ccdc117	78.250000	140	173	0	0	0
Usp48	78.000000	198	114	0	0	0
Trim52	78.000000	129	183	0	0	0
Trank1	78.000000	193	119	0	0	0
Tada3	78.000000	137	175	0	0	0
Rps6ka1	78.000000	138	174	0	0	0
Rcc2	78.000000	137	175	0	0	0
Prdm15	78.000000	110	202	0	0	0
Map1s	78.000000	115	197	0	0	0
Kmt5a	78.000000	117	195	0	0	0
Arpc4	78.000000	137	175	0	0	0
Amz2	78.000000	118	194	0	0	0
Med13	77.750000	110	201	0	0	0
Fut10	77.750000	191	120	0	0	0
Eif5	77.750000	158	153	0	0	0
Dpy19l3	77.750000	113	198	0	0	0
Bdh1	77.750000	187	124	0	0	0
Sephs1	77.500000	130	180	0	0	0
Nxt2	77.500000	140	170	0	0	0
Mink1	77.500000	129	181	0	0	0
Lgr4	77.500000	205	105	0	0	0
Hlcs	77.500000	129	181	0	0	0
Gxylt2	77.500000	129	181	0	0	0
Zfhx3	77.250000	164	145	0	0	0
Hnrnpr	77.250000	106	203	0	0	0
Ccdc60	77.250000	131	178	0	0	0
Arpc1b	77.250000	202	107	0	0	0
Tsc22d4	77.000000	165	143	0	0	0
Smpd2	77.000000	110	198	0	0	0
Slc12a4	77.000000	120	188	0	0	0
Ppil6	77.000000	110	198	0	0	0
Peak1	77.000000	177	131	0	0	0
Nyap1	77.000000	165	143	0	0	0
Kras	77.000000	118	190	0	0	0
Hoxa4	77.000000	155	153	0	0	0
Hmg20a	77.000000	177	131	0	0	0
Cttnbp2	77.000000	139	169	0	0	0
Ccdc162	77.000000	308	0	0	0	0
Car3	77.000000	182	126	0	0	0
Zswim5	76.750000	154	153	0	0	0
Zfp710	76.750000	149	158	0	0	0
Tlr2	76.750000	162	145	0	0	0
Tanc2	76.750000	149	158	0	0	0
Sympk	76.750000	170	137	0	0	0
Sdad1	76.750000	155	152	0	0	0
Reck	76.750000	181	126	0	0	0
Pdcd5	76.750000	132	175	0	0	0
Hsf1	76.750000	141	166	0	0	0
Hexim2	76.750000	130	177	0	0	0
Hap1	76.750000	181	126	0	0	0
Foxa3	76.750000	170	137	0	0	0
Fbrs	76.750000	190	117	0	0	0
E2f8	76.750000	119	188	0	0	0
Bop1	76.750000	141	166	0	0	0
4930550C14Rik	76.750000	149	158	0	0	0
Ubxn1	76.500000	148	158	0	0	0
Sh3kbp1	76.500000	148	158	0	0	0
Pipox	76.500000	123	183	0	0	0
Pef1	76.500000	105	201	0	0	0
Palld	76.500000	141	165	0	0	0
Ltbp1	76.500000	130	176	0	0	0
Col5a1	76.500000	129	177	0	0	0
Carm1	76.500000	117	189	0	0	0
Tanc1	76.250000	171	134	0	0	0
Smarca4	76.250000	157	148	0	0	0
Sez6	76.250000	0	305	0	0	0
Rnf170	76.250000	156	149	0	0	0
Rgs19	76.250000	147	158	0	0	0
Ppp1r12c	76.250000	131	174	0	0	0
Pid1	76.250000	228	77	0	0	0
Lkaaear1	76.250000	147	158	0	0	0
Ints9	76.250000	171	134	0	0	0
Hook3	76.250000	156	149	0	0	0
Hmbox1	76.250000	171	134	0	0	0
H2bc22	76.250000	176	129	0	0	0
H2ac22	76.250000	176	129	0	0	0
Cnpy2	76.250000	148	157	0	0	0
Ubb	76.000000	142	162	0	0	0
Txndc15	76.000000	176	128	0	0	0
Tram1	76.000000	121	183	0	0	0
Tmem256	76.000000	189	115	0	0	0
Tinagl1	76.000000	161	143	0	0	0
Syt3	76.000000	171	133	0	0	0
Sox12	76.000000	209	95	0	0	0
Nlgn2	76.000000	189	115	0	0	0
Cebpg	76.000000	125	179	0	0	0
Actr10	76.000000	156	148	0	0	0
Ubtf	75.750000	131	172	0	0	0
Tmem150a	75.750000	165	138	0	0	0
Smad5	75.750000	118	185	0	0	0
Rhebl1	75.750000	138	165	0	0	0
Pus3	75.750000	151	152	0	0	0
Map4k4	75.750000	101	202	0	0	0
Klf10	75.750000	0	303	0	0	0
Htra2	75.750000	110	193	0	0	0
Hip1	75.750000	161	142	0	0	0
Dqx1	75.750000	110	193	0	0	0
Ddx25	75.750000	151	152	0	0	0
Arid1a	75.750000	171	132	0	0	0
1600014C23Rik	75.750000	193	110	0	0	0
Zfp512b	75.500000	116	186	0	0	0
Zdhhc12	75.500000	148	154	0	0	0
Trim67	75.500000	156	146	0	0	0
Ss18l1	75.500000	115	187	0	0	0
Scai	75.500000	148	154	0	0	0
Psma7	75.500000	115	187	0	0	0
Parp8	75.500000	162	140	0	0	0
H2az1	75.500000	113	189	0	0	0
Gipc1	75.500000	111	191	0	0	0
Dnajb14	75.500000	113	189	0	0	0
Col27a1	75.500000	175	127	0	0	0
Ckap4	75.500000	141	161	0	0	0
Caprin2	75.500000	108	194	0	0	0
C2cd5	75.500000	131	171	0	0	0
Atrnl1	75.500000	123	179	0	0	0
Srm	75.250000	159	142	0	0	0
Mcm6	75.250000	147	154	0	0	0
Igsf9	75.250000	146	155	0	0	0
Ifnar2	75.250000	165	136	0	0	0
Dcp1b	75.250000	88	213	0	0	0
Ccno	75.250000	126	175	0	0	0
C1ql4	75.250000	131	170	0	0	0
Bcl3	75.250000	142	159	0	0	0
Tle1	75.000000	90	210	0	0	0
Rasal2	75.000000	145	155	0	0	0
Nkx1-2	75.000000	214	86	0	0	0
Ncbp3	75.000000	145	155	0	0	0
Kat2b	75.000000	143	157	0	0	0
Ctbp1	75.000000	152	148	0	0	0
Vps13d	74.750000	149	150	0	0	0
Hp1bp3	74.750000	103	196	0	0	0
Etv4	74.750000	134	165	0	0	0
Bmp8a	74.750000	119	180	0	0	0
Atad1	74.750000	87	212	0	0	0
Six5	74.500000	149	149	0	0	0
Get4	74.500000	110	188	0	0	0
Arid1b	74.500000	128	170	0	0	0
Vpreb3	74.250000	126	171	0	0	0
Stag2	74.250000	138	159	0	0	0
Rnasek	74.250000	176	121	0	0	0
Ptch2	74.250000	111	186	0	0	0
Pmaip1	74.250000	137	160	0	0	0
Mog	74.250000	0	297	0	0	0
Kcnc4	74.250000	164	133	0	0	0
Gm5134	74.250000	126	171	0	0	0
Fzd1	74.250000	0	297	0	0	0
Fmnl1	74.250000	129	168	0	0	0
Dennd4b	74.250000	154	143	0	0	0
Ccsap	74.250000	137	160	0	0	0
0610010K14Rik	74.250000	176	121	0	0	0
Zadh2	74.000000	141	155	0	0	0
Tshz1	74.000000	141	155	0	0	0
Tmem121b	74.000000	176	120	0	0	0
St7	74.000000	198	98	0	0	0
Sp5	74.000000	180	116	0	0	0
Slc25a51	74.000000	0	296	0	0	0
Phf20	74.000000	118	178	0	0	0
Nf2	74.000000	296	0	0	0	0
Hbp1	74.000000	139	157	0	0	0
Ercc6l2	74.000000	100	196	0	0	0
Dhx15	74.000000	164	132	0	0	0
B3gnt7	74.000000	127	169	0	0	0
Arhgef7	74.000000	109	187	0	0	0
Tmem63b	73.750000	131	164	0	0	0
Timm44	73.750000	152	143	0	0	0
Sec24c	73.750000	85	210	0	0	0
Rab5c	73.750000	121	174	0	0	0
Rab1a	73.750000	113	182	0	0	0
Ppp1r15a	73.750000	134	161	0	0	0
Plekha4	73.750000	134	161	0	0	0
Mrps33	73.750000	89	206	0	0	0
Mrpl14	73.750000	131	164	0	0	0
Mmaa	73.750000	101	194	0	0	0
Micu2	73.750000	132	163	0	0	0
Eml1	73.750000	176	119	0	0	0
Ccnd2	73.750000	207	88	0	0	0
Adam22	73.750000	155	140	0	0	0
Zpr1	73.500000	138	156	0	0	0
Zfp362	73.500000	145	149	0	0	0
Rffl	73.500000	138	156	0	0	0
Lztfl1	73.500000	173	121	0	0	0
Lsm12	73.500000	99	195	0	0	0
Hspb8	73.500000	149	145	0	0	0
G6pc3	73.500000	99	195	0	0	0
Apoa5	73.500000	138	156	0	0	0
Anks1b	73.500000	108	186	0	0	0
Tm2d2	73.250000	150	143	0	0	0
Thap12	73.250000	135	158	0	0	0
Slc25a13	73.250000	118	175	0	0	0
Pdha1	73.250000	95	198	0	0	0
Hnrnpl	73.250000	129	164	0	0	0
Fgfr4	73.250000	161	132	0	0	0
Esd	73.250000	169	124	0	0	0
Epb41	73.250000	119	174	0	0	0
Crtac1	73.250000	147	146	0	0	0
Cbx2	73.250000	136	157	0	0	0
Adam9	73.250000	150	143	0	0	0
Zfp687	73.000000	147	145	0	0	0
Tgfbr2	73.000000	82	210	0	0	0
Stra8	73.000000	190	102	0	0	0
Nkiras2	73.000000	116	176	0	0	0
Msl1	73.000000	151	141	0	0	0
Mafb	73.000000	145	147	0	0	0
Gas2l1	73.000000	138	154	0	0	0
Dnajc7	73.000000	116	176	0	0	0
Coch	73.000000	151	141	0	0	0
Apoe	73.000000	183	109	0	0	0
Wdfy3	72.750000	134	157	0	0	0
Tmem229b	72.750000	131	160	0	0	0
Nmt2	72.750000	172	119	0	0	0
Ncoa5	72.750000	97	194	0	0	0
Lmnb1	72.750000	138	153	0	0	0
Cmtm3	72.750000	103	188	0	0	0
Stk39	72.500000	114	176	0	0	0
Sirt5	72.500000	0	290	0	0	0
Gas8	72.500000	140	150	0	0	0
Dbndd1	72.500000	140	150	0	0	0
Cnep1r1	72.500000	111	179	0	0	0
Cdk5rap3	72.500000	161	129	0	0	0
Zbtb7a	72.250000	162	127	0	0	0
Rnd1	72.250000	188	101	0	0	0
Rdm1	72.250000	128	161	0	0	0
Npcd	72.250000	154	135	0	0	0
Inka2	72.250000	164	125	0	0	0
Foxp1	72.250000	108	181	0	0	0
Cbx6	72.250000	154	135	0	0	0
Capza2	72.250000	0	289	0	0	0
9930021J03Rik	72.250000	168	121	0	0	0
Tgfb1	72.000000	188	100	0	0	0
Tcte3	72.000000	131	157	0	0	0
Osbpl2	72.000000	99	189	0	0	0
Calb2	72.000000	149	139	0	0	0
Bmp6	72.000000	163	125	0	0	0
Usp9x	71.750000	131	156	0	0	0
Ufc1	71.750000	137	150	0	0	0
Trp53bp2	71.750000	90	197	0	0	0
Srrm4	71.750000	188	99	0	0	0
Son	71.750000	170	117	0	0	0
Slc35a3	71.750000	91	196	0	0	0
Ppargc1b	71.750000	151	136	0	0	0
Poldip3	71.750000	104	183	0	0	0
Pdgfc	71.750000	82	205	0	0	0
Mapk11	71.750000	165	122	0	0	0
Klf13	71.750000	143	144	0	0	0
Kbtbd2	71.750000	100	187	0	0	0
Hoxa11	71.750000	177	110	0	0	0
Gm36712	71.750000	170	117	0	0	0
Gart	71.750000	170	117	0	0	0
Egr1	71.750000	136	151	0	0	0
Cdc16	71.750000	129	158	0	0	0
Cacna2d3	71.750000	159	128	0	0	0
Bag2	71.750000	185	102	0	0	0
Atf7	71.750000	148	139	0	0	0
Abcc5	71.750000	140	147	0	0	0
Zfp236	71.500000	123	163	0	0	0
Yrdc	71.500000	172	114	0	0	0
Smim13	71.500000	112	174	0	0	0
Raet1e	71.500000	190	96	0	0	0
Raet1a	71.500000	190	96	0	0	0
Rab6b	71.500000	178	108	0	0	0
Mrpl44	71.500000	138	148	0	0	0
Fhl3	71.500000	135	151	0	0	0
Faf1	71.500000	121	165	0	0	0
Emp1	71.500000	166	120	0	0	0
Dlgap4	71.500000	131	155	0	0	0
1110065P20Rik	71.500000	172	114	0	0	0
Tyro3	71.250000	171	114	0	0	0
Ttk	71.250000	150	135	0	0	0
Steap2	71.250000	144	141	0	0	0
Ss18l2	71.250000	0	285	0	0	0
Prdm13	71.250000	108	177	0	0	0
Nbea	71.250000	105	180	0	0	0
Mpped2	71.250000	163	122	0	0	0
Maea	71.250000	117	168	0	0	0
Foxf1	71.250000	121	164	0	0	0
Zc3hav1	71.000000	178	106	0	0	0
Susd4	71.000000	88	196	0	0	0
Spata13	71.000000	141	143	0	0	0
Sec62	71.000000	114	170	0	0	0
Plin3	71.000000	158	126	0	0	0
Plekhg5	71.000000	187	97	0	0	0
Fam13c	71.000000	118	166	0	0	0
Eif4g3	71.000000	136	148	0	0	0
Btbd7	71.000000	107	177	0	0	0
Zc3h15	70.750000	87	196	0	0	0
Rufy2	70.750000	127	156	0	0	0
Rela	70.750000	124	159	0	0	0
Rasgrp2	70.750000	160	123	0	0	0
Mtif3	70.750000	123	160	0	0	0
Magi2	70.750000	113	170	0	0	0
Lst1	70.750000	134	149	0	0	0
Klhl36	70.750000	97	186	0	0	0
