Target_genes	Mybl1|Average	SRX10052064|Testis	SRX1764251|Testis	SRX1764252|Testis	SRX244353|Testis	STRING
Elf1	142.250000	569	0	0	0	0
Bfar	142.250000	569	0	0	0	0
Tspyl1	142.000000	568	0	0	0	0
Mbd1	142.000000	568	0	0	0	0
Marchf9	142.000000	476	0	0	92	0
Ints11	142.000000	239	0	0	329	0
Cptp	142.000000	239	0	0	329	0
Cdk4	142.000000	476	0	0	92	0
Xpo1	141.750000	567	0	0	0	0
Uap1	141.750000	476	0	0	91	0
Spaca1	141.750000	567	0	0	0	0
Psmd7	141.750000	567	0	0	0	0
Kit	141.750000	567	0	0	0	0
Dmap1	141.750000	567	0	0	0	0
Crot	141.750000	567	0	0	0	0
Bola1	141.750000	567	0	0	0	0
Pigl	141.500000	465	0	0	101	0
Ncor1	141.500000	465	0	0	101	0
Kdm6b	141.500000	566	0	0	0	0
Gemin8	141.500000	566	0	0	0	0
Eif5	141.500000	566	0	0	0	0
Ap2m1	141.500000	566	0	0	0	0
Zfp148	141.250000	464	0	0	101	0
Yipf6	141.250000	565	0	0	0	0
Arl15	141.250000	565	0	0	0	0
Ahctf1	141.250000	145	0	0	420	0
Abhd6	141.250000	0	0	0	565	0
Ulk2	141.000000	0	0	0	564	0
Stk19	141.000000	564	0	0	0	0
Septin12	141.000000	564	0	0	0	0
Ppp1r14bl	141.000000	564	0	0	0	0
Gtf3c1	141.000000	444	0	0	120	0
Gnai2	141.000000	564	0	0	0	0
Dxo	141.000000	564	0	0	0	0
D430042O09Rik	141.000000	444	0	0	120	0
Ap1g1	141.000000	564	0	0	0	0
Tpcn2	140.750000	563	0	0	0	0
Runx1	140.750000	563	0	0	0	0
Puf60	140.750000	563	0	0	0	0
Fam102a	140.750000	401	0	0	162	0
Uvssa	140.500000	562	0	0	0	0
Tgoln2	140.500000	562	0	0	0	0
Tgoln1	140.500000	562	0	0	0	0
Spring1	140.500000	562	0	0	0	0
Rtl6	140.500000	426	0	0	136	0
Rnft2	140.500000	562	0	0	0	0
Rnf125	140.500000	562	0	0	0	0
Ppm1b	140.500000	368	0	0	194	0
Mmadhc	140.500000	562	0	0	0	0
LOC100861978	140.500000	324	0	0	238	0
Kansl2	140.500000	387	0	0	175	0
Hspbp1	140.500000	380	0	0	182	0
Gm2506	140.500000	324	0	0	238	0
Gm13306	140.500000	324	0	0	238	0
E2f6	140.500000	562	0	0	0	0
Dmxl1	140.500000	562	0	0	0	0
Csde1	140.500000	562	0	0	0	0
Ccl27b	140.500000	324	0	0	238	0
H2bc4	140.250000	373	0	0	188	0
H2ac6	140.250000	373	0	0	188	0
Ccnb1	140.250000	423	0	0	138	0
Atl3	140.250000	412	0	0	149	0
Srr	140.000000	560	0	0	0	0
Smg6	140.000000	560	0	0	0	0
Prkdc	140.000000	359	0	0	201	0
Gle1	140.000000	423	0	0	137	0
Cfap206	140.000000	560	0	0	0	0
Ano10	140.000000	390	0	0	170	0
Utp25	139.500000	558	0	0	0	0
Ubr5	139.500000	227	0	0	331	0
Nsd3	139.500000	558	0	0	0	0
Mrpl48	139.500000	558	0	0	0	0
Letm2	139.500000	558	0	0	0	0
Hsdl2	139.500000	558	0	0	0	0
Fdxacb1	139.500000	558	0	0	0	0
1110032A03Rik	139.500000	558	0	0	0	0
Wdr92	139.250000	448	0	0	109	0
Tbcd	139.250000	557	0	0	0	0
Pno1	139.250000	448	0	0	109	0
Tmem88	139.000000	556	0	0	0	0
Naa38	139.000000	556	0	0	0	0
Mtmr12	139.000000	419	0	0	137	0
Mblac1	139.000000	556	0	0	0	0
Esx1	139.000000	303	0	0	253	0
Dhdds	139.000000	336	220	0	0	0
Dgka	139.000000	556	0	0	0	0
Cyth2	139.000000	556	0	0	0	0
Cyb5d1	139.000000	556	0	0	0	0
Zbed5	138.750000	555	0	0	0	0
Washc5	138.750000	555	0	0	0	0
Tmem183a	138.750000	555	0	0	0	0
Sox17	138.750000	555	0	0	0	0
Nsmce2	138.750000	555	0	0	0	0
L3mbtl1	138.750000	555	0	0	0	0
Krtdap	138.750000	555	0	0	0	0
Dbr1	138.750000	555	0	0	0	0
Stx12	138.500000	554	0	0	0	0
Prrc2c	138.500000	554	0	0	0	0
Ints2	138.500000	554	0	0	0	0
Hnrnpab	138.500000	474	0	0	80	0
Dnajc11	138.500000	377	0	0	177	0
Dbp	138.500000	407	0	0	147	0
Clpx	138.500000	554	0	0	0	0
Zfp768	138.250000	446	0	0	107	0
Xkr8	138.250000	553	0	0	0	0
Wdr43	138.250000	553	0	0	0	0
Ubald2	138.250000	553	0	0	0	0
St3gal5	138.250000	411	0	0	142	0
Snx18	138.250000	553	0	0	0	0
Mmgt1	138.250000	553	0	0	0	0
Laptm4b	138.250000	553	0	0	0	0
H4bc24	138.250000	153	0	0	400	0
H2bc23	138.250000	153	0	0	400	0
H2ac24	138.250000	153	0	0	400	0
H2ac23	138.250000	153	0	0	400	0
Bpnt2	138.250000	343	0	0	210	0
2610042L04Rik	138.250000	378	0	0	175	0
Trappc5	138.000000	552	0	0	0	0
Szrd1	138.000000	552	0	0	0	0
Klhl2	138.000000	0	0	128	424	0
Hectd2	138.000000	236	0	0	316	0
Fcor	138.000000	552	0	0	0	0
Dapk3	138.000000	552	0	0	0	0
1700019A02Rik	138.000000	552	0	0	0	0
Zfp869	137.750000	551	0	0	0	0
Smim7	137.750000	551	0	0	0	0
Psmc2	137.750000	323	0	0	228	0
Plcl1	137.750000	551	0	0	0	0
Malt1	137.750000	243	0	0	308	0
Lyst	137.750000	551	0	0	0	0
Dnajc2	137.750000	323	0	0	228	0
Tpr	137.500000	550	0	0	0	0
Odr4	137.500000	550	0	0	0	0
Nr1d2	137.500000	263	0	0	287	0
Myh9	137.500000	550	0	0	0	0
Lsm2	137.500000	380	0	0	170	0
Iars2	137.500000	550	0	0	0	0
Cacybp	137.500000	388	0	0	162	0
Bpnt1	137.500000	550	0	0	0	0
Ubqln4	137.250000	549	0	0	0	0
Strn3	137.250000	549	0	0	0	0
Rab25	137.250000	549	0	0	0	0
Lamtor2	137.250000	549	0	0	0	0
Birc5	137.250000	549	0	0	0	0
Ap4s1	137.250000	549	0	0	0	0
Zkscan17	137.000000	548	0	0	0	0
Zfp513	137.000000	548	0	0	0	0
Pacs1	137.000000	215	0	0	333	0
LTO1	137.000000	548	0	0	0	0
H4c17	137.000000	148	0	0	400	0
Emd	137.000000	548	0	0	0	0
Atp8b3	137.000000	417	0	0	131	0
Snd1	136.750000	547	0	0	0	0
Msmo1	136.750000	412	0	0	135	0
Znrf3	136.500000	437	0	0	109	0
Trim35	136.500000	546	0	0	0	0
Scml2	136.500000	546	0	0	0	0
Ipo8	136.500000	546	0	0	0	0
Stpg2	136.250000	416	0	0	129	0
Reep4	136.250000	545	0	0	0	0
Hnrnpd	136.250000	545	0	0	0	0
Eri1	136.250000	545	0	0	0	0
Usp22	136.000000	544	0	0	0	0
Uchl5	136.000000	544	0	0	0	0
Trafd1	136.000000	282	0	0	262	0
Ro60	136.000000	544	0	0	0	0
Supt16	135.750000	389	0	0	154	0
Pex5	135.750000	543	0	0	0	0
Noc4l	135.750000	543	0	0	0	0
Ddx51	135.750000	543	0	0	0	0
Dck	135.750000	543	0	0	0	0
Crkl	135.750000	391	0	0	152	0
6430548M08Rik	135.750000	543	0	0	0	0
Ubl3	135.500000	542	0	0	0	0
Ube2q1	135.500000	381	0	0	161	0
Tsr3	135.500000	542	0	0	0	0
Sqle	135.500000	386	0	0	156	0
Polr1d	135.500000	542	0	0	0	0
Noxo1	135.500000	0	0	0	542	0
Lnx2	135.500000	542	0	0	0	0
Grrp1	135.500000	542	0	0	0	0
Gnptg	135.500000	542	0	0	0	0
Gfer	135.500000	0	0	0	542	0
Ddhd1	135.500000	542	0	0	0	0
Chmp7	135.500000	542	0	0	0	0
Wwox	135.250000	248	0	0	293	0
Tmem63b	135.250000	541	0	0	0	0
Taf5	135.250000	541	0	0	0	0
Taf4b	135.250000	541	0	0	0	0
Sun3	135.250000	541	0	0	0	0
Sem1	135.250000	541	0	0	0	0
Pura	135.250000	0	0	0	541	0
Mrpl14	135.250000	541	0	0	0	0
Mpv17l	135.250000	541	0	0	0	0
Mier2	135.250000	439	0	0	102	0
Gorasp2	135.250000	405	0	0	136	0
Gm11992	135.250000	541	0	0	0	0
Eefsec	135.250000	541	0	0	0	0
1810010H24Rik	135.250000	305	0	0	236	0
1700037H04Rik	135.250000	541	0	0	0	0
Timm8b	135.000000	540	0	0	0	0
Sdhd	135.000000	540	0	0	0	0
Ralgps1	135.000000	540	0	0	0	0
Pnpla7	135.000000	540	0	0	0	0
Per3	135.000000	240	0	0	300	0
Nudt16l1	135.000000	540	0	0	0	0
Mrpl41	135.000000	540	0	0	0	0
Laptm4a	135.000000	540	0	0	0	0
Cpt1c	135.000000	540	0	0	0	0
Zfp867	134.750000	539	0	0	0	0
Ufl1	134.750000	539	0	0	0	0
Siah1b	134.750000	424	0	0	115	0
Scaf1	134.750000	539	0	0	0	0
Rras	134.750000	539	0	0	0	0
Rap2c	134.750000	300	0	0	239	0
Etf1	134.750000	539	0	0	0	0
Ecpas	134.750000	318	0	0	221	0
Artn	134.750000	340	0	0	199	0
Aebp2	134.750000	539	0	0	0	0
Zfp202	134.500000	538	0	0	0	0
Kdm2b	134.500000	222	0	0	316	0
Ydjc	134.250000	537	0	0	0	0
Sumf1	134.250000	537	0	0	0	0
Slc37a1	134.250000	381	0	0	156	0
Pycr2	134.250000	537	0	0	0	0
Fcho2	134.250000	537	0	0	0	0
Ccdc116	134.250000	537	0	0	0	0
Zfx	134.000000	324	0	0	212	0
Stox2	134.000000	536	0	0	0	0
Pcdhgb7	134.000000	536	0	0	0	0
Pcdhga11	134.000000	536	0	0	0	0
Lig4	134.000000	376	0	0	160	0
Fibcd1	134.000000	536	0	0	0	0
Cdk13	134.000000	437	0	0	99	0
Alpl	134.000000	536	0	0	0	0
Abhd13	134.000000	376	0	0	160	0
Ttc12	133.750000	535	0	0	0	0
Tprkb	133.750000	410	0	0	125	0
Poc1b	133.750000	303	0	0	232	0
Nat8f1	133.750000	410	0	0	125	0
Galnt4	133.750000	303	0	0	232	0
Dynlt3	133.750000	535	0	0	0	0
B3gnt9	133.750000	535	0	0	0	0
Sar1a	133.500000	534	0	0	0	0
Sacm1l	133.500000	534	0	0	0	0
Pigx	133.500000	534	0	0	0	0
Msantd3	133.500000	534	0	0	0	0
Cep19	133.500000	534	0	0	0	0
Ttll12	133.250000	533	0	0	0	0
Otud5	133.250000	533	0	0	0	0
Lrrc51	133.250000	396	0	0	137	0
2610507B11Rik	133.250000	188	0	0	345	0
Ubp1	133.000000	532	0	0	0	0
Faf1	133.000000	532	0	0	0	0
Zxdc	132.750000	531	0	0	0	0
Zfp653	132.750000	531	0	0	0	0
Syt10	132.750000	353	0	0	178	0
Spag4	132.750000	531	0	0	0	0
Smc3	132.750000	531	0	0	0	0
Nrxn1	132.750000	531	0	0	0	0
L3mbtl2	132.750000	531	0	0	0	0
Fsip2	132.750000	531	0	0	0	0
Engase	132.750000	531	0	0	0	0
Ric1	132.500000	530	0	0	0	0
Ppfia2	132.500000	530	0	0	0	0
Pde1b	132.500000	530	0	0	0	0
Mrpl16	132.500000	530	0	0	0	0
Gpsm2	132.500000	530	0	0	0	0
Arhgef1	132.500000	530	0	0	0	0
Anapc5	132.500000	530	0	0	0	0
Txndc11	132.250000	529	0	0	0	0
Tes	132.250000	529	0	0	0	0
Slc25a20	132.250000	529	0	0	0	0
Ndufb7	132.250000	402	0	0	127	0
Lca5l	132.250000	529	0	0	0	0
Kmt2e	132.250000	529	0	0	0	0
Gcsh	132.250000	529	0	0	0	0
Esco2	132.250000	529	0	0	0	0
Ccdc25	132.250000	529	0	0	0	0
Pum1	132.000000	301	0	0	227	0
Psmg4	132.000000	528	0	0	0	0
Nup188	132.000000	320	0	0	208	0
Fstl5	132.000000	528	0	0	0	0
Dolk	132.000000	320	0	0	208	0
Tbc1d1	131.750000	330	0	0	197	0
Slc2a8	131.750000	527	0	0	0	0
LOC100862220	131.750000	254	0	0	273	0
Gm21953	131.750000	254	0	0	273	0
Gm21586	131.750000	254	0	0	273	0
Gm20878	131.750000	254	0	0	273	0
Ccser2	131.750000	527	0	0	0	0
Arsg	131.750000	527	0	0	0	0
Slc39a7	131.500000	458	0	0	68	0
Rxrb	131.500000	458	0	0	68	0
Macrod1	131.500000	316	0	0	210	0
H2-Ke6	131.500000	458	0	0	68	0
Tpd52l1	131.250000	525	0	0	0	0
Rab4b	131.250000	525	0	0	0	0
Pdap1	131.250000	525	0	0	0	0
Mia	131.250000	525	0	0	0	0
Fam160b2	131.250000	525	0	0	0	0
Bud31	131.250000	525	0	0	0	0
Rubcnl	131.000000	524	0	0	0	0
Phf21a	131.000000	298	0	0	226	0
Ncbp2	131.000000	524	0	0	0	0
0610012G03Rik	131.000000	524	0	0	0	0
Smim10l1	130.750000	429	0	0	94	0
Rpl38	130.750000	523	0	0	0	0
Micu2	130.750000	406	0	0	117	0
Fkbpl	130.750000	523	0	0	0	0
Cep112	130.750000	438	0	0	85	0
Atf6b	130.750000	523	0	0	0	0
Zfp110	130.500000	522	0	0	0	0
Serp1	130.500000	522	0	0	0	0
Sema3f	130.500000	370	0	0	152	0
Pak1ip1	130.500000	522	0	0	0	0
H2bc12	130.500000	272	0	0	250	0
H2ac12	130.500000	272	0	0	250	0
Eif2a	130.500000	522	0	0	0	0
Chsy1	130.500000	522	0	0	0	0
Mecr	130.250000	521	0	0	0	0
Kifc3	130.250000	521	0	0	0	0
Fam174b	130.250000	276	0	0	245	0
Atg9b	130.250000	410	0	0	111	0
Ankrd12	130.250000	329	0	0	192	0
Ssrp1	130.000000	383	0	0	137	0
Sorbs1	130.000000	365	0	0	155	0
Pcdhb20	130.000000	520	0	0	0	0
P2rx3	130.000000	383	0	0	137	0
Zfyve21	129.750000	519	0	0	0	0
Xrcc3	129.750000	519	0	0	0	0
Rnaseh1	129.750000	519	0	0	0	0
Rev1	129.750000	410	0	0	109	0
Mlf1	129.750000	519	0	0	0	0
Isy1	129.750000	519	0	0	0	0
Grb10	129.750000	367	0	0	152	0
Elovl5	129.750000	519	0	0	0	0
Eif3a	129.750000	519	0	0	0	0
Cox5b	129.750000	519	0	0	0	0
Cbln3	129.750000	519	0	0	0	0
Tmem141	129.500000	384	0	0	134	0
Gpr160	129.500000	518	0	0	0	0
Ccdc183	129.500000	384	0	0	134	0
Stt3a	129.250000	517	0	0	0	0
Plvap	129.250000	350	0	0	167	0
Naa15	129.250000	408	0	109	0	0
Gm5134	129.250000	517	0	0	0	0
Aff4	129.250000	517	0	0	0	0
Rpl34-ps1	129.000000	516	0	0	0	0
Rpl34	129.000000	516	0	0	0	0
Kif23	129.000000	408	0	0	108	0
Gstm5	129.000000	516	0	0	0	0
Slc25a42	128.750000	360	0	0	155	0
Coa6	128.750000	515	0	0	0	0
Arpc2	128.750000	515	0	0	0	0
1700008O03Rik	128.750000	515	0	0	0	0
Tsr2	128.500000	514	0	0	0	0
Slc25a16	128.500000	514	0	0	0	0
Rbl2	128.500000	514	0	0	0	0
Eif3d	128.500000	514	0	0	0	0
Azin1	128.500000	237	0	0	277	0
Atf4	128.500000	514	0	0	0	0
Tmco3	128.250000	513	0	0	0	0
Paip2	128.250000	513	0	0	0	0
Gsto1	128.250000	417	0	0	96	0
Dexi	128.250000	513	0	0	0	0
Dcun1d2	128.250000	513	0	0	0	0
Ctsl	128.250000	513	0	0	0	0
Clec16a	128.250000	513	0	0	0	0
Zfp444	128.000000	512	0	0	0	0
Zfp219	128.000000	512	0	0	0	0
Zbtb10	128.000000	419	0	0	93	0
Tspyl4	128.000000	512	0	0	0	0
Tmem253	128.000000	512	0	0	0	0
Tfb2m	128.000000	512	0	0	0	0
Stub1	128.000000	389	0	0	123	0
Sqstm1	128.000000	512	0	0	0	0
Rhbdl1	128.000000	389	0	0	123	0
Jmjd8	128.000000	389	0	0	123	0
Hsf2	128.000000	0	0	0	512	0
Hdac2	128.000000	350	0	0	162	0
Gpatch3	128.000000	512	0	0	0	0
Dnah6	128.000000	512	0	0	0	0
Cnst	128.000000	512	0	0	0	0
Ccni	128.000000	352	0	0	160	0
2010109A12Rik	128.000000	352	0	0	160	0
Tent4a	127.750000	367	0	0	144	0
Spidr	127.750000	511	0	0	0	0
Psma6	127.750000	359	0	0	152	0
Mre11a	127.750000	511	0	0	0	0
Ankrd49	127.750000	511	0	0	0	0
Ttc27	127.500000	510	0	0	0	0
Tmem215	127.500000	510	0	0	0	0
Tars	127.500000	510	0	0	0	0
Pdk2	127.500000	510	0	0	0	0
Cog6	127.500000	365	0	0	145	0
Lta4h	127.250000	509	0	0	0	0
Dpf1	127.250000	351	0	0	158	0
Dazap2	127.250000	362	0	0	147	0
Zfp87	127.000000	508	0	0	0	0
Klf5	127.000000	508	0	0	0	0
Asxl3	127.000000	372	0	0	136	0
Snap29	126.750000	507	0	0	0	0
Sav1	126.750000	0	0	0	507	0
Rbbp5	126.750000	507	0	0	0	0
Pi4ka	126.750000	507	0	0	0	0
Ntmt1	126.750000	507	0	0	0	0
Nsun4	126.750000	507	0	0	0	0
Neurl4	126.750000	507	0	0	0	0
Gata2	126.750000	507	0	0	0	0
2810408A11Rik	126.750000	507	0	0	0	0
Wdr88	126.500000	506	0	0	0	0
Ppp2r5e	126.500000	506	0	0	0	0
Polr2f	126.500000	506	0	0	0	0
Gpn2	126.500000	506	0	0	0	0
1700088E04Rik	126.500000	506	0	0	0	0
Zmynd10	126.250000	505	0	0	0	0
Zfp871	126.250000	505	0	0	0	0
Wasf1	126.250000	505	0	0	0	0
Tomm20l	126.250000	376	0	0	129	0
Smco2	126.250000	505	0	0	0	0
Pi4k2b	126.250000	355	0	0	150	0
Nprl2	126.250000	505	0	0	0	0
Ddx10	126.250000	505	0	0	0	0
Cyb561d2	126.250000	505	0	0	0	0
Cdc40	126.250000	505	0	0	0	0
Yipf5	126.000000	420	0	0	84	0
Rad51ap1	126.000000	504	0	0	0	0
D6Wsu163e	126.000000	504	0	0	0	0
Ccdc17	126.000000	504	0	0	0	0
Rbm25	125.750000	503	0	0	0	0
Kifbp	125.750000	503	0	0	0	0
Alg14	125.750000	503	0	0	0	0
Xrcc4	125.500000	502	0	0	0	0
Tmem167	125.500000	502	0	0	0	0
Rab5if	125.500000	321	0	0	181	0
R3hcc1l	125.500000	385	0	0	117	0
Lyrm7	125.500000	502	0	0	0	0
Fbxo25	125.500000	502	0	0	0	0
Dlat	125.500000	502	0	0	0	0
Coq10a	125.500000	502	0	0	0	0
Arrdc2	125.500000	316	0	0	186	0
Anp32e	125.500000	502	0	0	0	0
Zfyve19	125.250000	501	0	0	0	0
Nupl1	125.250000	501	0	0	0	0
Gpkow	125.250000	501	0	0	0	0
Dnajc17	125.250000	501	0	0	0	0
4930544G11Rik	125.250000	501	0	0	0	0
1810030O07Rik	125.250000	501	0	0	0	0
Smad5	125.000000	0	0	0	500	0
Pfdn2	125.000000	500	0	0	0	0
Pcyox1l	125.000000	299	0	0	201	0
Nit1	125.000000	500	0	0	0	0
Fmn2	125.000000	500	0	0	0	0
Arfgap2	125.000000	500	0	0	0	0
Kmt2c	124.750000	499	0	0	0	0
Klf6	124.750000	499	0	0	0	0
Faim	124.750000	383	0	0	116	0
Dnah7c	124.750000	499	0	0	0	0
Crbn	124.750000	382	0	0	117	0
Coq9	124.750000	499	0	0	0	0
Ciapin1	124.750000	499	0	0	0	0
Alkbh8	124.750000	499	0	0	0	0
Zcchc7	124.500000	498	0	0	0	0
Taok1	124.500000	498	0	0	0	0
Rpusd4	124.500000	400	0	0	98	0
Nt5dc3	124.500000	390	0	0	108	0
Mrpl24	124.500000	498	0	0	0	0
Fam118b	124.500000	400	0	0	98	0
Atxn10	124.500000	498	0	0	0	0
Sox13	124.250000	403	0	0	94	0
Sgf29	124.250000	497	0	0	0	0
Rfwd3	124.250000	497	0	0	0	0
Pgbd5	124.250000	398	0	0	99	0
Hint1	124.250000	216	0	0	281	0
Dek	124.250000	376	0	0	121	0
Cry2	124.250000	403	0	0	94	0
Blvra	124.250000	497	0	0	0	0
Rragc	124.000000	496	0	0	0	0
Med16	124.000000	371	0	0	125	0
Grb2	124.000000	496	0	0	0	0
Cfdp1	124.000000	496	0	0	0	0
Synj2bp	123.750000	495	0	0	0	0
Sec24d	123.750000	405	0	0	90	0
Hmgxb4	123.750000	495	0	0	0	0
Gm20498	123.750000	495	0	0	0	0
Sirt6	123.500000	0	0	0	494	0
Myo5a	123.500000	494	0	0	0	0
Eif4h	123.500000	100	0	0	394	0
Ankrd24	123.500000	0	0	0	494	0
Spata5	123.250000	493	0	0	0	0
Nudt6	123.250000	493	0	0	0	0
Kif11	123.250000	347	0	0	146	0
Gsk3a	123.250000	493	0	0	0	0
Dph5	123.250000	493	0	0	0	0
Sertad3	123.000000	492	0	0	0	0
Rcc2	123.000000	217	0	0	275	0
Pigs	123.000000	492	0	0	0	0
Huwe1	123.000000	492	0	0	0	0
H3c13	123.000000	360	0	0	132	0
H2bc18	123.000000	360	0	0	132	0
Fryl	123.000000	371	0	0	121	0
Fam20b	123.000000	263	0	0	229	0
Ccdc86	123.000000	492	0	0	0	0
Aldoc	123.000000	492	0	0	0	0
Ticrr	122.750000	491	0	0	0	0
Prss44	122.750000	491	0	0	0	0
Ppp1r35	122.750000	399	0	0	92	0
Dpp8	122.750000	491	0	0	0	0
Ccl27a	122.750000	362	0	0	129	0
Bcap29	122.750000	303	0	0	188	0
Yipf4	122.500000	490	0	0	0	0
Wdr34	122.500000	490	0	0	0	0
Lipg	122.500000	490	0	0	0	0
Kif5a	122.500000	490	0	0	0	0
Dctn2	122.500000	490	0	0	0	0
Aqp11	122.500000	363	0	0	127	0
Zscan21	122.250000	489	0	0	0	0
Zer1	122.250000	489	0	0	0	0
Ythdc1	122.250000	489	0	0	0	0
Tnfaip2	122.250000	489	0	0	0	0
Tmem147	122.250000	489	0	0	0	0
Tle3	122.250000	489	0	0	0	0
Slc12a5	122.250000	365	0	0	124	0
Ero1b	122.250000	489	0	0	0	0
Chchd6	122.250000	489	0	0	0	0
Cc2d1a	122.250000	489	0	0	0	0
Bcas3	122.250000	489	0	0	0	0
4930432K21Rik	122.250000	489	0	0	0	0
Ubtf	122.000000	357	0	0	131	0
Poc1a	122.000000	329	0	0	159	0
Pcmt1	122.000000	488	0	0	0	0
Nrip3	122.000000	488	0	0	0	0
Lats1	122.000000	488	0	0	0	0
Lamp1	122.000000	364	0	0	124	0
Ddit4	122.000000	488	0	0	0	0
Trappc9	121.750000	487	0	0	0	0
Taf6l	121.750000	487	0	0	0	0
Phf13	121.750000	487	0	0	0	0
Ldb3	121.750000	487	0	0	0	0
Stx6	121.500000	486	0	0	0	0
Slc35b2	121.500000	486	0	0	0	0
Polr2b	121.500000	330	0	0	156	0
Olfr750	121.500000	486	0	0	0	0
Noa1	121.500000	330	0	0	156	0
Ireb2	121.500000	486	0	0	0	0
Gmeb2	121.500000	231	0	0	255	0
Epn1	121.500000	486	0	0	0	0
Dhx8	121.500000	486	0	0	0	0
Tmtc3	121.250000	485	0	0	0	0
Snrpg	121.250000	485	0	0	0	0
Maea	121.250000	485	0	0	0	0
Izumo1	121.250000	123	0	0	362	0
Cep290	121.250000	485	0	0	0	0
Adam19	121.250000	485	0	0	0	0
Stox1	121.000000	253	0	0	231	0
Smc6	121.000000	484	0	0	0	0
Slbp	121.000000	484	0	0	0	0
Rem2	121.000000	484	0	0	0	0
Mtmr9	121.000000	378	0	0	106	0
Kcnj1	121.000000	484	0	0	0	0
Kansl1	121.000000	340	0	0	144	0
Gen1	121.000000	484	0	0	0	0
Endod1	121.000000	373	0	0	111	0
Clptm1l	121.000000	484	0	0	0	0
Capns2	121.000000	484	0	0	0	0
Ajuba	121.000000	270	0	0	214	0
Sgpp2	120.750000	346	0	0	137	0
Rbm48	120.750000	483	0	0	0	0
Pex1	120.750000	483	0	0	0	0
Kif13b	120.750000	483	0	0	0	0
Dld	120.750000	483	0	0	0	0
Ccdc150	120.750000	483	0	0	0	0
Afg1l	120.750000	259	0	0	224	0
Robo3	120.500000	482	0	0	0	0
Ovca2	120.500000	482	0	0	0	0
Lrrc57	120.500000	482	0	0	0	0
Ldah	120.500000	482	0	0	0	0
Kti12	120.500000	482	0	0	0	0
Itm2c	120.500000	482	0	0	0	0
Hsd17b7	120.500000	482	0	0	0	0
Hic1	120.500000	482	0	0	0	0
Haus2	120.500000	482	0	0	0	0
Cox5a	120.500000	280	0	0	202	0
Arid3b	120.500000	482	0	0	0	0
4930579F01Rik	120.500000	482	0	0	0	0
Ulk1	120.250000	364	0	0	117	0
Rptor	120.250000	481	0	0	0	0
Rpl8	120.250000	481	0	0	0	0
Elmod2	120.250000	481	0	0	0	0
Dnajc18	120.250000	481	0	0	0	0
Commd5	120.250000	481	0	0	0	0
Cfap20dc	120.250000	481	0	0	0	0
Snap91	120.000000	312	0	0	168	0
Ier5l	120.000000	480	0	0	0	0
Gtf2a1	120.000000	326	0	0	154	0
En2	120.000000	219	0	0	261	0
Cadm1	120.000000	480	0	0	0	0
Zfp189	119.750000	479	0	0	0	0
Ppp1r37	119.750000	479	0	0	0	0
Mrpl50	119.750000	479	0	0	0	0
Kat6a	119.750000	337	0	0	142	0
Fkbp3	119.750000	357	0	0	122	0
Fancm	119.750000	357	0	0	122	0
Dyrk1b	119.750000	479	0	0	0	0
Cutc	119.750000	245	0	0	234	0
Cox15	119.750000	245	0	0	234	0
Tmem249	119.500000	478	0	0	0	0
Smoc1	119.500000	478	0	0	0	0
Slc52a2	119.500000	478	0	0	0	0
Slc25a2	119.500000	478	0	0	0	0
Hmga2	119.500000	271	0	0	207	0
Fbxl6	119.500000	478	0	0	0	0
Cpq	119.500000	478	0	0	0	0
Ccne2	119.500000	357	0	0	121	0
Tmem251	119.250000	477	0	0	0	0
Smim13	119.250000	477	0	0	0	0
Prkar1b	119.250000	477	0	0	0	0
Moap1	119.250000	477	0	0	0	0
Dnaaf5	119.250000	477	0	0	0	0
Bcat2	119.250000	477	0	0	0	0
Atp2b4	119.250000	173	147	157	0	0
Zfp583	119.000000	476	0	0	0	0
Prcc	119.000000	476	0	0	0	0
Odf2l	119.000000	476	0	0	0	0
Lpin1	119.000000	476	0	0	0	0
Foxo6	119.000000	332	0	0	144	0
Xndc1	118.750000	475	0	0	0	0
Terf1	118.750000	379	0	0	96	0
She	118.750000	475	0	0	0	0
Rpusd1	118.750000	475	0	0	0	0
Rnf121	118.750000	475	0	0	0	0
Psmg2	118.750000	285	0	0	190	0
Mid1	118.750000	475	0	0	0	0
Kcnc1	118.750000	475	0	0	0	0
Gm5795	118.750000	348	0	0	127	0
Foxo4	118.750000	475	0	0	0	0
Chtf18	118.750000	475	0	0	0	0
Cep76	118.750000	285	0	0	190	0
Zwilch	118.500000	474	0	0	0	0
Ssbp3	118.500000	289	0	0	185	0
Rpl4	118.500000	474	0	0	0	0
Polr3gl	118.500000	474	0	0	0	0
Klhl15	118.500000	474	0	0	0	0
Gid8	118.500000	474	0	0	0	0
Ecsit	118.500000	474	0	0	0	0
Dis3l2	118.500000	474	0	0	0	0
Dido1	118.500000	474	0	0	0	0
Dctpp1	118.500000	474	0	0	0	0
Appbp2	118.500000	474	0	0	0	0
Ankrd34a	118.500000	474	0	0	0	0
Smarcd1	118.250000	473	0	0	0	0
Cdt1	118.250000	473	0	0	0	0
Il2rg	118.000000	371	0	0	101	0
Ift46	118.000000	472	0	0	0	0
Gm614	118.000000	371	0	0	101	0
Brd4	118.000000	324	0	0	148	0
Atf7	118.000000	472	0	0	0	0
Yes1	117.750000	369	0	0	102	0
Tarbp2	117.750000	471	0	0	0	0
