Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Stard4	366.750000	565	270	335	297	0
Mid1ip1	366.750000	182	427	348	510	0
2010315B03Rik	366.750000	267	473	368	359	0
Zfp707	366.500000	246	619	311	290	0
Sugct	366.250000	551	495	185	234	0
Mplkip	366.250000	551	495	185	234	0
Stk25	366.000000	257	404	468	335	0
Rpl7	366.000000	194	262	425	583	0
Rpain	366.000000	331	423	369	341	0
Rdh10	366.000000	194	262	425	583	0
Mef2a	366.000000	270	343	422	429	0
Cstf2	366.000000	180	464	459	361	0
Zfp445	365.750000	207	350	455	451	0
Uhrf1bp1l	365.500000	293	213	434	522	0
Rab1a	365.500000	359	342	297	464	0
Gramd1a	365.500000	406	161	342	553	0
Ep300	365.500000	374	256	425	407	0
Zfp267	365.250000	210	228	556	467	0
Wdr59	365.000000	259	511	382	308	0
Tmem260	365.000000	330	228	456	446	0
Rspry1	365.000000	260	467	403	330	0
Psme3ip1	365.000000	260	467	403	330	0
Hivep1	365.000000	325	163	356	616	0
Trpv2	364.750000	728	731	0	0	0
Scd2	364.750000	317	643	196	303	0
Dtnbp1	364.750000	233	409	407	410	0
Atp5j2	364.750000	317	515	344	283	0
Whamm	364.500000	178	349	465	466	0
Pink1	364.500000	260	461	244	493	0
N4bp1	364.500000	126	322	657	353	0
Kif1b	364.500000	215	302	300	641	0
Fsd2	364.500000	178	349	465	466	0
Dapk3	364.500000	309	410	343	396	0
Aggf1	364.500000	244	555	244	415	0
Tmem87b	364.250000	321	486	404	246	0
Tmem19	364.250000	276	491	379	311	0
Pam16	364.250000	306	294	388	469	0
Ccdc17	364.250000	408	566	221	262	0
Rnf10	364.000000	414	546	201	295	0
Ptch1	364.000000	324	346	331	455	0
Phip	364.000000	329	468	354	305	0
Mcur1	364.000000	290	433	371	362	0
Map4	364.000000	228	484	371	373	0
Itsn2	364.000000	232	671	310	243	0
Xpr1	363.750000	362	241	428	424	0
Tnks1bp1	363.750000	705	361	176	213	0
Mcl1	363.750000	241	377	348	489	0
Gm6710	363.750000	266	248	365	576	0
Gm14391	363.750000	266	248	365	576	0
Uvssa	363.500000	210	584	345	315	0
Tmcc1	363.500000	326	395	458	275	0
Tbc1d2b	363.500000	0	178	639	637	0
Stk36	363.500000	631	491	179	153	0
Spcs1	363.500000	407	360	354	333	0
Rnf25	363.500000	631	491	179	153	0
Ppp1ccb	363.500000	425	391	243	395	0
Ppp1cc	363.500000	425	391	243	395	0
Mideas	363.500000	293	307	488	366	0
H2bc21	363.500000	203	355	382	514	0
H2ac21	363.500000	203	355	382	514	0
H2ac20	363.500000	203	355	382	514	0
Glt8d1	363.500000	407	360	354	333	0
Tesmin	363.250000	300	1153	0	0	0
Map2k2	363.250000	276	330	443	404	0
Cnot1	363.250000	400	692	189	172	0
Aifm1	363.250000	187	773	228	265	0
Ahnak2	363.250000	190	557	484	222	0
Tnks	363.000000	227	486	475	264	0
Sars2	363.000000	359	371	387	335	0
Rnf24	363.000000	205	191	500	556	0
Mrps12	363.000000	359	371	387	335	0
Hipk1	363.000000	228	452	338	434	0
Slc12a4	362.750000	205	186	724	336	0
Ago1	362.750000	138	450	339	524	0
Samd14	362.500000	177	850	193	230	0
Rusc2	362.500000	0	302	488	660	0
Rrm2b	362.500000	314	333	395	408	0
Mob4	362.500000	223	353	418	456	0
Gadd45b	362.500000	305	559	214	372	0
Uqcrfs1	362.250000	350	453	320	326	0
Trip10	362.250000	270	267	505	407	0
Ppp1r15a	362.250000	252	330	381	486	0
Plekha4	362.250000	252	330	381	486	0
Gpr108	362.250000	270	267	505	407	0
Ccdc30	362.250000	1257	0	0	192	0
Atp8b5	362.250000	320	641	237	251	0
Commd5	362.000000	267	435	359	387	0
Ufl1	361.750000	215	530	359	343	0
Tmem30a	361.750000	381	172	361	533	0
Rabggtb	361.750000	379	252	390	426	0
Usp40	361.500000	278	214	482	472	0
Rab21	361.500000	178	455	450	363	0
Mfap3l	361.500000	425	0	515	506	0
Hectd4	361.500000	307	286	504	349	0
Dld	361.500000	310	466	318	352	0
Rgmb	361.250000	238	0	624	583	0
Rab11fip1	361.250000	545	499	196	205	0
9130008F23Rik	361.250000	0	172	597	676	0
Usp38	361.000000	303	372	421	348	0
Rps3	361.000000	380	466	357	241	0
Mpv17	361.000000	568	457	225	194	0
Mknk2	361.000000	167	556	227	494	0
Zfand2b	360.750000	341	273	407	422	0
Wdfy2	360.750000	288	499	347	309	0
Trappc5	360.750000	218	634	214	377	0
Tor1a	360.750000	461	343	390	249	0
Snx14	360.750000	219	413	470	341	0
Rela	360.750000	223	418	469	333	0
Ptpmt1	360.750000	180	221	488	554	0
Msh3	360.750000	372	323	357	391	0
Fcor	360.750000	218	634	214	377	0
Dhfr	360.750000	372	323	357	391	0
Cbll1	360.750000	284	573	333	253	0
Tspyl2	360.500000	277	430	398	337	0
Trim24	360.500000	170	233	466	573	0
Slc17a7	360.500000	268	706	169	299	0
Sfr1	360.500000	378	370	298	396	0
Serhl	360.500000	353	337	406	346	0
Sema3b	360.500000	355	616	181	290	0
Qk	360.000000	250	350	488	352	0
Ndufs2	360.000000	339	636	253	212	0
Kctd6	360.000000	140	805	280	215	0
Aldh1l2	360.000000	0	269	642	529	0
Adamts4	360.000000	339	636	253	212	0
Supt6	359.750000	222	380	356	481	0
Slc41a1	359.750000	300	381	382	376	0
Sdf2	359.750000	222	380	356	481	0
Cep126	359.750000	0	0	711	728	0
Ccdc194	359.750000	377	434	213	415	0
Bbs7	359.750000	456	0	542	441	0
Zfp952	359.500000	299	495	281	363	0
Odf2l	359.500000	359	268	402	409	0
Ndufb8	359.500000	285	453	335	365	0
Hspa4l	359.500000	440	245	384	369	0
Rybp	359.250000	147	247	524	519	0
Maea	359.250000	263	428	343	403	0
Nab2	359.000000	224	211	524	477	0
H4c3	359.000000	447	571	191	227	0
H1f6	359.000000	447	571	191	227	0
Wdr24	358.750000	505	638	167	125	0
Phc2	358.750000	377	412	346	300	0
Dync1h1	358.750000	217	230	428	560	0
Tollip	358.500000	146	333	433	522	0
Eif1b	358.500000	203	328	356	547	0
E130308A19Rik	358.500000	276	204	438	516	0
Zfp318	358.250000	154	310	560	409	0
Yaf2	358.250000	175	259	503	496	0
Spire1	358.250000	218	342	451	422	0
Zfp664	358.000000	504	222	350	356	0
Tmem126b	358.000000	303	495	303	331	0
Ssu72	358.000000	236	344	419	433	0
Spaca6	358.000000	0	1132	134	166	0
Snrnp70	358.000000	397	601	200	234	0
Slc25a51	358.000000	365	448	324	295	0
Prpf8	358.000000	290	478	220	444	0
Ppil2	358.000000	440	405	270	317	0
Mark2	358.000000	345	583	254	250	0
Ccdc92	358.000000	504	222	350	356	0
Tex22	357.750000	472	959	0	0	0
Nsmce3	357.750000	234	295	463	439	0
Haus7	357.750000	266	358	434	373	0
Cbl	357.750000	208	390	372	461	0
Npc1	357.500000	269	355	298	508	0
Cdc23	357.500000	289	237	394	510	0
Vangl1	357.250000	0	0	606	823	0
Slc25a10	357.250000	350	503	282	294	0
Ndufb4	357.250000	160	512	335	422	0
Mccc2	357.250000	691	738	0	0	0
Kras	357.250000	325	432	386	286	0
Psme2	357.000000	273	417	492	246	0
Otulinl	357.000000	225	0	699	504	0
Rps15a	356.750000	402	203	349	473	0
Nrf1	356.750000	99	192	679	457	0
Nkiras2	356.750000	490	397	247	293	0
Nectin2	356.750000	352	411	298	366	0
Dnajc7	356.750000	490	397	247	293	0
Bicd2	356.750000	260	353	379	435	0
Prps1	356.500000	210	436	358	422	0
Col5a3	356.500000	214	1212	0	0	0
Acer3	356.500000	203	215	392	616	0
Acbd5	356.500000	296	423	380	327	0
Osbpl3	356.250000	215	663	259	288	0
Map9	356.250000	0	0	689	736	0
Bbs9	356.250000	391	1034	0	0	0
Pld6	356.000000	0	1424	0	0	0
Myd88	356.000000	212	440	377	395	0
Cep97	356.000000	395	497	258	274	0
Acaa1a	356.000000	212	440	377	395	0
Rdh14	355.750000	251	329	325	518	0
Maml3	355.750000	178	391	445	409	0
Dop1b	355.750000	233	595	323	272	0
Cdkn2aip	355.750000	273	365	363	422	0
Ak3	355.750000	300	450	268	405	0
Trappc6a	355.500000	213	261	553	395	0
Trappc3	355.500000	316	432	308	366	0
Bloc1s3	355.500000	213	261	553	395	0
Wdsub1	355.250000	329	235	325	532	0
Polr2m	355.250000	326	414	302	379	0
Pcnx4	355.250000	233	300	468	420	0
Anp32e	355.250000	168	379	419	455	0
Tm7sf3	355.000000	270	628	287	235	0
Isg15	355.000000	120	491	422	387	0
Ankrd34a	355.000000	341	540	204	335	0
Als2	355.000000	331	288	402	399	0
Agrn	355.000000	120	491	422	387	0
Aebp2	355.000000	206	400	516	298	0
Tph1	354.750000	220	392	303	504	0
Rpl6	354.750000	380	440	219	380	0
Naxe	354.750000	213	320	422	464	0
E2f4	354.750000	233	344	464	378	0
Arnt	354.750000	238	417	374	390	0
Mlf2	354.500000	287	561	306	264	0
Iah1	354.500000	307	126	490	495	0
Stt3a	354.250000	233	324	435	425	0
Sh3pxd2a	354.250000	195	0	598	624	0
Rnf181	354.250000	320	327	329	441	0
Rab8b	354.250000	442	377	277	321	0
Poc1a	354.250000	382	414	339	282	0
Mvb12a	354.250000	343	290	367	417	0
Csnk2a2	354.250000	320	198	376	523	0
Klf5	354.000000	72	425	416	503	0
Dhrs7	354.000000	279	333	374	430	0
Actn4	354.000000	238	234	488	456	0
Tbc1d12	353.750000	172	381	447	415	0
Sfswap	353.750000	236	428	365	386	0
Kazald1	353.750000	264	597	193	361	0
Idnk	353.750000	214	286	440	475	0
Atp2b4	353.750000	615	800	0	0	0
Arl13b	353.750000	411	304	317	383	0
Tulp2	353.500000	303	299	437	375	0
Tsku	353.500000	202	121	509	582	0
Tns3	353.500000	215	0	464	735	0
Prc1	353.500000	297	413	332	372	0
Myl12a	353.500000	213	332	378	491	0
Mtfr1	353.500000	277	277	485	375	0
4930430F08Rik	353.500000	0	445	390	579	0
1700017N19Rik	353.500000	0	445	390	579	0
Zfp609	353.250000	295	416	418	284	0
Zbtb21	353.250000	378	262	312	461	0
Sf3a2	353.250000	226	340	400	447	0
Ppp2r2a	353.250000	256	430	372	355	0
Plekhj1	353.250000	226	340	400	447	0
Ddx19b	353.250000	477	602	186	148	0
Tapt1	353.000000	0	651	373	388	0
Samd10	353.000000	447	576	177	212	0
Reep3	353.000000	412	0	457	543	0
Rcn1	353.000000	225	209	465	513	0
Prpf6	353.000000	447	576	177	212	0
Nek7	353.000000	198	434	435	345	0
Smim11	352.750000	482	546	180	203	0
Sf3b6	352.750000	366	510	259	276	0
Rabac1	352.750000	322	490	340	259	0
Ninl	352.750000	200	152	574	485	0
Igtp	352.750000	509	549	150	203	0
Efcab2	352.750000	152	509	424	326	0
Zfp954	352.500000	301	267	421	421	0
Praf2	352.500000	371	714	198	127	0
Ggact	352.500000	470	421	261	258	0
Dzip3	352.500000	432	246	361	371	0
Cip2a	352.500000	432	246	361	371	0
Bnip3l	352.500000	350	323	433	304	0
Arhgef4	352.500000	865	545	0	0	0
Zfp592	352.250000	436	357	348	268	0
Sugt1	352.250000	468	388	263	290	0
Rab6a	352.250000	177	279	575	378	0
Kash5	352.250000	293	1116	0	0	0
Hmgcr	352.250000	242	521	265	381	0
Ube2h	352.000000	165	250	512	481	0
Syt11	352.000000	182	273	508	445	0
Scp2	352.000000	244	215	502	447	0
Lrch3	352.000000	293	342	413	360	0
Kctd3	352.000000	149	281	508	470	0
Galnt11	352.000000	304	403	267	434	0
Ubc	351.750000	394	380	350	283	0
Tango2	351.750000	266	345	459	337	0
Sinhcaf	351.750000	248	239	316	604	0
Mgat4b	351.750000	180	348	407	472	0
Gpd1l	351.750000	245	0	611	551	0
Fkbp3	351.750000	193	254	472	488	0
Fancm	351.750000	193	254	472	488	0
Rnf157	351.500000	169	208	564	465	0
Rbm15	351.500000	203	411	389	403	0
Ncoa3	351.500000	286	575	263	282	0
Med31	351.500000	520	542	194	150	0
4930563E22Rik	351.500000	520	542	194	150	0
Ust	351.250000	0	0	660	745	0
Supt16	351.250000	294	379	310	422	0
Slc6a6	351.250000	261	259	410	475	0
Pex2	351.250000	349	240	372	444	0
Pcnx3	351.250000	452	434	218	301	0
Nanp	351.250000	196	524	386	299	0
Map3k11	351.250000	452	434	218	301	0
Lcmt2	351.250000	448	323	438	196	0
Fam111a	351.250000	372	581	248	204	0
Cyb561d1	351.250000	267	351	400	387	0
Adal	351.250000	448	323	438	196	0
Yeats4	351.000000	297	271	430	406	0
Snap25	351.000000	0	0	815	589	0
Ppp2r1b	351.000000	133	155	511	605	0
Myo1d	351.000000	223	453	345	383	0
Mettl26	351.000000	335	396	425	248	0
Git2	351.000000	221	242	453	488	0
Fhl2	351.000000	253	0	525	626	0
E2f2	351.000000	141	233	424	606	0
D030056L22Rik	351.000000	202	281	507	414	0
Ankrd13a	351.000000	221	242	453	488	0
Uqcrc2	350.750000	256	479	343	325	0
Sord	350.750000	289	633	172	309	0
Ralgapb	350.750000	308	383	292	420	0
Mlh1	350.750000	595	213	240	355	0
Ints13	350.750000	192	331	390	490	0
Ino80c	350.750000	400	524	278	201	0
Hacd2	350.750000	275	221	504	403	0
Fgfr1op2	350.750000	192	331	390	490	0
Epm2aip1	350.750000	595	213	240	355	0
Dynlt1a	350.750000	188	404	478	333	0
Coq10a	350.750000	181	285	361	576	0
Zc3h12a	350.500000	396	316	285	405	0
Tmem189	350.500000	355	313	369	365	0
Ireb2	350.500000	505	297	255	345	0
Ccdc124	350.500000	352	507	340	203	0
Tgfbr1	350.250000	144	194	530	533	0
Phc1	350.250000	535	317	281	268	0
Agpat4	350.250000	418	227	329	427	0
Pkia	350.000000	0	0	909	491	0
Pars2	350.000000	258	333	378	431	0
Leprot	350.000000	155	214	456	575	0
Foxp1	350.000000	282	387	397	334	0
Fmnl3	350.000000	254	0	623	523	0
Cltb	350.000000	196	153	398	653	0
Zfp949	349.750000	406	659	123	211	0
Zfp58	349.750000	342	578	257	222	0
Mon2	349.750000	204	264	387	544	0
Ccdc174	349.750000	433	495	193	278	0
Capzb	349.750000	421	242	254	482	0
Tmem218	349.500000	638	514	131	115	0
Sp2	349.500000	461	518	200	219	0
Ranbp3	349.500000	216	371	400	411	0
Phlda3	349.500000	275	197	547	379	0
Lrp6	349.500000	291	205	403	499	0
Cep70	349.500000	265	339	377	417	0
Nsd3	349.250000	166	268	444	519	0
Letm2	349.250000	166	268	444	519	0
Iqsec3	349.250000	928	354	115	0	0
Hibch	349.250000	357	319	374	347	0
Glrx2	349.250000	153	220	411	613	0
Cbx7	349.250000	319	475	230	373	0
Bloc1s6	349.250000	406	473	200	318	0
Abcb7	349.250000	223	167	609	398	0
Ncor2	349.000000	169	336	444	447	0
Irgm2	349.000000	451	519	123	303	0
Emsy	349.000000	211	224	480	481	0
Cdkn1b	349.000000	244	361	371	420	0
Bmpr2	349.000000	135	191	472	598	0
Srebf2	348.500000	150	210	485	549	0
Polm	348.500000	217	719	199	259	0
Dusp2	348.500000	338	721	335	0	0
Dstn	348.500000	290	411	292	401	0
Astl	348.500000	338	721	335	0	0
5730455P16Rik	348.500000	514	463	218	199	0
Ttll13	348.250000	579	402	228	184	0
Zfp90	347.750000	232	246	507	406	0
Tcta	347.750000	355	549	226	261	0
Rhoa	347.750000	355	549	226	261	0
Mblac1	347.750000	0	418	441	532	0
Dnajc12	347.750000	414	539	197	241	0
Zfp458	347.500000	320	529	225	316	0
Tead4	347.500000	0	0	644	746	0
Tarbp2	347.500000	255	353	304	478	0
Sox4	347.500000	321	0	471	598	0
Pds5a	347.500000	218	251	512	409	0
Nedd9	347.250000	584	203	339	263	0
Cmtm6	347.250000	285	343	348	413	0
Aar2	347.250000	316	554	280	239	0
Stk38	347.000000	178	381	426	403	0
Homez	347.000000	343	351	411	283	0
Cant1	347.000000	309	614	242	223	0
Akirin2	347.000000	211	601	367	209	0
Spopl	346.750000	308	224	358	497	0
Sf3b3	346.750000	356	283	306	442	0
Ring1	346.750000	261	312	430	384	0
Ndufb3	346.750000	311	378	356	342	0
Fam98c	346.750000	190	392	287	518	0
Fam126b	346.750000	311	378	356	342	0
Cog4	346.750000	356	283	306	442	0
Ap3m2	346.750000	380	472	302	233	0
Zbtb43	346.500000	236	543	316	291	0
Tia1	346.500000	321	281	412	372	0
Scaf8	346.500000	183	305	493	405	0
Ppp1cb	346.500000	195	266	490	435	0
Gtf3c2	346.500000	213	474	334	365	0
Snx4	346.250000	269	157	431	528	0
Rflnb	346.250000	174	274	363	574	0
Rasl11b	346.250000	202	96	435	652	0
Prmt9	346.250000	226	302	407	450	0
Fut7	346.250000	206	313	405	461	0
Cic	346.250000	383	400	310	292	0
Abca2	346.250000	206	313	405	461	0
Wrnip1	346.000000	252	467	320	345	0
Tap2	346.000000	276	490	279	339	0
Stau1	346.000000	186	338	512	348	0
Grb2	346.000000	269	412	380	323	0
Tmf1	345.750000	318	391	348	326	0
Slc25a13	345.750000	0	244	679	460	0
Pspc1	345.750000	491	322	320	250	0
Npcd	345.750000	431	290	386	276	0
Hyi	345.750000	325	401	281	376	0
Filip1l	345.750000	192	271	404	516	0
Cbx6	345.750000	431	290	386	276	0
Znrd1as	345.500000	518	321	282	261	0
Znrd1	345.500000	518	321	282	261	0
Secisbp2l	345.500000	271	270	499	342	0
Ints8	345.500000	189	345	458	390	0
Elavl2	345.250000	0	0	633	748	0
Cdkl4	345.250000	1067	314	0	0	0
Trerf1	345.000000	0	478	593	309	0
Tbc1d23	345.000000	290	647	205	238	0
Osgin2	345.000000	191	310	414	465	0
Mtres1	345.000000	371	323	327	359	0
Ccdc14	345.000000	302	348	382	348	0
Zfp983	344.750000	280	340	394	365	0
Tmem158	344.750000	189	202	543	445	0
Ssr4	344.750000	295	494	355	235	0
Porcn	344.750000	0	533	322	524	0
Mok	344.750000	791	249	229	110	0
Idh3g	344.750000	295	494	355	235	0
Actr8	344.750000	360	599	247	173	0
Sumo1	344.500000	256	538	247	337	0
Rhno1	344.500000	251	279	512	336	0
Neurod4	344.500000	659	390	0	329	0
Map4k5	344.500000	257	263	442	416	0
Lig4	344.500000	337	391	377	273	0
Foxm1	344.500000	251	279	512	336	0
Atl1	344.500000	257	263	442	416	0
Arpc1a	344.500000	305	477	316	280	0
Abhd13	344.500000	337	391	377	273	0
Pex7	344.250000	191	319	411	456	0
Hsbp1	344.250000	373	626	158	220	0
Zfp433	344.000000	270	293	442	371	0
Vcl	344.000000	216	355	378	427	0
Sgpp1	344.000000	206	403	373	394	0
Gm32687	344.000000	270	293	442	371	0
Tmem198b	343.750000	376	385	290	324	0
Rexo4	343.750000	468	439	231	237	0
Dnajc14	343.750000	376	385	290	324	0
Cxxc1	343.750000	330	318	261	466	0
Clasp2	343.750000	298	283	415	379	0
Akr1a1	343.750000	276	337	321	441	0
Tmem59	343.250000	347	380	248	398	0
Tmem35b	343.250000	227	78	438	630	0
Tceanc2	343.250000	347	380	248	398	0
Plk1	343.250000	327	436	347	263	0
Nup62	343.250000	259	460	391	263	0
Il4i1b	343.250000	259	460	391	263	0
Fbxo3	343.250000	81	812	195	285	0
Atf5	343.250000	259	460	391	263	0
Apobec1	343.250000	544	223	273	333	0
4931422A03Rik	343.250000	81	812	195	285	0
Trip6	343.000000	0	125	575	672	0
Sms	343.000000	196	471	279	426	0
Raf1	343.000000	272	513	295	292	0
Ggt7	343.000000	317	392	328	335	0
Dgkd	343.000000	215	173	577	407	0
Capza2	343.000000	260	144	572	396	0
Acss2	343.000000	317	392	328	335	0
Washc3	342.750000	266	427	181	497	0
Tmx3	342.750000	426	474	265	206	0
Taok1	342.750000	346	525	190	310	0
Pias1	342.750000	328	296	297	450	0
Cog3	342.750000	320	271	374	406	0
Morc3	342.500000	254	342	415	359	0
Hdac7	342.500000	296	391	321	362	0
Elovl3	342.500000	172	904	121	173	0
Bcl7b	342.500000	211	258	361	540	0
Oasl1	342.250000	497	872	0	0	0
Mis18a	342.250000	326	273	385	385	0
Fam107b	342.250000	204	303	459	403	0
Cln6	342.250000	217	276	453	423	0
Abraxas2	342.250000	306	336	473	254	0
Sqstm1	342.000000	251	437	250	430	0
Rarg	342.000000	93	290	518	467	0
Rab10	342.000000	210	317	463	378	0
Ndufv3	342.000000	321	424	310	313	0
Kat5	342.000000	406	494	264	204	0
Tmem128	341.750000	100	466	318	483	0
Scyl3	341.750000	182	325	336	524	0
Primpol	341.750000	245	262	495	365	0
Iqgap1	341.750000	289	354	378	346	0
Dars2	341.750000	267	581	309	210	0
Casp3	341.750000	245	262	495	365	0
Akap7	341.750000	155	381	476	355	0
Pkd2l2	341.500000	853	513	0	0	0
Nfyb	341.500000	159	310	445	452	0
Cfap58	341.500000	1366	0	0	0	0
Car11	341.500000	409	525	278	154	0
Bcl9l	341.500000	124	246	471	525	0
Ube2q2	341.250000	357	531	221	256	0
Thap1	341.250000	272	440	388	265	0
Sh3bgrl3	341.250000	246	513	235	371	0
Pcbd2	341.250000	240	359	416	350	0
Gtpbp8	341.250000	303	483	256	323	0
Eif4enif1	341.250000	436	428	234	267	0
Tuba4a	341.000000	380	408	149	427	0
Prtn3	341.000000	162	849	191	162	0
Med26	341.000000	245	408	458	253	0
Gas7	341.000000	814	0	287	263	0
Dennd10	341.000000	196	386	428	354	0
Csgalnact2	341.000000	214	270	477	403	0
Zfp276	340.750000	423	283	387	270	0
Vps9d1	340.750000	423	283	387	270	0
Vps37a	340.750000	248	373	404	338	0
Rps15	340.750000	327	415	252	369	0
Reep6	340.750000	309	545	202	307	0
Pcsk4	340.750000	309	545	202	307	0
Evi5l	340.750000	357	467	347	192	0
Cnot7	340.750000	248	373	404	338	0
Apc2	340.750000	327	415	252	369	0
Zmat5	340.500000	309	564	215	274	0
Uqcr10	340.500000	309	564	215	274	0
Serpinf1	340.500000	0	0	705	657	0
Rap2a	340.500000	450	262	427	223	0
Mrpl28	340.500000	274	439	326	323	0
Ccndbp1	340.500000	412	382	313	255	0
Capns1	340.500000	279	214	411	458	0
Tmx2	340.250000	261	243	278	579	0
Rasa3	340.250000	185	253	523	400	0
Nphp4	340.250000	309	0	402	650	0
Mtmr14	340.250000	318	474	238	331	0
Med19	340.250000	261	243	278	579	0
Lpcat4	340.250000	242	318	471	330	0
Fam110a	340.250000	454	427	241	239	0
Rpl11	340.000000	193	582	255	330	0
Kat2b	340.000000	316	293	308	443	0
Capza1	340.000000	200	212	404	544	0
Thrap3	339.750000	247	255	474	383	0
Gon4l	339.750000	215	236	449	459	0
Dusp11	339.750000	308	338	317	396	0
Ttc17	339.500000	277	547	219	315	0
Pear1	339.500000	187	0	545	626	0
Leprotl1	339.500000	159	260	466	473	0
Jup	339.500000	0	928	107	323	0
Il4	339.500000	606	752	0	0	0
Aqp11	339.500000	336	245	388	389	0
Taf15	339.250000	325	288	373	371	0
Tesk1	339.000000	398	538	180	240	0
Rasa2	339.000000	212	258	481	405	0
Pias2	339.000000	177	427	321	431	0
Myh10	339.000000	0	459	405	492	0
Lrrk2	339.000000	0	0	597	759	0
Limk1	339.000000	224	230	434	468	0
Jmjd7	339.000000	200	332	386	438	0
Gpsm3	339.000000	305	279	379	393	0
Fhit	339.000000	430	926	0	0	0
Zmynd11	338.750000	150	520	339	346	0
Phrf1	338.750000	319	250	381	405	0
Midn	338.750000	197	548	322	288	0
Casp7	338.750000	202	301	302	550	0
Itprid2	338.500000	185	216	342	611	0
Cers2	338.500000	121	340	408	485	0
Atxn2l	338.500000	241	457	345	311	0
Anxa9	338.500000	121	340	408	485	0
Abtb2	338.500000	253	94	365	642	0
Zfp266	338.250000	231	498	344	280	0
Tm2d2	338.250000	253	197	509	394	0
Nfyc	338.250000	192	316	451	394	0
Gpank1	338.250000	312	342	397	302	0
D17H6S53E	338.250000	312	342	397	302	0
Csnk2b	338.250000	312	342	397	302	0
Adam9	338.250000	253	197	509	394	0
Sptbn1	338.000000	579	642	0	131	0
Parvb	338.000000	233	508	206	405	0
Lpin3	338.000000	180	168	505	499	0
Gja10	338.000000	522	502	221	107	0
Zscan12	337.750000	309	468	253	321	0
Sec22a	337.750000	275	382	358	336	0
Rnf125	337.750000	217	433	104	597	0
Mis12	337.750000	293	503	280	275	0
Higd1a	337.750000	242	349	332	428	0
Derl2	337.750000	293	503	280	275	0
Cnnm3	337.750000	237	323	430	361	0
Vdac3	337.500000	178	180	507	485	0
Actr5	337.500000	260	251	446	393	0
Pik3ca	337.250000	218	436	292	403	0
Cyp4f13	337.250000	387	538	216	208	0
Ccdc106	337.250000	394	318	415	222	0
Brd4	337.250000	170	366	400	413	0
Alkbh8	337.250000	241	822	145	141	0
Slc37a1	337.000000	207	1141	0	0	0
Samhd1	337.000000	126	199	526	497	0
Rmi1	337.000000	281	397	348	322	0
Hnrnpk	337.000000	281	397	348	322	0
Dexi	337.000000	417	293	299	339	0
Clpx	337.000000	243	612	262	231	0
Clec16a	337.000000	417	293	299	339	0
Spata45	336.750000	0	81	524	742	0
Plgrkt	336.750000	147	554	304	342	0
Opa3	336.750000	176	346	423	402	0
Gm13288	336.750000	140	671	205	331	0
Gm13287	336.750000	140	671	205	331	0
Cdk9	336.750000	270	282	499	296	0
Pdxp	336.500000	195	1151	0	0	0
Megf9	336.500000	0	246	505	595	0
Fbrs	336.500000	425	511	206	204	0
Bnip5	336.500000	0	363	362	621	0
Uhmk1	336.250000	102	163	510	570	0
Ubl3	336.250000	320	309	253	463	0
Tmem106b	336.250000	201	354	420	370	0
Pcmtd2	336.250000	378	388	266	313	0
Nek8	336.250000	276	261	285	523	0
Kctd18	336.250000	241	383	372	349	0
Il1r1	336.250000	0	452	389	504	0
Fbxl19	336.250000	353	638	169	185	0
Dlgap5	336.250000	465	363	376	141	0
Cdkn2c	336.250000	192	524	274	355	0
Bcar3	336.250000	166	0	441	738	0
St8sia4	336.000000	415	929	0	0	0
Qser1	336.000000	250	262	479	353	0
Arhgap28	336.000000	0	0	659	685	0
Tmem14c	335.750000	294	301	417	331	0
Pick1	335.750000	898	161	144	140	0
Cnpy2	335.750000	348	407	262	326	0
Ccin	335.750000	479	617	0	247	0
2610507B11Rik	335.750000	437	460	233	213	0
Pabpn1	335.500000	201	317	500	324	0
Ttc38	335.250000	550	791	0	0	0
Otub2	335.250000	171	363	347	460	0
Eya3	335.250000	347	329	280	385	0
Rdm1	335.000000	424	648	171	97	0
Klhl8	335.000000	255	200	441	444	0
Iffo2	335.000000	260	276	338	466	0
Dgke	335.000000	231	334	374	401	0
Ttc32	334.750000	476	274	382	207	0
Rnf185	334.750000	349	523	202	265	0
Pde2a	334.750000	492	847	0	0	0
Lysmd4	334.750000	406	471	236	226	0
Ercc6l2	334.750000	569	770	0	0	0
Epb41	334.750000	560	779	0	0	0
Zfp382	334.500000	316	309	390	323	0
Ykt6	334.500000	382	182	419	355	0
Sh3bp5l	334.500000	475	488	130	245	0
Mtrf1	334.500000	453	564	145	176	0
Kifc2	334.500000	353	370	304	311	0
Cyhr1	334.500000	353	370	304	311	0
Zfp68	334.250000	127	363	453	394	0
Prcp	334.250000	213	266	437	421	0
Man2a2	334.250000	262	241	416	418	0
Ddias	334.250000	213	266	437	421	0
A430033K04Rik	334.250000	127	363	453	394	0
Tspan14	334.000000	291	362	368	315	0
Odf3b	334.000000	0	0	0	1336	0
Nptn	334.000000	205	455	345	331	0
Npc2	334.000000	278	379	317	362	0
Isca2	334.000000	278	379	317	362	0
Zfp748	333.750000	263	337	247	488	0
Zfp354c	333.750000	305	608	274	148	0
Stard6	333.750000	193	200	446	496	0
Sra1	333.750000	302	391	317	325	0
4930503L19Rik	333.750000	193	200	446	496	0
Ifitm3	333.500000	246	152	390	546	0
Fxr2	333.500000	265	363	341	365	0
