Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
Cdyl2	300.000000	331	269	0
Zmynd11	299.500000	252	347	0
Prxl2c	299.500000	359	240	0
Ppp1ccb	299.500000	265	334	0
Ppp1cc	299.500000	265	334	0
Morf4l2	299.500000	236	363	0
Efhd2	299.500000	342	257	0
Apln	299.500000	346	253	0
Irf8	299.000000	326	272	0
Ap1ar	299.000000	378	220	0
Cacybp	298.500000	241	356	0
Ubqln1	298.000000	329	267	0
Maff	298.000000	278	318	0
Stx7	297.500000	337	258	0
Rimbp3	297.500000	338	257	0
Rap1b	297.500000	337	258	0
Plod1	297.500000	358	237	0
Parp6	297.500000	400	195	0
Fcgr3	297.500000	236	359	0
2510039O18Rik	297.500000	358	237	0
Ptpn9	297.000000	369	225	0
Hnrnpf	297.000000	260	334	0
Tprgl	296.500000	332	261	0
Stk38l	296.500000	374	219	0
Runx2	296.000000	455	137	0
Itpk1	295.500000	378	213	0
Itgb5	295.500000	278	313	0
Armc8	295.500000	300	291	0
Rcc1	295.000000	202	388	0
Aftph	295.000000	420	170	0
Pnrc1	294.500000	298	291	0
Nsmaf	294.500000	379	210	0
Cdk8	294.500000	406	183	0
Fndc3a	294.000000	417	171	0
Commd3	294.000000	453	135	0
C1qtnf4	294.000000	346	242	0
Bmi1	294.000000	453	135	0
Zbtb38	293.500000	367	220	0
Usp14	293.500000	278	309	0
Trappc10	293.500000	353	234	0
Panx1	293.500000	388	199	0
Ehd1	293.500000	376	211	0
Abcg1	293.500000	267	320	0
Inppl1	293.000000	391	195	0
Unc5a	292.500000	304	281	0
Tbc1d24	292.500000	254	331	0
Ntn3	292.500000	254	331	0
Grin1	292.500000	279	306	0
Il31ra	292.000000	322	262	0
1110008P14Rik	292.000000	291	293	0
Mogs	291.500000	306	277	0
Map1lc3b	291.500000	306	277	0
Gm13290	291.500000	267	316	0
Gm13289	291.500000	267	316	0
Gm13285	291.500000	267	316	0
Ahcyl1	291.500000	291	292	0
Vim	291.000000	286	296	0
Slc45a3	290.500000	424	157	0
Peli2	290.500000	413	168	0
Mllt6	290.500000	406	175	0
Egr3	290.500000	301	280	0
Ube2q2	290.000000	317	263	0
Akap1	290.000000	327	253	0
Pank1	289.500000	260	319	0
Gna13	289.500000	344	235	0
Deptor	289.500000	238	341	0
Ttpal	289.000000	404	174	0
Tgif1	289.000000	334	244	0
Sacm1l	289.000000	247	331	0
Nt5m	289.000000	353	225	0
Vezt	288.500000	314	263	0
Hibadh	288.500000	275	302	0
Fgd6	288.500000	314	263	0
Cdkn2a	288.500000	315	262	0
Ube3c	288.000000	259	317	0
Polr3g	288.000000	307	269	0
Nfix	288.000000	361	215	0
Mblac2	288.000000	307	269	0
Mast2	288.000000	281	295	0
Cited2	288.000000	576	0	0
Aatf	288.000000	295	281	0
Zmym2	287.500000	254	321	0
Zfp277	287.500000	298	277	0
Poli	287.500000	246	329	0
Dock4	287.500000	298	277	0
Cecr2	287.500000	280	295	0
Tmem151b	287.000000	345	229	0
Slc35c1	287.000000	263	311	0
Lrrc73	287.000000	342	232	0
Dipk1b	287.000000	307	267	0
Bri3	287.000000	359	215	0
Tmem268	286.500000	379	194	0
Rassf1	286.500000	189	384	0
Zfp622	286.000000	263	309	0
Stt3b	286.000000	337	235	0
Pfkl	286.000000	279	293	0
Irx5	286.000000	391	181	0
H2bc21	286.000000	232	340	0
H2ac21	286.000000	232	340	0
H2ac20	286.000000	232	340	0
Nr1d2	285.500000	310	261	0
Lsm6	285.500000	355	216	0
Lcor	285.500000	385	186	0
Ankrd37	285.500000	298	273	0
Tpk1	285.000000	289	281	0
Meaf6	284.500000	292	277	0
C9orf72	284.500000	390	179	0
Vinac1	284.000000	335	233	0
Ttl	284.000000	335	233	0
Sdc4	284.000000	152	416	0
Rufy3	284.000000	318	250	0
Ppfibp1	284.000000	316	252	0
Sil1	283.500000	293	274	0
Cbfa2t2	283.500000	355	212	0
Trp53i13	283.000000	268	298	0
Tmeff1	283.000000	371	195	0
Suco	283.000000	327	239	0
Mtg1	283.000000	256	310	0
Lpgat1	283.000000	436	130	0
Gls	283.000000	333	233	0
Bin1	283.000000	192	374	0
Abhd15	283.000000	268	298	0
Tmem158	282.500000	344	221	0
Ppp2ca	282.500000	301	264	0
Chsy1	282.500000	565	0	0
Rbck1	282.000000	340	224	0
Pusl1	282.000000	364	200	0
Pdxdc1	282.000000	248	316	0
Mpv17l	282.000000	248	316	0
Acap3	282.000000	364	200	0
Zfp740	281.500000	348	215	0
Tcerg1	281.500000	308	255	0
Sgpp1	281.500000	349	214	0
Rnf146	281.500000	383	180	0
Fbxo11	281.500000	312	251	0
Csad	281.500000	348	215	0
Chd7	281.500000	229	334	0
Utp3	281.000000	209	353	0
Tor1aip2	281.000000	277	285	0
Tor1aip1	281.000000	277	285	0
Senp5	281.000000	234	328	0
Ptger4	281.000000	245	317	0
Igsf3	281.000000	354	208	0
Ubqln2	280.500000	342	219	0
Prkar2b	280.500000	561	0	0
Pak2	280.500000	356	205	0
Nfil3	280.500000	417	144	0
Golga5	280.500000	218	343	0
Erap1	280.500000	308	253	0
Zbtb21	280.000000	278	282	0
Tapt1	280.000000	560	0	0
Rbm47	280.000000	239	321	0
Mprip	280.000000	408	152	0
H3c2	280.000000	322	238	0
H2bc3	280.000000	322	238	0
H2ac4	280.000000	322	238	0
Gm13288	280.000000	244	316	0
Gm13287	280.000000	244	316	0
Zzz3	279.000000	394	164	0
Sdc3	279.000000	558	0	0
Prps1l3	279.000000	246	312	0
Nedd4l	279.000000	358	200	0
Mipol1	279.000000	246	312	0
Itpripl2	279.000000	235	323	0
Elac1	279.000000	424	134	0
Arpp19	279.000000	423	135	0
Ahcyl2	279.000000	307	251	0
Mapk7	278.500000	252	305	0
Coro6	278.500000	241	316	0
Rbbp6	278.000000	274	282	0
Rap1a	278.000000	360	196	0
Nfkbia	278.000000	149	407	0
Tmem251	277.500000	218	337	0
Pbx2	277.500000	227	328	0
Moap1	277.500000	218	337	0
Ilf3	277.500000	247	308	0
Gpsm3	277.500000	227	328	0
Gm13272	277.500000	246	309	0
Flna	277.500000	313	242	0
Emd	277.500000	313	242	0
Ccdc149	277.500000	340	215	0
Brd7	277.500000	291	264	0
Svep1	277.000000	369	185	0
Rprd2	277.000000	302	252	0
Marchf7	277.000000	554	0	0
Zcchc3	276.500000	251	302	0
Usp25	276.500000	339	214	0
Tradd	276.500000	553	0	0
6820408C15Rik	276.500000	251	302	0
Tap1	276.000000	256	296	0
Psmb9	276.000000	256	296	0
Bcl3	276.000000	279	273	0
Naa40	275.500000	277	274	0
Lonrf3	275.500000	353	198	0
Hnrnpd	275.500000	225	326	0
Bahcc1	275.500000	277	274	0
Zfp36l2	275.000000	356	194	0
Gna12	275.000000	235	315	0
Cnksr3	275.000000	339	211	0
6430548M08Rik	275.000000	276	274	0
Rmi1	274.500000	234	315	0
L3mbtl3	274.500000	253	296	0
Hnrnpk	274.500000	234	315	0
Gar1	274.500000	283	266	0
Trim11	274.000000	276	272	0
Pip4k2a	274.000000	548	0	0
Ncbp2	274.000000	251	297	0
Brpf3	274.000000	353	195	0
0610012G03Rik	274.000000	251	297	0
Trim14	273.500000	198	349	0
Abhd6	273.500000	247	300	0
Dusp22	273.000000	341	205	0
Tgfbr1	272.500000	268	277	0
Mkln1	272.500000	273	272	0
Atl3	272.500000	245	300	0
Vps13b	272.000000	285	259	0
Tfrc	272.000000	342	202	0
Hsdl1	272.000000	266	278	0
Dnaaf1	272.000000	266	278	0
Snx3	271.500000	184	359	0
Ralgds	271.500000	317	226	0
Kcng3	271.500000	323	220	0
Gpr146	271.500000	382	161	0
Ankrd28	271.500000	331	212	0
Agfg1	271.500000	396	147	0
Mlycd	270.500000	340	201	0
Ldlrap1	270.500000	250	291	0
Stox2	270.000000	171	369	0
Sod2	270.000000	321	219	0
Gnptab	270.000000	396	144	0
Fbxo31	270.000000	540	0	0
Coq2	269.500000	299	240	0
Zfp384	269.000000	371	167	0
Gm9949	269.000000	153	385	0
Cyb5r1	269.000000	231	307	0
Ahctf1	269.000000	260	278	0
Adrb2	269.000000	153	385	0
H2az1	268.500000	305	232	0
Dnajb14	268.500000	305	232	0
Helz	268.000000	315	221	0
Cpeb3	268.000000	376	160	0
Lrrc8d	267.500000	258	277	0
Gsx1	267.500000	223	312	0
Tcte3	267.000000	259	275	0
Spsb1	267.000000	291	243	0
Ltc4s	267.000000	296	238	0
Fut11	267.000000	149	385	0
Wipi2	266.500000	252	281	0
Tgfb1	266.500000	244	289	0
Reep5	266.500000	316	217	0
Ptms	266.500000	533	0	0
Kif13a	266.500000	346	187	0
Fzd7	266.500000	282	251	0
Zbtb14	266.000000	277	255	0
Pknox1	266.000000	235	297	0
Nfatc3	266.000000	293	239	0
Cgas	266.000000	280	252	0
Styx	265.500000	283	248	0
Tmem60	265.000000	351	179	0
Phtf2	265.000000	351	179	0
Irf1	265.000000	530	0	0
Eed	265.000000	332	198	0
Pitpna	264.500000	295	234	0
Pgm1	264.500000	238	291	0
Prpf39	264.000000	268	260	0
Fads1	264.000000	272	256	0
Ccdc38	264.000000	332	196	0
Arhgap20	264.000000	208	320	0
Amdhd1	264.000000	332	196	0
Vat1	263.500000	226	301	0
Setd1b	263.500000	405	122	0
Rnd2	263.500000	226	301	0
Trmu	263.000000	236	290	0
Ythdf3	262.500000	320	205	0
Tlcd3a	262.500000	318	207	0
Ermard	262.500000	259	266	0
Endog	262.500000	252	273	0
Cdk2ap1	262.500000	525	0	0
Farp2	262.000000	421	103	0
Ykt6	261.500000	307	216	0
Gpam	261.500000	523	0	0
H3f3a	261.000000	351	171	0
Tmem97	260.500000	253	268	0
Mnt	260.500000	279	242	0
Lacc1	260.500000	378	143	0
Khdc4	260.500000	227	294	0
Hes1	260.500000	325	196	0
Gpsm1	260.500000	330	191	0
Gpr27	260.500000	234	287	0
Ccdc122	260.500000	378	143	0
Avl9	260.500000	210	311	0
5031439G07Rik	260.500000	316	205	0
Tbc1d5	260.000000	345	175	0
Rpl19	260.000000	248	272	0
Pabpc1	260.000000	265	255	0
Cacnb1	260.000000	248	272	0
Xylt1	259.500000	398	121	0
Zc3hav1l	259.000000	518	0	0
Pan3	259.000000	291	227	0
Fem1c	259.000000	307	211	0
Lpar3	258.000000	189	327	0
B4galt5	258.000000	395	121	0
Snx30	257.500000	272	243	0
Gm13889	257.500000	154	361	0
Xpc	257.000000	301	213	0
Slc6a9	257.000000	254	260	0
Lsm3	257.000000	301	213	0
Fam104a	257.000000	165	349	0
D11Wsu47e	257.000000	165	349	0
Uxs1	256.500000	271	242	0
Pde10a	256.500000	270	243	0
Pafah1b1	256.500000	361	152	0
Nrtn	256.500000	291	222	0
Cdh22	256.500000	275	238	0
Tbc1d30	256.000000	209	303	0
Sumo2	256.000000	229	283	0
Hook2	256.000000	174	338	0
Cdan1	256.000000	185	327	0
Btbd17	256.000000	279	233	0
Yrdc	255.500000	267	244	0
Srebf2	255.500000	118	393	0
Adam22	255.500000	229	282	0
1110065P20Rik	255.500000	267	244	0
Yipf4	255.000000	191	319	0
Usp12	255.000000	224	286	0
Tram2	255.000000	348	162	0
Lrrc42	255.000000	310	200	0
Hspb11	255.000000	310	200	0
H4c17	255.000000	301	209	0
H4bc24	255.000000	301	209	0
H2bc23	255.000000	301	209	0
H2ac24	255.000000	301	209	0
H2ac23	255.000000	301	209	0
Ddx20	255.000000	282	228	0
Wee1	254.500000	338	171	0
Slc15a4	254.500000	230	279	0
Zfp69	254.000000	271	237	0
Eno1	253.500000	261	246	0
Nin	253.000000	231	275	0
Tox2	252.500000	253	252	0
Rae1	252.500000	288	217	0
Herc2	252.500000	263	242	0
Fgd4	252.000000	175	329	0
Ctps	252.000000	237	267	0
Slc39a6	251.500000	234	269	0
Parp2	251.500000	255	248	0
Itpr3	251.500000	222	281	0
Gm13279	251.500000	254	249	0
Gm13278	251.500000	254	249	0
Gm13275	251.500000	254	249	0
G2e3	251.500000	256	247	0
Elp2	251.500000	234	269	0
Ctdp1	251.500000	210	293	0
Cln6	251.500000	322	181	0
Plekhg3	251.000000	250	252	0
Pde3b	251.000000	366	136	0
Zfp787	250.500000	191	310	0
Xpo1	250.500000	501	0	0
Syk	250.500000	266	235	0
Rtn2	250.500000	214	287	0
Ppm1n	250.500000	214	287	0
Pdzd8	250.500000	256	245	0
Pdgfb	250.500000	181	320	0
Ctsz	250.000000	282	218	0
Nop9	249.500000	243	256	0
Lrmda	249.500000	263	236	0
Hivep2	249.500000	231	268	0
Edf1	249.500000	188	311	0
Dhrs1	249.500000	243	256	0
Nsd1	249.000000	286	212	0
Agbl3	249.000000	498	0	0
Pcdh7	248.500000	244	253	0
Fbxo44	248.500000	260	237	0
Fbxo2	248.500000	260	237	0
Klrg2	248.000000	275	221	0
Tacc1	247.500000	295	200	0
Entpd5	247.500000	495	0	0
Ctnnb1	247.500000	257	238	0
Brd1	247.500000	363	132	0
Bbof1	247.500000	495	0	0
Phtf1	247.000000	304	190	0
Jun	247.000000	207	287	0
Fasn	247.000000	271	223	0
Ube2d1	246.500000	302	191	0
Rybp	246.500000	343	150	0
Pitpnb	246.500000	254	239	0
Mib1	246.500000	259	234	0
Hmgb1	246.500000	350	143	0
Cdv3	246.500000	193	300	0
Abcg2	246.500000	240	253	0
Mycbp2	246.000000	306	186	0
Mark2	246.000000	231	261	0
Ckap4	246.000000	492	0	0
Bmp2	246.000000	306	186	0
Rcan3	245.500000	354	137	0
Memo1	245.500000	241	250	0
Rpl15	245.000000	239	251	0
Rnf2	245.000000	292	198	0
Rab3ip	245.000000	367	123	0
Nkiras1	245.000000	239	251	0
Kcnn4	245.000000	229	261	0
Fbxl3	245.000000	298	192	0
Tsfm	244.500000	236	253	0
Scrt1	244.500000	285	204	0
Jag2	244.500000	241	248	0
Igf1r	244.500000	399	90	0
Arid1a	244.500000	268	221	0
Sox12	244.000000	173	315	0
Slc26a2	244.000000	239	249	0
Kdm3a	244.000000	219	269	0
Idh2	244.000000	233	255	0
Ankrd52	244.000000	294	194	0
Ube2g1	243.500000	208	279	0
Zfx	243.000000	330	156	0
Zfp251	243.000000	215	271	0
Zfhx3	243.000000	215	271	0
Tasp1	243.000000	279	207	0
Slc4a7	243.000000	268	218	0
Prdm1	243.000000	226	260	0
Gtdc1	243.000000	245	241	0
Orai1	242.500000	284	201	0
Fbxl20	242.500000	318	167	0
Rab31	242.000000	217	267	0
Marcks	242.000000	311	173	0
Zpbp2	241.500000	248	235	0
Rprml	241.500000	219	264	0
Mfsd5	241.500000	235	248	0
Ikzf3	241.500000	248	235	0
Gng10	241.500000	237	246	0
Gm3435	241.500000	208	275	0
Dmtn	241.500000	184	299	0
Axin1	241.500000	275	208	0
Map2k4	241.000000	279	203	0
Dcakd	241.000000	291	191	0
Vps29	240.500000	175	306	0
Sms	240.500000	251	230	0
Rad9b	240.500000	175	306	0
Fbxo9	240.500000	188	293	0
Dnaja1	240.500000	231	250	0
Ddx11	240.500000	301	180	0
Cilk1	240.500000	188	293	0
C2cd5	240.500000	254	227	0
Arf1	240.500000	300	181	0
Xpnpep1	240.000000	171	309	0
Smarcad1	240.000000	230	250	0
Cds1	240.000000	480	0	0
Zmym5	239.500000	309	170	0
Sptbn4	239.500000	295	184	0
Nrbf2	239.500000	479	0	0
Kmt2d	239.500000	273	206	0
Blvrb	239.500000	295	184	0
Acvr2a	239.500000	212	267	0
Uap1	239.000000	209	269	0
Stk10	239.000000	332	146	0
Selenov	239.000000	367	111	0
Rsad1	239.000000	275	203	0
Ppp1r15b	239.000000	222	256	0
Ugcg	238.500000	477	0	0
Rpn2	238.500000	163	314	0
Mroh8	238.500000	163	314	0
Basp1	238.500000	202	275	0
Stk38	238.000000	306	170	0
Dlg1	238.000000	263	213	0
Cdc73	238.000000	290	186	0
Cbr3	237.500000	212	263	0
Ubald1	237.000000	242	232	0
Smad5	237.000000	273	201	0
Cers6	237.000000	212	262	0
Ago2	237.000000	216	258	0
Sgk1	236.500000	248	225	0
Rest	236.500000	285	188	0
Plec	236.000000	323	149	0
Arhgap21	236.000000	373	99	0
Tmppe	235.500000	248	223	0
Setx	235.500000	235	236	0
Ripk2	235.500000	224	247	0
Gm13283	235.500000	274	197	0
Wdr4	235.000000	192	278	0
Prph	235.000000	222	248	0
Gorasp2	235.000000	231	239	0
Dtd2	235.000000	279	191	0
0610010F05Rik	235.000000	356	114	0
Zfp664	234.500000	238	231	0
Plekha8	234.500000	308	161	0
Fkbp14	234.500000	308	161	0
Ccdc92	234.500000	238	231	0
Atp5g2	234.000000	164	304	0
Snx18	233.500000	356	111	0
Phkb	233.500000	153	314	0
Nck1	233.500000	308	159	0
Nbn	233.500000	215	252	0
Itfg1	233.500000	153	314	0
B4galt6	233.500000	269	198	0
Spata5l1	233.000000	216	250	0
Slc25a40	233.000000	301	165	0
Mfsd13b	233.000000	229	237	0
Dbf4	233.000000	301	165	0
Cdr2	233.000000	229	237	0
Ropn1l	232.500000	265	200	0
Nckap1	232.500000	309	156	0
Misp3	232.500000	286	179	0
Gm13286	232.500000	274	191	0
Gm13271	232.500000	274	191	0
Cep68	232.500000	226	239	0
Ccne1	232.500000	302	163	0
B4galnt1	232.500000	219	246	0
Slc7a6	232.000000	236	228	0
Celsr1	232.000000	292	172	0
Hip1r	231.500000	313	150	0
Gtf2b	231.500000	241	222	0
Cntln	231.500000	233	230	0
Taf11	231.000000	209	253	0
Rpl7a	231.000000	259	203	0
Med22	231.000000	259	203	0
Maml3	231.000000	275	187	0
Ints8	231.000000	239	223	0
D830031N03Rik	231.000000	239	223	0
Anks1	231.000000	209	253	0
Ufl1	230.500000	250	211	0
Pstk	230.500000	211	250	0
Pole4	230.500000	231	230	0
Itgb3	230.500000	260	201	0
Bcl2	230.500000	315	146	0
Thap7	229.500000	155	304	0
Ss18l1	229.500000	207	252	0
Psma7	229.500000	207	252	0
Isca1	229.500000	205	254	0
H1f2	229.500000	231	228	0
Siva1	229.000000	284	174	0
Hyls1	229.000000	178	280	0
Atrn	229.000000	274	184	0
Sec24a	228.500000	233	224	0
Rasgef1b	228.500000	205	252	0
Purb	228.500000	224	233	0
Gng12	228.500000	288	169	0
Bmp2k	228.500000	457	0	0
Rpl22l1	228.000000	188	268	0
Jade3	228.000000	243	213	0
Cic	228.000000	268	188	0
Chst11	228.000000	279	177	0
B3glct	228.000000	322	134	0
Tbl1xr1	227.500000	191	264	0
Ppp1r14a	227.500000	146	309	0
Ppargc1b	227.500000	292	163	0
Pgam5	227.500000	284	171	0
Nr4a1	227.500000	136	319	0
H2bc4	227.500000	260	195	0
H2ac6	227.500000	260	195	0
Gpr160	227.500000	194	261	0
Fos	227.500000	250	205	0
Ankrd17	227.500000	203	252	0
H2bc14	227.000000	258	196	0
Arrb2	227.000000	202	252	0
Trim27	226.500000	178	275	0
Rnf180	226.500000	286	167	0
Ptp4a1	226.500000	262	191	0
Nsun6	226.500000	181	272	0
Marchf5	226.500000	350	103	0
Ifnz	226.500000	246	207	0
Hbegf	226.500000	214	239	0
Gpc1	226.500000	283	170	0
Bicdl1	226.500000	316	137	0
Bcl7b	226.500000	273	180	0
Arl5b	226.500000	181	272	0
Vcpkmt	226.000000	199	253	0
Txn1	226.000000	257	195	0
Tent2	226.000000	231	221	0
Phactr2	226.000000	288	164	0
Mafa	226.000000	266	186	0
Lrrc1	226.000000	288	164	0
Ccdc85c	226.000000	210	242	0
Ankrd44	226.000000	452	0	0
Slc25a51	225.500000	221	230	0
Slc12a2	225.500000	84	367	0
Igf2bp2	225.500000	451	0	0
Zswim7	225.000000	230	220	0
Ttc19	225.000000	230	220	0
Rnf217	225.000000	256	194	0
Prkch	225.000000	234	216	0
Ppp4r3a	225.000000	202	248	0
Peli1	225.000000	450	0	0
Mettl6	225.000000	202	248	0
Eaf1	225.000000	202	248	0
Zfp1	224.500000	269	180	0
Snx8	224.500000	165	284	0
Slc49a4	224.500000	219	230	0
Mfsd6	224.500000	290	159	0
Mat2a	224.500000	233	216	0
Cltb	224.500000	243	206	0
Zcrb1	224.000000	185	263	0
Xpa	224.000000	262	186	0
Trp53rkb	224.000000	214	234	0
Pphln1	224.000000	185	263	0
Pou2f1	224.000000	251	197	0
Adap1	224.000000	238	210	0
Tut4	223.500000	299	148	0
Dgkg	223.500000	184	263	0
Brap	223.500000	319	128	0
Acad10	223.500000	319	128	0
Zyg11a	223.000000	203	243	0
Ripor1	223.000000	288	158	0
Rheb	222.500000	196	249	0
Ipo5	222.500000	254	191	0
Gm13276	222.500000	246	199	0
Galnt1	222.500000	445	0	0
B230219D22Rik	222.500000	266	179	0
Cdca7l	222.000000	210	234	0
Ssbp2	221.500000	185	258	0
Satb1	221.500000	443	0	0
Ndst2	221.500000	243	200	0
Mtap	221.500000	185	258	0
Mcoln2	221.500000	274	169	0
Sema3c	221.000000	357	85	0
Rnf24	221.000000	239	203	0
Parp16	221.000000	202	240	0
Papss1	221.000000	272	170	0
Tmem106c	220.500000	262	179	0
Rplp0	220.500000	136	305	0
Cep63	220.500000	206	235	0
Anapc13	220.500000	206	235	0
Afg3l2	220.500000	201	240	0
Usp42	220.000000	252	188	0
Napepld	220.000000	204	236	0
Luzp1	220.000000	279	161	0
Lsm11	220.000000	150	290	0
Kdelr2	220.000000	165	275	0
Eif4h	220.000000	180	260	0
Pxylp1	219.000000	313	125	0
Hmgn2	219.000000	283	155	0
Gm13277	219.000000	254	184	0
Glcci1	219.000000	438	0	0
Fam102a	219.000000	251	187	0
Nol4l	218.500000	249	188	0
Zfp623	218.000000	262	174	0
Tmpo	218.000000	191	245	0
Spry2	218.000000	285	151	0
Man1a2	217.500000	246	189	0
St3gal4	217.000000	284	150	0
Snx24	217.000000	434	0	0
Ebpl	217.000000	237	197	0
Dusp10	217.000000	229	205	0
Cers5	217.000000	271	163	0
1700056E22Rik	217.000000	229	205	0
Zfp777	216.500000	237	196	0
Zfp644	216.500000	145	288	0
H2bc12	216.500000	186	247	0
H2ac12	216.500000	186	247	0
Fgf18	216.500000	214	219	0
Dhcr24	216.500000	299	134	0
BC048403	216.500000	348	85	0
Zfp398	216.000000	199	233	0
Vamp3	216.000000	168	264	0
Ttll11	216.000000	237	195	0
Syde2	215.500000	431	0	0
Slc22a5	215.500000	320	111	0
Rragd	215.500000	198	233	0
Pgam1	215.500000	291	140	0
Habp4	215.500000	205	226	0
Fam174a	215.500000	214	217	0
Ccdc142	215.500000	216	215	0
Zbtb41	215.000000	334	96	0
Sspn	215.000000	199	231	0
Elf4	215.000000	198	232	0
Atp11c	215.000000	276	154	0
Tsga10	214.500000	173	256	0
Trap1	214.500000	208	221	0
Sppl2a	214.500000	203	226	0
Matr3	214.500000	170	259	0
Hs6st1	214.500000	298	131	0
Gspt1	214.500000	225	204	0
Crls1	214.500000	253	176	0
Cebpa	214.500000	165	264	0
Acot6	214.500000	193	236	0
Wnk1	214.000000	236	192	0
Nrip1	214.000000	428	0	0
Flvcr1	214.000000	188	240	0
Zfp703	213.000000	287	139	0
Hnrnpa3	213.000000	192	234	0
Tyro3	212.500000	265	160	0
Trim17	212.500000	109	316	0
Selenot	212.500000	276	149	0
Riox2	212.500000	221	204	0
Pla2g6	212.500000	225	200	0
H3f4	212.500000	109	316	0
Ece1	212.500000	215	210	0
Alas1	212.500000	219	206	0
Ube2e3	212.000000	156	268	0
Kdm6b	212.000000	252	172	0
Irs2	212.000000	162	262	0
Foxo1	212.000000	288	136	0
Dusp7	211.500000	314	109	0
Errfi1	211.000000	248	174	0
Zhx2	210.500000	421	0	0
Wrnip1	210.500000	205	216	0
Olig1	210.500000	200	221	0
H3c4	210.500000	216	205	0
H2bc8	210.500000	216	205	0
H2bc7	210.500000	216	205	0
H2ac8	210.500000	216	205	0
H2ac7	210.500000	216	205	0
Aff1	210.500000	248	173	0
Adrb1	210.500000	261	160	0
Rbm6	210.000000	172	248	0
Lactb	210.000000	285	135	0
H4c18	210.000000	269	151	0
Tmcc1	209.500000	229	190	0
Gas2	209.500000	419	0	0
Fancf	209.500000	419	0	0
Crk	209.500000	227	192	0
Baiap2	209.500000	263	156	0
Tmed10	209.000000	138	280	0
Terf2	209.000000	315	103	0
Rab11fip2	209.000000	190	228	0
Ezh2	209.000000	209	209	0
Zdhhc21	208.500000	251	166	0
Kpna4	208.500000	213	204	0
H3c11	208.500000	273	144	0
H2bc22	208.500000	273	144	0
H2ac22	208.500000	273	144	0
Fibp	208.500000	252	165	0
Cnot11	208.500000	231	186	0
Ccdc85b	208.500000	252	165	0
B3gntl1	208.500000	323	94	0
Sod1	208.000000	238	178	0
Relt	208.000000	191	225	0
Mthfd2	208.000000	219	197	0
Kat6a	208.000000	181	235	0
Cntrl	208.000000	202	214	0
Aacs	208.000000	240	176	0
Tmbim1	207.500000	212	203	0
Rnmt	207.500000	236	179	0
Pank2	207.500000	228	187	0
Lfng	207.500000	179	236	0
Kmt5a	207.500000	219	196	0
Hk2	207.500000	224	191	0
Fam210a	207.500000	236	179	0
Clk3	207.500000	165	250	0
Acot3	207.500000	243	172	0
Oser1	207.000000	164	250	0
Mthfd2l	207.000000	227	187	0
Lmo2	206.500000	211	202	0
Ccnj	206.500000	271	142	0
Rbm38	206.000000	140	272	0
Prkar1a	206.000000	160	252	0
Prelid3a	206.000000	245	167	0
Endod1	206.000000	207	205	0
Smg7	205.500000	204	207	0
Slc22a4	205.500000	183	228	0
Rnf11	205.500000	263	148	0
Npepl1	205.500000	411	0	0
Mcoln1	205.500000	231	180	0
Man1c1	205.500000	177	234	0
Hdgf	205.500000	225	186	0
Rgs10	205.000000	199	211	0
Edaradd	205.000000	224	186	0
Brd3	205.000000	185	225	0
Rnf145	204.500000	278	131	0
Pik3r1	204.500000	250	159	0
Ntf5	204.500000	129	280	0
Nap1l1	204.500000	204	205	0
Tnks2	204.000000	225	183	0
Slc26a8	204.000000	212	196	0
Rnf14	204.000000	193	215	0
Rhob	204.000000	247	161	0
Mapk14	204.000000	212	196	0
Lrrc8c	204.000000	220	188	0
Kras	204.000000	408	0	0
Hnrnpa2b1	204.000000	214	194	0
Dgkd	204.000000	408	0	0
Cbx3	204.000000	214	194	0
Lonp2	203.500000	175	232	0
Chchd6	203.500000	181	226	0
Wdr36	203.000000	227	179	0
Rgs7bp	203.000000	267	139	0
Mtrr	203.000000	187	219	0
Fastkd3	203.000000	187	219	0
Cd9	203.000000	298	108	0
Card19	203.000000	241	165	0
Syne2	202.500000	169	236	0
Kctd7	202.500000	234	171	0
Gamt	202.500000	179	226	0
Dazap1	202.500000	179	226	0
Ampd3	202.500000	332	73	0
Agap1	202.500000	405	0	0
Zfp346	202.000000	404	0	0
P3h4	202.000000	170	234	0
Ndrg4	202.000000	284	120	0
Fkbp10	202.000000	170	234	0
Ell2	202.000000	404	0	0
Tmx1	201.500000	221	182	0
Spg20	201.500000	243	160	0
Ppip5k2	201.500000	180	223	0
Gin1	201.500000	180	223	0
Dhx33	201.500000	218	185	0
Ctbp1	201.500000	403	0	0
Arhgap31	201.500000	168	235	0
Zfp667	201.000000	196	206	0
Hcn3	201.000000	248	154	0
Gm45927	201.000000	248	154	0
Ddx3x	201.000000	149	253	0
Clk2	201.000000	248	154	0
Yipf2	200.500000	242	159	0
Timm29	200.500000	242	159	0
Shox2	200.500000	401	0	0
Rsrc1	200.500000	401	0	0
Foxf1	200.500000	220	181	0
Cep78	200.500000	189	212	0
Bcl11a	200.500000	232	169	0
Slc25a37	200.000000	230	170	0
Ptma	200.000000	129	271	0
Park7	200.000000	219	181	0
Map3k9	200.000000	236	164	0
Acot4	200.000000	249	151	0
Sdhaf1	199.500000	201	198	0
Hsp90ab1	199.500000	123	276	0
Ano6	199.500000	202	197	0
Abcb10	199.500000	399	0	0
Patz1	199.000000	229	169	0
