Target_genes	Klf3|Average	SRX248398|MEF	STRING
Tab2	250.000000	250	0
Sos1	250.000000	250	0
Slc25a28	250.000000	250	0
Rbm19	250.000000	250	0
Rassf3	250.000000	250	0
Prdx3	250.000000	250	0
Pcyt2	250.000000	250	0
Nfu1	250.000000	250	0
Myrf	250.000000	250	0
Lyrm2	250.000000	250	0
Ghr	250.000000	250	0
Gatd1	250.000000	250	0
Eif3h	250.000000	250	0
Egln1	250.000000	250	0
Cdkl3	250.000000	250	0
Cdk13	250.000000	250	0
1700003E16Rik	250.000000	250	0
Sf3a1	249.000000	249	0
Sec22b	249.000000	249	0
Prkra	249.000000	249	0
Pjvk	249.000000	249	0
Pigbos1	249.000000	249	0
Pigb	249.000000	249	0
Pcx	249.000000	249	0
Mpp2	249.000000	249	0
Ilvbl	249.000000	249	0
Herpud2	249.000000	249	0
Eps8	249.000000	249	0
Dut	249.000000	249	0
Ccdc157	249.000000	249	0
Actg1	249.000000	249	0
Zfp9	248.000000	248	0
Zfp105	248.000000	248	0
Vsig10l	248.000000	248	0
Tusc1	248.000000	248	0
Tmco3	248.000000	248	0
S1pr2	248.000000	248	0
Rbm25	248.000000	248	0
Olfml2b	248.000000	248	0
Nudc	248.000000	248	0
Klrg2	248.000000	248	0
Hsdl2	248.000000	248	0
Fam104a	248.000000	248	0
Dcun1d2	248.000000	248	0
D11Wsu47e	248.000000	248	0
Cpeb2	248.000000	248	0
Cntln	248.000000	248	0
Chchd6	248.000000	248	0
Cep55	248.000000	248	0
Bloc1s2	248.000000	248	0
Zfyve16	247.000000	247	0
Stard6	247.000000	247	0
Rab5b	247.000000	247	0
Pdia5	247.000000	247	0
Klf5	247.000000	247	0
Fancc	247.000000	247	0
Fabp5	247.000000	247	0
Ehmt2	247.000000	247	0
Eefsec	247.000000	247	0
Ctbs	247.000000	247	0
Cd274	247.000000	247	0
Cab39	247.000000	247	0
Aamp	247.000000	247	0
4930503L19Rik	247.000000	247	0
Zmpste24	246.000000	246	0
Uhmk1	246.000000	246	0
Tmem97	246.000000	246	0
Pfkfb1	246.000000	246	0
Lnpk	246.000000	246	0
Gid4	246.000000	246	0
Camkk1	246.000000	246	0
Bnip2	246.000000	246	0
Appl1	246.000000	246	0
Apex2	246.000000	246	0
1700066M21Rik	246.000000	246	0
Wac	245.000000	245	0
Vps37d	245.000000	245	0
Trafd1	245.000000	245	0
Spin1	245.000000	245	0
Snx4	245.000000	245	0
Snx16	245.000000	245	0
Rchy1	245.000000	245	0
Prmt7	245.000000	245	0
Polr3h	245.000000	245	0
Imp4	245.000000	245	0
Degs1	245.000000	245	0
Ccdc115	245.000000	245	0
Bnc2	245.000000	245	0
Usp3	244.000000	244	0
Top3a	244.000000	244	0
Tomm70a	244.000000	244	0
Tlcd1	244.000000	244	0
Stra6	244.000000	244	0
Sri	244.000000	244	0
Spata20	244.000000	244	0
Smcr8	244.000000	244	0
Slc30a4	244.000000	244	0
Serpinb1b	244.000000	244	0
Psmd5	244.000000	244	0
Ppp1r14a	244.000000	244	0
Ppih	244.000000	244	0
Polr3d	244.000000	244	0
Pgap3	244.000000	244	0
Nop2	244.000000	244	0
Nme4	244.000000	244	0
Nek8	244.000000	244	0
Mrps15	244.000000	244	0
Mfsd9	244.000000	244	0
Llgl2	244.000000	244	0
Lcmt1	244.000000	244	0
Krt79	244.000000	244	0
Kdelr1	244.000000	244	0
Hdx	244.000000	244	0
Erlec1	244.000000	244	0
Dffb	244.000000	244	0
Dera	244.000000	244	0
Dab2ip	244.000000	244	0
Cutal	244.000000	244	0
Clba1	244.000000	244	0
Cep104	244.000000	244	0
Bptf	244.000000	244	0
Asnsd1	244.000000	244	0
Asdurf	244.000000	244	0
Asb3	244.000000	244	0
Ano6	244.000000	244	0
Akip1	244.000000	244	0
Zfand5	243.000000	243	0
Usp6nl	243.000000	243	0
U2af1	243.000000	243	0
Ttc7b	243.000000	243	0
Tnfsf9	243.000000	243	0
Tbc1d9	243.000000	243	0
Stx5a	243.000000	243	0
Stap2	243.000000	243	0
Rnft1	243.000000	243	0
Ripor1	243.000000	243	0
Nfxl1	243.000000	243	0
Mpnd	243.000000	243	0
Mcam	243.000000	243	0
Imp3	243.000000	243	0
Dpp3	243.000000	243	0
Cdkn1b	243.000000	243	0
1700092M07Rik	243.000000	243	0
Zscan25	242.000000	242	0
Zcwpw1	242.000000	242	0
Vegfb	242.000000	242	0
Tmem150a	242.000000	242	0
Riox1	242.000000	242	0
Rhob	242.000000	242	0
Prep	242.000000	242	0
Nkiras2	242.000000	242	0
Mepce	242.000000	242	0
Map3k6	242.000000	242	0
Htra2	242.000000	242	0
Hspg2	242.000000	242	0
Hoxb9	242.000000	242	0
Hemk1	242.000000	242	0
Gata2	242.000000	242	0
Fkbp5	242.000000	242	0
Ergic3	242.000000	242	0
Dqx1	242.000000	242	0
Dnajc7	242.000000	242	0
6430571L13Rik	242.000000	242	0
6430550D23Rik	242.000000	242	0
Tmtc2	241.000000	241	0
Tle3	241.000000	241	0
Ssb	241.000000	241	0
Pygo2	241.000000	241	0
Prim2	241.000000	241	0
Plekhg3	241.000000	241	0
Map1b	241.000000	241	0
Kif13a	241.000000	241	0
Il17rc	241.000000	241	0
Il10rb	241.000000	241	0
Fh1	241.000000	241	0
Fbln2	241.000000	241	0
Cpsf6	241.000000	241	0
Coro2b	241.000000	241	0
Cfap298	241.000000	241	0
Rom1	240.000000	240	0
Ppm1k	240.000000	240	0
Ppil3	240.000000	240	0
Pom121	240.000000	240	0
Nif3l1	240.000000	240	0
Mfsd14a	240.000000	240	0
Layn	240.000000	240	0
Josd1	240.000000	240	0
Jade1	240.000000	240	0
Idnk	240.000000	240	0
Gtpbp1	240.000000	240	0
Gm36298	240.000000	240	0
Gipc2	240.000000	240	0
Galnt2	240.000000	240	0
G3bp1	240.000000	240	0
Endod1	240.000000	240	0
Eml3	240.000000	240	0
Tmbim4	239.000000	239	0
Strada	239.000000	239	0
Smc5	239.000000	239	0
Rps6ka3	239.000000	239	0
Rnd3	239.000000	239	0
Rbm15	239.000000	239	0
Pus10	239.000000	239	0
Otud5	239.000000	239	0
Nucks1	239.000000	239	0
Lin54	239.000000	239	0
Lims1	239.000000	239	0
Irak3	239.000000	239	0
Fam168a	239.000000	239	0
Exoc5	239.000000	239	0
Eif2ak3	239.000000	239	0
Dynll1	239.000000	239	0
Ctf1	239.000000	239	0
Col6a3	239.000000	239	0
Bcl7c	239.000000	239	0
Asap2	239.000000	239	0
Ap5m1	239.000000	239	0
Tsc22d4	238.000000	238	0
Plxna2	238.000000	238	0
Phf21b	238.000000	238	0
Pds5b	238.000000	238	0
Pdlim2	238.000000	238	0
Lsg1	238.000000	238	0
Hbp1	238.000000	238	0
Fbxl13	238.000000	238	0
Eva1b	238.000000	238	0
Dvl1	238.000000	238	0
Creb3l2	238.000000	238	0
Cit	238.000000	238	0
Castor2	238.000000	238	0
Armc10	238.000000	238	0
Tmem165	237.000000	237	0
Rps6ka4	237.000000	237	0
Prkx	237.000000	237	0
Hsbp1	237.000000	237	0
H1f2	237.000000	237	0
Dusp11	237.000000	237	0
Clcn4	237.000000	237	0
Atp2b1	237.000000	237	0
Zfp54	236.000000	236	0
Wdr83os	236.000000	236	0
Wdr83	236.000000	236	0
Vti1b	236.000000	236	0
Vav1	236.000000	236	0
Tubb3	236.000000	236	0
Sbno1	236.000000	236	0
Ppard	236.000000	236	0
Nfat5	236.000000	236	0
Mtch1	236.000000	236	0
Meaf6	236.000000	236	0
Mc1r	236.000000	236	0
Man2b1	236.000000	236	0
Kmt5c	236.000000	236	0
Gosr2	236.000000	236	0
Fmr1	236.000000	236	0
Dusp19	236.000000	236	0
Ccne1	236.000000	236	0
Zmym6	235.000000	235	0
Zfp955a	235.000000	235	0
Wnt9a	235.000000	235	0
Utp25	235.000000	235	0
Ubtf	235.000000	235	0
Tsacc	235.000000	235	0
Tmem259	235.000000	235	0
Tle2	235.000000	235	0
Srsf3	235.000000	235	0
Ska2	235.000000	235	0
Prss32	235.000000	235	0
Prr11	235.000000	235	0
Ppm1g	235.000000	235	0
Pard3	235.000000	235	0
Mrps31	235.000000	235	0
Kif5c	235.000000	235	0
Dnajc30	235.000000	235	0
Cyth1	235.000000	235	0
Crip2	235.000000	235	0
Cnn2	235.000000	235	0
Chrnb1	235.000000	235	0
Cct3	235.000000	235	0
Bud23	235.000000	235	0
Atxn2	235.000000	235	0
Smim3	234.000000	234	0
Slc25a51	234.000000	234	0
Ralbp1	234.000000	234	0
Inhba	234.000000	234	0
Il34	234.000000	234	0
Fmn1	234.000000	234	0
Ezh2	234.000000	234	0
Epha2	234.000000	234	0
Dynlt1b	234.000000	234	0
Abr	234.000000	234	0
Zfp382	233.000000	233	0
Spg11	233.000000	233	0
Pon2	233.000000	233	0
Ndufs2	233.000000	233	0
Eri1	233.000000	233	0
Dpysl2	233.000000	233	0
Col8a1	233.000000	233	0
Bnip1	233.000000	233	0
Adamts4	233.000000	233	0
Zfp82	232.000000	232	0
Yipf6	232.000000	232	0
Wdr45b	232.000000	232	0
Tollip	232.000000	232	0
Tmem181a	232.000000	232	0
Tle6	232.000000	232	0
Sprr1a	232.000000	232	0
Sacs	232.000000	232	0
Pxk	232.000000	232	0
Ptbp1	232.000000	232	0
Pinx1	232.000000	232	0
Pik3cb	232.000000	232	0
Nrg1	232.000000	232	0
Npdc1	232.000000	232	0
Mettl9	232.000000	232	0
Maml1	232.000000	232	0
Kif23	232.000000	232	0
Haus4	232.000000	232	0
Foxq1	232.000000	232	0
Fitm2	232.000000	232	0
Fgfr3	232.000000	232	0
Dnajc21	232.000000	232	0
Dab2	232.000000	232	0
Cln5	232.000000	232	0
Abcf1	232.000000	232	0
4930578I06Rik	232.000000	232	0
2010003K11Rik	232.000000	232	0
Vps37a	231.000000	231	0
Slc25a24	231.000000	231	0
Ppp2r3a	231.000000	231	0
Ppp1r12b	231.000000	231	0
Ppil1	231.000000	231	0
Podnl1	231.000000	231	0
Nr1d2	231.000000	231	0
Nans	231.000000	231	0
Ireb2	231.000000	231	0
Iqch	231.000000	231	0
H4c14	231.000000	231	0
Grtp1	231.000000	231	0
Gm9222	231.000000	231	0
Cnot7	231.000000	231	0
BC004004	231.000000	231	0
Aagab	231.000000	231	0
Ttc14	230.000000	230	0
Snu13	230.000000	230	0
Prr19	230.000000	230	0
Pnrc1	230.000000	230	0
Pet117	230.000000	230	0
Pafah1b3	230.000000	230	0
Krit1	230.000000	230	0
Kat14	230.000000	230	0
Fhod3	230.000000	230	0
Eda	230.000000	230	0
Diaph1	230.000000	230	0
Ddah2	230.000000	230	0
Chsy1	230.000000	230	0
Ccdc9b	230.000000	230	0
Ankib1	230.000000	230	0
Aldh2	230.000000	230	0
Zyx	229.000000	229	0
Usp4	229.000000	229	0
Ttc3	229.000000	229	0
Tspan4	229.000000	229	0
Tmsb4x	229.000000	229	0
Taf10	229.000000	229	0
Srp54a	229.000000	229	0
Sh3rf1	229.000000	229	0
Rras2	229.000000	229	0
Rad54l	229.000000	229	0
Polr2l	229.000000	229	0
Pigp	229.000000	229	0
Nol8	229.000000	229	0
Ncoa2	229.000000	229	0
Mrpl52	229.000000	229	0
Mmp14	229.000000	229	0
Map1lc3a	229.000000	229	0
Maoa	229.000000	229	0
Fkbp3	229.000000	229	0
Fancm	229.000000	229	0
Dhrs3	229.000000	229	0
Cenpp	229.000000	229	0
Birc3	229.000000	229	0
Zmym1	228.000000	228	0
Wdr33	228.000000	228	0
Tmem125	228.000000	228	0
Smad2	228.000000	228	0
Slc29a1	228.000000	228	0
Rfc2	228.000000	228	0
Rab3a	228.000000	228	0
Pomt1	228.000000	228	0
Pink1	228.000000	228	0
Kctd2	228.000000	228	0
Cat	228.000000	228	0
Atp5h	228.000000	228	0
Yif1b	227.000000	227	0
Snai2	227.000000	227	0
Smc6	227.000000	227	0
Slc1a4	227.000000	227	0
Rab35	227.000000	227	0
Prkce	227.000000	227	0
Pef1	227.000000	227	0
Nphp4	227.000000	227	0
Myo1d	227.000000	227	0
Mcm7	227.000000	227	0
Map4k3	227.000000	227	0
Kcnab2	227.000000	227	0
Gigyf2	227.000000	227	0
Gen1	227.000000	227	0
Cdr2l	227.000000	227	0
Ccn2	227.000000	227	0
Ap4m1	227.000000	227	0
Aoc3	227.000000	227	0
Ypel1	226.000000	226	0
Trpm3	226.000000	226	0
Tax1bp1	226.000000	226	0
Stim1	226.000000	226	0
Spcs1	226.000000	226	0
Slc25a3	226.000000	226	0
Qrich1	226.000000	226	0
Omd	226.000000	226	0
Olfm1	226.000000	226	0
Nelfa	226.000000	226	0
Ncor2	226.000000	226	0
Mob1a	226.000000	226	0
Mmaa	226.000000	226	0
Lmbrd1	226.000000	226	0
Gramd1b	226.000000	226	0
Gm9949	226.000000	226	0
Glt8d1	226.000000	226	0
Esyt1	226.000000	226	0
Cdc42ep3	226.000000	226	0
Adrb2	226.000000	226	0
Abhd17a	226.000000	226	0
Zfp174	225.000000	225	0
Tmem139	225.000000	225	0
Tbc1d24	225.000000	225	0
Taf6l	225.000000	225	0
Slurp2	225.000000	225	0
Rasal2	225.000000	225	0
Rad54l2	225.000000	225	0
Pttg1	225.000000	225	0
Ogt	225.000000	225	0
Ntn3	225.000000	225	0
Morf4l2	225.000000	225	0
Map2k2	225.000000	225	0
Lynx1	225.000000	225	0
Lmln	225.000000	225	0
Gpn1	225.000000	225	0
Gltp	225.000000	225	0
Gcnt4	225.000000	225	0
Fgf7	225.000000	225	0
Eno1	225.000000	225	0
Edc4	225.000000	225	0
Casp2	225.000000	225	0
Zfp729a	224.000000	224	0
Slco2a1	224.000000	224	0
Rdh5	224.000000	224	0
Mrps36	224.000000	224	0
Lpp	224.000000	224	0
Kcnj4	224.000000	224	0
Eif1ad	224.000000	224	0
Cep120	224.000000	224	0
Capn2	224.000000	224	0
Bloc1s1	224.000000	224	0
Banf1	224.000000	224	0
Atp8b2	224.000000	224	0
Rita1	223.000000	223	0
Rhog	223.000000	223	0
Ptp4a2	223.000000	223	0
Prdx1	223.000000	223	0
Ivns1abp	223.000000	223	0
Ddx54	223.000000	223	0
Ctnnd1	223.000000	223	0
Bmf	223.000000	223	0
Arf1	223.000000	223	0
Zfp386	222.000000	222	0
Wdr62	222.000000	222	0
Tufm	222.000000	222	0
Tesk2	222.000000	222	0
Srsf1	222.000000	222	0
Slc4a3	222.000000	222	0
Sdhc	222.000000	222	0
Scyl3	222.000000	222	0
Pttg1ip	222.000000	222	0
Ptk2	222.000000	222	0
Pkmyt1	222.000000	222	0
Mpz	222.000000	222	0
Lsm11	222.000000	222	0
Cep126	222.000000	222	0
Cebpzos	222.000000	222	0
Banp	222.000000	222	0
Tbx20	221.000000	221	0
Sdc2	221.000000	221	0
Nemp1	221.000000	221	0
Myo18a	221.000000	221	0
Mylk2	221.000000	221	0
Kifc2	221.000000	221	0
Kbtbd3	221.000000	221	0
Fam174c	221.000000	221	0
Fam120a	221.000000	221	0
Dimt1	221.000000	221	0
Cyhr1	221.000000	221	0
Btg1	221.000000	221	0
Bicd2	221.000000	221	0
Aasdhppt	221.000000	221	0
Znhit1	220.000000	220	0
Zmym2	220.000000	220	0
Ube2k	220.000000	220	0
Tut1	220.000000	220	0
Tubb2b	220.000000	220	0
Tomm40l	220.000000	220	0
Syt17	220.000000	220	0
Ssbp4	220.000000	220	0
Soga1	220.000000	220	0
Slc35c2	220.000000	220	0
Slc2a4	220.000000	220	0
Sh3bp5	220.000000	220	0
Serpinh1	220.000000	220	0
Rnf4	220.000000	220	0
Rabif	220.000000	220	0
Qrfp	220.000000	220	0
Prkar2b	220.000000	220	0
Poll	220.000000	220	0
Plod3	220.000000	220	0
Pax8	220.000000	220	0
Nop16	220.000000	220	0
Nomo1	220.000000	220	0
Napb	220.000000	220	0
Mki67	220.000000	220	0
Lclat1	220.000000	220	0
Lama3	220.000000	220	0
Itpkc	220.000000	220	0
Higd2a	220.000000	220	0
Gosr1	220.000000	220	0
Gnpnat1	220.000000	220	0
Gmppb	220.000000	220	0
Dtx4	220.000000	220	0
Dstyk	220.000000	220	0
Dpcd	220.000000	220	0
Coq8b	220.000000	220	0
Blm	220.000000	220	0
Atp6ap2	220.000000	220	0
Arl8b	220.000000	220	0
Aprt	220.000000	220	0
Apoa2	220.000000	220	0
Amigo3	220.000000	220	0
Abcc6	220.000000	220	0
Wdr4	219.000000	219	0
Ubl3	219.000000	219	0
Ube2n	219.000000	219	0
Rpain	219.000000	219	0
Rnpepl1	219.000000	219	0
Reep5	219.000000	219	0
Prss23	219.000000	219	0
Pradc1	219.000000	219	0
Pgm2l1	219.000000	219	0
Pdlim5	219.000000	219	0
Parp10	219.000000	219	0
Pafah1b2	219.000000	219	0
Osmr	219.000000	219	0
Mier2	219.000000	219	0
Ly6g5b	219.000000	219	0
Lrig2	219.000000	219	0
Lap3	219.000000	219	0
Kdm3a	219.000000	219	0
Grina	219.000000	219	0
Gpank1	219.000000	219	0
Gcsh	219.000000	219	0
Fam221a	219.000000	219	0
Dusp28	219.000000	219	0
D17H6S53E	219.000000	219	0
Csnk2b	219.000000	219	0
Cct7	219.000000	219	0
Bbs10	219.000000	219	0
Ankmy1	219.000000	219	0
Txnip	218.000000	218	0
Trim13	218.000000	218	0
Tmbim1	218.000000	218	0
Tfrc	218.000000	218	0
Spring1	218.000000	218	0
Smtn	218.000000	218	0
S1pr1	218.000000	218	0
Rnft2	218.000000	218	0
Rex1bd	218.000000	218	0
Poc1a	218.000000	218	0
Plod2	218.000000	218	0
Pex16	218.000000	218	0
Marveld1	218.000000	218	0
Large2	218.000000	218	0
Kmt2e	218.000000	218	0
Ilf3	218.000000	218	0
Hnrnpdl	218.000000	218	0
Folr2	218.000000	218	0
Farp2	218.000000	218	0
Enoph1	218.000000	218	0
Dcn	218.000000	218	0
Ctbp2	218.000000	218	0
Crebzf	218.000000	218	0
Copz1	218.000000	218	0
Upp1	217.000000	217	0
Tmbim6	217.000000	217	0
Srrm1	217.000000	217	0
Spry4	217.000000	217	0
Rabep2	217.000000	217	0
Ptpre	217.000000	217	0
Prelid3b	217.000000	217	0
Ppm1l	217.000000	217	0
Nrg2	217.000000	217	0
Nolc1	217.000000	217	0
Kdm2a	217.000000	217	0
Idh2	217.000000	217	0
Haus1	217.000000	217	0
Ggt7	217.000000	217	0
Gdi2	217.000000	217	0
Etv5	217.000000	217	0
Elmo3	217.000000	217	0
Eef1akmt4-ece2	217.000000	217	0
Eef1akmt4	217.000000	217	0
Echdc3	217.000000	217	0
Dnlz	217.000000	217	0
Dcxr	217.000000	217	0
Commd7	217.000000	217	0
Cbr2	217.000000	217	0
Atp6v1fnb	217.000000	217	0
Atp6v1f	217.000000	217	0
Atp5b	217.000000	217	0
Arhgap4	217.000000	217	0
Alg3	217.000000	217	0
Acss2	217.000000	217	0
Abcb9	217.000000	217	0
Zfp946	216.000000	216	0
Usp25	216.000000	216	0
Tk2	216.000000	216	0
Smarcal1	216.000000	216	0
Serpinb1a	216.000000	216	0
Rpl13	216.000000	216	0
Prr14l	216.000000	216	0
Ppp1r27	216.000000	216	0
Mcrip1	216.000000	216	0
Klhl23	216.000000	216	0
Gm4952	216.000000	216	0
Gadd45a	216.000000	216	0
Foxo6	216.000000	216	0
Csf2ra	216.000000	216	0
Cnot6	216.000000	216	0
Clock	216.000000	216	0
Cklf	216.000000	216	0
Calm2	216.000000	216	0
Ado	216.000000	216	0
Aaas	216.000000	216	0
Rhpn2	215.000000	215	0
Rffl	215.000000	215	0
Ptger4	215.000000	215	0
Pld1	215.000000	215	0
Itsn2	215.000000	215	0
Gsta4	215.000000	215	0
Fbh1	215.000000	215	0
Ctif	215.000000	215	0
Cdpf1	215.000000	215	0
Ankrd16	215.000000	215	0
Abcd3	215.000000	215	0
Zbtb10	214.000000	214	0
Wdr95	214.000000	214	0
Ust	214.000000	214	0
Tmem170	214.000000	214	0
Thoc2	214.000000	214	0
Surf6	214.000000	214	0
Rubcn	214.000000	214	0
Plekhm3	214.000000	214	0
Hexim1	214.000000	214	0
Gpx8	214.000000	214	0
Gng7	214.000000	214	0
Fyttd1	214.000000	214	0
Ddx23	214.000000	214	0
Capzb	214.000000	214	0
Senp2	213.000000	213	0
Rnf213	213.000000	213	0
Prdx6	213.000000	213	0
Npr3	213.000000	213	0
Mrpl2	213.000000	213	0
Llph	213.000000	213	0
Kmt2d	213.000000	213	0
Klc4	213.000000	213	0
Iars2	213.000000	213	0
Gtf2a2	213.000000	213	0
Ergic1	213.000000	213	0
Cul7	213.000000	213	0
Btbd6	213.000000	213	0
Bpnt1	213.000000	213	0
Ttc21b	212.000000	212	0
Trmt6	212.000000	212	0
Tmem191c	212.000000	212	0
Tbc1d4	212.000000	212	0
Syne1	212.000000	212	0
Smg8	212.000000	212	0
Slc37a2	212.000000	212	0
Slc19a1	212.000000	212	0
Rfk	212.000000	212	0
Prkacb	212.000000	212	0
Mras	212.000000	212	0
Med18	212.000000	212	0
Mcm8	212.000000	212	0
Map3k8	212.000000	212	0
Inafm1	212.000000	212	0
Foxp1	212.000000	212	0
Ubxn6	211.000000	211	0
Tnks1bp1	211.000000	211	0
Tmem69	211.000000	211	0
Tmem63b	211.000000	211	0
Tgfbr3	211.000000	211	0
Tbce	211.000000	211	0
Orc5	211.000000	211	0
Ncaph	211.000000	211	0
Mrpl14	211.000000	211	0
Itga5	211.000000	211	0
Hdgfl2	211.000000	211	0
Gpbp1l1	211.000000	211	0
Chordc1	211.000000	211	0
Arc	211.000000	211	0
Amz2	211.000000	211	0
Acly	211.000000	211	0
Zfp955b	210.000000	210	0
Zfp81	210.000000	210	0
Tmx1	210.000000	210	0
Tcirg1	210.000000	210	0
Sppl3	210.000000	210	0
Sik1	210.000000	210	0
Rap2c	210.000000	210	0
Rab8b	210.000000	210	0
Mxra7	210.000000	210	0
Krtap1-5	210.000000	210	0
Krtap1-4	210.000000	210	0
Kif26b	210.000000	210	0
Gorasp2	210.000000	210	0
Fnip2	210.000000	210	0
Fermt2	210.000000	210	0
Fam91a1	210.000000	210	0
Donson	210.000000	210	0
Dnajc8	210.000000	210	0
Dguok	210.000000	210	0
Atpif1	210.000000	210	0
Arhgef40	210.000000	210	0
Adra1d	210.000000	210	0
Zmynd19	209.000000	209	0
Zfp760	209.000000	209	0
Zfp57	209.000000	209	0
Zfp14	209.000000	209	0
Zbed5	209.000000	209	0
Slc12a3	209.000000	209	0
Rasd1	209.000000	209	0
Ptov1	209.000000	209	0
Psmg3	209.000000	209	0
Praf2	209.000000	209	0
Pak6	209.000000	209	0
Nxn	209.000000	209	0
Nrxn2	209.000000	209	0
Med31	209.000000	209	0
Mcm10	209.000000	209	0
Map4k2	209.000000	209	0
Lyrm1	209.000000	209	0
Lars	209.000000	209	0
Kyat1	209.000000	209	0
Kif3b	209.000000	209	0
H3c4	209.000000	209	0
H2bc8	209.000000	209	0
H2bc7	209.000000	209	0
H2ac8	209.000000	209	0
H2ac7	209.000000	209	0
Gm2004	209.000000	209	0
Fhdc1	209.000000	209	0
Exo1	209.000000	209	0
Ebp	209.000000	209	0
Dpysl3	209.000000	209	0
Dcun1d3	209.000000	209	0
Cyb561	209.000000	209	0
Ccl20	209.000000	209	0
C77080	209.000000	209	0
Atp6v1e1	209.000000	209	0
Apcdd1	209.000000	209	0
Abcf2	209.000000	209	0
4930563E22Rik	209.000000	209	0
Zfp46	208.000000	208	0
Zbtb44	208.000000	208	0
Tsr1	208.000000	208	0
Tpst2	208.000000	208	0
Tmed2	208.000000	208	0
Tln1	208.000000	208	0
Tbl1x	208.000000	208	0
Ssx2ip	208.000000	208	0
Smad7	208.000000	208	0
Sgsm2	208.000000	208	0
Proser1	208.000000	208	0
Polk	208.000000	208	0
Pea15a	208.000000	208	0
P3h4	208.000000	208	0
Nhlrc3	208.000000	208	0
Klhl22	208.000000	208	0
Hmgn2	208.000000	208	0
Gsta2	208.000000	208	0
Grem2	208.000000	208	0
Fkbp10	208.000000	208	0
Esco1	208.000000	208	0
Creb3	208.000000	208	0
Cert1	208.000000	208	0
Bcl7a	208.000000	208	0
Adamts7	208.000000	208	0
Zswim4	207.000000	207	0
Zfpm1	207.000000	207	0
Zfp212	207.000000	207	0
Wdhd1	207.000000	207	0
Trim36	207.000000	207	0
Tmem170b	207.000000	207	0
Tmeff1	207.000000	207	0
Tdrd1	207.000000	207	0
Tafa3	207.000000	207	0
Srfbp1	207.000000	207	0
Spty2d1	207.000000	207	0
Spag7	207.000000	207	0
Socs4	207.000000	207	0
Ppm1j	207.000000	207	0
Myorg	207.000000	207	0
Mrpl58	207.000000	207	0
Hmbs	207.000000	207	0
Creld2	207.000000	207	0
Ccdc186	207.000000	207	0
Alg12	207.000000	207	0
1110017D15Rik	207.000000	207	0
Tusc3	206.000000	206	0
Tomm22	206.000000	206	0
Tmem240	206.000000	206	0
Tent4a	206.000000	206	0
Ten1	206.000000	206	0
Synpo2l	206.000000	206	0
Samm50	206.000000	206	0
Plxnb1	206.000000	206	0
Parpbp	206.000000	206	0
Nup37	206.000000	206	0
Nudt3	206.000000	206	0
Myoz1	206.000000	206	0
L3hypdh	206.000000	206	0
Jkamp	206.000000	206	0
Fam114a1	206.000000	206	0
Dvl3	206.000000	206	0
Cxcl1	206.000000	206	0
Csf1	206.000000	206	0
C1qtnf1	206.000000	206	0
B3gnt4	206.000000	206	0
Alcam	206.000000	206	0
Acox1	206.000000	206	0
Zyg11b	205.000000	205	0
Vegfd	205.000000	205	0
Tex261	205.000000	205	0
Sppl2a	205.000000	205	0
Rnf111	205.000000	205	0
Pmvk	205.000000	205	0
Mmachc	205.000000	205	0
Mllt3	205.000000	205	0
Mecp2	205.000000	205	0
Mad2l2	205.000000	205	0
Kpna3	205.000000	205	0
Jak1	205.000000	205	0
Ipo5	205.000000	205	0
Grb2	205.000000	205	0
Fam20a	205.000000	205	0
Cth	205.000000	205	0
Cst6	205.000000	205	0
Ccdc163	205.000000	205	0
Aox1	205.000000	205	0
Aff4	205.000000	205	0
Tymp	204.000000	204	0
Txndc5	204.000000	204	0
Tmem132a	204.000000	204	0
Sco2	204.000000	204	0
Psmb7	204.000000	204	0
Ppt1	204.000000	204	0
Parp11	204.000000	204	0
Olfr456	204.000000	204	0
Lhfpl5	204.000000	204	0
Gsk3b	204.000000	204	0
Galk1	204.000000	204	0
Dnpep	204.000000	204	0
Crtc1	204.000000	204	0
Chd2	204.000000	204	0
Bend6	204.000000	204	0
Ap2a1	204.000000	204	0
Acox3	204.000000	204	0
Ube4b	203.000000	203	0
Ttll12	203.000000	203	0
Tmem47	203.000000	203	0
Snx18	203.000000	203	0
Rpl32	203.000000	203	0
Ptprj	203.000000	203	0
Psd	203.000000	203	0
Pgap6	203.000000	203	0
Nprl2	203.000000	203	0
Msmo1	203.000000	203	0
Mfsd13a	203.000000	203	0
Leprotl1	203.000000	203	0
Klhdc8b	203.000000	203	0
Fbxl15	203.000000	203	0
Fam219b	203.000000	203	0
Eif5a2	203.000000	203	0
Eif3j2	203.000000	203	0
Eif3j1	203.000000	203	0
Dpf1	203.000000	203	0
Cyb561d2	203.000000	203	0
Ctxn1	203.000000	203	0
Ctdsp1	203.000000	203	0
Chmp6	203.000000	203	0
Ccdc71	203.000000	203	0
Asph	203.000000	203	0
Aftph	203.000000	203	0
1810009A15Rik	203.000000	203	0
Zfp664	202.000000	202	0
Uqcrfs1	202.000000	202	0
Ubqln4	202.000000	202	0
Tspan17	202.000000	202	0
Trim37	202.000000	202	0
Smarca2	202.000000	202	0
Sigmar1	202.000000	202	0
Rbm14	202.000000	202	0
Rab40b	202.000000	202	0
Prkar1a	202.000000	202	0
Nr2c2ap	202.000000	202	0
Ndufs3	202.000000	202	0
Nck1	202.000000	202	0
Mtmr3	202.000000	202	0
